;number;text;x1;y1;x2;y2;fixations;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;y;diff_y;line;distance;pupil;fix_duration_avg;fix_distance
0;0;To;40;107;67;125;[];0.0;0.0;0;;;116.0;;1;1053.151526534171;;;[]
1;1;estimate;86;106;202;125;[1362];0.275;0.275;1;19.4443;19.4432;115.5;0.5;1;966.8540995627285;19.44;0.275;[0.0]
2;2;the;221;106;262;125;[1361];0.2101;0.2101;1;20.0041;20.6932;115.5;0.0;1;932.2181728765293;20.35;0.2101;[91.54527999999999]
3;3;total;281;106;351;125;[];0.0;0.0;0;;;115.5;0.0;1;885.8463741762758;;;[]
4;4;distance;371;106;487;125;[1363];0.2261;0.2261;1;20.0086;20.4919;115.5;0.0;1;828.5500840874103;20.25;0.2261;[0.0]
5;5;traveled;506;106;622;125;[1364];0.2263;0.2263;1;18.9694;19.2974;115.5;0.0;1;790.9323320242096;19.13;0.2263;[6.979200000000006]
6;6;in;642;106;667;125;[];0.0;0.0;0;;;115.5;0.0;1;783.1774114728121;;;[]
7;7;your;686;111;742;130;[1439];0.1454;0.1454;1;20.7548;21.3748;120.5;5.0;1;770.9066539090543;21.06;0.1454;[29.35488000000001]
8;8;life,;761;106;828;129;[];0.0;0.0;0;;;117.5;3.0;1;770.96288;;;[]
9;9;we;849;111;877;125;[];0.0;0.0;0;;;118.0;0.5;1;778.0166683569539;;;[]
10;10;would;894;106;967;125;[];0.0;0.0;0;;;115.5;2.5;1;783.2833716103352;;;[]
11;11;need;986;106;1042;125;[];0.0;0.0;0;;;115.5;0.0;1;801.8404521108015;;;[]
12;12;to;1061;108;1087;125;[];0.0;0.0;0;;;116.5;1.0;1;824.2893609899709;;;[]
13;13;know;1107;106;1164;125;[];0.0;0.0;0;;;115.5;1.0;1;841.075850230676;;;[]
14;14;the;1181;106;1222;125;[];0.0;0.0;0;;;115.5;0.0;1;872.5025470686343;;;[]
15;15;specific;33;205;149;229;[];0.0;0.0;0;;;217.0;101.5;2;921.1524397195366;;;[]
16;16;distances;167;205;298;224;[1440];0.2753;0.2753;1;19.8886;20.8165;214.5;2.5;2;830.2887418249476;20.35;0.2753;[0.9987199999999916]
17;17;between;318;205;418;224;[1441];0.2102;0.2102;1;20.2408;20.0729;214.5;0.0;2;766.8553571575637;20.16;0.2102;[1.2255999999999858]
18;18;the;438;205;479;224;[];0.0;0.0;0;;;214.5;0.0;2;740.0052310634395;;;[]
19;19;cities;498;205;583;224;[];0.0;0.0;0;;;214.5;0.0;2;704.1219971008252;;;[]
20;20;you;602;210;643;229;[1442];0.2264;0.2264;1;20.0207;20.0124;219.5;5.0;2;684.8335783248763;20.02;0.2264;[0.007999999999924512]
21;21;lived;662;205;734;224;[];0.0;0.0;0;;;214.5;5.0;2;677.535385054725;;;[]
22;22;in;753;205;778;224;[1437];0.2913;0.2913;1;21.7911;22.1561;214.5;0.0;2;675.9662497501295;21.97;0.2913;[8.189694106717251]
23;23;and;798;205;839;224;[1389];0.2263;0.2263;1;20.128;19.902;214.5;0.0;2;676.1989313813314;20.02;0.2263;[31.457279999999997]
24;24;any;858;210;899;229;[];0.0;0.0;0;;;219.5;5.0;2;675.4659414073033;;;[]
25;25;other;917;205;989;224;[1438];0.2913;0.2913;1;20.5093;20.9535;214.5;5.0;2;689.67964128373;20.73;0.2913;[78.6384]
26;26;places;1008;205;1093;229;[];0.0;0.0;0;;;217.0;2.5;2;708.5999703649827;;;[]
27;27;you;1112;210;1153;229;[];0.0;0.0;0;;;219.5;2.5;2;748.5492387286587;;;[]
28;28;have;1173;205;1229;224;[];0.0;0.0;0;;;214.5;5.0;2;781.8370641004776;;;[]
29;29;frequently;19;304;165;328;[];0.0;0.0;0;;;316.0;101.5;3;839.9594431645223;;;[]
30;30;visited.;182;304;295;323;[];0.0;0.0;0;;;313.5;2.5;3;753.8179826465102;;;[]
31;31;However,;318;305;430;327;[];0.0;0.0;0;;;316.0;2.5;3;671.4764031008494;;;[]
32;32;without;451;304;554;323;[1443];0.2588;0.2588;1;21.5988;21.6478;313.5;2.5;3;619.6958381022536;21.62;0.2588;[18.570240000000013]
33;33;these;573;304;644;323;[];0.0;0.0;0;;;313.5;0.0;3;592.8058196081196;;;[]
34;34;details,;663;304;775;327;[1444];0.1941;0.1941;1;20.8898;21.125;315.5;2.0;3;572.9858845741791;21.01;0.1941;[18.27328]
35;35;it;799;304;824;323;[];0.0;0.0;0;;;313.5;2.0;3;577.2712324040185;;;[]
36;36;is;844;304;869;323;[];0.0;0.0;0;;;313.5;0.0;3;580.4868471905754;;;[]
37;37;impossible;889;304;1034;328;[1445];0.2264;0.2264;1;19.8512;20.3051;316.0;2.5;3;582.2312727441342;20.08;0.2264;[0.0]
38;38;to;1053;306;1079;323;[];0.0;0.0;0;;;314.5;1.5;3;638.2333433480692;;;[]
39;39;accurately;1098;304;1245;328;[];0.0;0.0;0;;;316.0;1.5;3;654.3547017950237;;;[]
40;40;calculate;57;403;188;422;[];0.0;0.0;0;;;412.5;96.5;4;760.9675829634627;;;[]
41;41;the;207;403;248;422;[];0.0;0.0;0;;;412.5;0.0;4;715.2730487871429;;;[]
42;42;total;267;403;337;422;[];0.0;0.0;0;;;412.5;0.0;4;651.7795724946084;;;[]
43;43;distance;356;403;473;422;[];0.0;0.0;0;;;412.5;0.0;4;568.1373551538875;;;[]
44;44;you;491;408;532;427;[];0.0;0.0;0;;;417.5;5.0;4;534.1016441851256;;;[]
45;45;have;552;403;608;422;[];0.0;0.0;0;;;412.5;5.0;4;508.0145335728639;;;[]
46;46;traveled.;627;403;754;422;[1446];0.2424;0.2424;1;19.897;19.6526;412.5;0.0;4;478.6768445634846;19.77;0.2424;[0.0]
47;47;But;777;404;817;422;[1387, 1388, 1434];0.6954;0.2263;3;20.0218;20.3867;413.0;0.5;4;477.96288000000004;20.2;0.2318;[14.531200000000013, 69.81760000000003, 0.0]
48;48;assuming;837;403;953;427;[1447, 1469, 1488];0.727;0.2263;3;20.6422;20.5577;415.0;2.0;4;476.36916600600256;20.6;0.2423;[0.0, 6.899519999999995, 33.17536000000001]
49;49;an;972;408;997;422;[];0.0;0.0;0;;;415.0;0.0;4;515.0348756358684;;;[]
50;50;average;1017;407;1118;427;[1448];0.2749;0.2749;1;21.8866;21.1203;417.0;2.0;4;528.9604884310872;21.5;0.2749;[0.0]
51;51;of;1136;404;1163;422;[1449];0.291;0.291;1;19.7848;18.8649;413.0;4.0;4;595.8933125327507;19.32;0.291;[9.848607222221835]
52;52;30;1182;404;1208;422;[];0.0;0.0;0;;;413.0;0.0;4;624.4553427758101;;;[]
53;53;minutes;25;502;127;521;[1368, 1450, 1470];0.8258;0.3893;3;17.0072;19.4974;511.5;98.5;5;755.1141694348308;18.25;0.2753;[0.0, 0.0, 10.572159999999997]
54;54;daily;146;502;218;526;[];0.0;0.0;0;;;514.0;2.5;5;675.1616986183788;;;[]
55;55;commuting;237;502;368;526;[];0.0;0.0;0;;;514.0;0.0;5;556.509657850836;;;[]
56;56;for;387;503;428;521;[1369];0.3717;0.3717;1;15.1124;18.5024;512.0;2.0;5;517.3118016063953;16.81;0.3717;[12.452800000000025]
57;57;a;447;507;458;521;[];0.0;0.0;0;;;514.0;2.0;5;497.37655361029476;;;[]
58;58;total;477;502;547;521;[1451];0.4203;0.4203;1;20.0431;19.4915;511.5;2.5;5;444.93203175457535;19.77;0.4203;[3.809599999999989]
59;59;of;566;503;593;521;[1370, 1371, 1452];0.6469;0.0972;3;18.6582;18.1538;512.0;0.5;5;422.6489655509102;18.41;0.2156;[6.192000000000007, 0.0, 8.844473800062973]
60;60;8;611;503;623;521;[1375];0.4044;0.4044;1;21.1409;20.5145;512.0;0.0;5;410.2488075317885;20.83;0.4044;[9.012808640507053]
61;61;years;641;507;712;526;[1365, 1366, 1372, 1453, 1454, 1456, 1458, 1460, 1464];2.7821;0.2748;9;19.8908;20.2862;516.5;4.5;5;380.11910249453973;20.09;0.3091;[8.701120000000003, 10.001599999999996, 3.6118399999999724, 6.621686274175186, 9.209311495133651, 13.442240000000027, 12.341691570024015, 4.297919999999976, 15.734673273201416]
62;62;(28-20;734;502;818;526;[1373, 1376, 1377, 1381, 1382, 1385, 1455, 1457, 1459, 1461, 1463, 1480, 1481, 1489];5.9042;0.6632;14;19.289;19.1771;514.0;2.5;5;373.96288000000004;19.23;0.4217;[0.0, 10.971519999999998, 0.0, 0.0, 3.2351999999999634, 22.13312000000002, 0.0, 0.0, 0.0, 20.355199999999968, 11.89312000000001, 6.701439999999991, 0.0, 35.18272000000002]
