number;fix_duration;first_fix_duration;fix_number;fix_duration_n;first_fix_duration_n;fix_number_n;text
0;0.0;0.0;0.0;0.0;0.0;0.0;Here
1;0.12945;0.12945;0.5;0.0056211244854358815;0.007681717571520974;0.007142857142857143;is
2;0.0;0.0;0.0;0.0;0.0;0.0;an
3;0.21025;0.1053;1.0;0.009129713581018878;0.006248627734887281;0.014285714285714285;example
4;0.1375;0.1375;0.5;0.0059706807010230485;0.008159414183732205;0.007142857142857143;code
5;0.12115;0.12115;0.5;0.0052607124867559436;0.007189185660793866;0.007142857142857143;to
6;0.0;0.0;0.0;0.0;0.0;0.0;connect
7;0.0;0.0;0.0;0.0;0.0;0.0;to
8;0.0;0.0;0.0;0.0;0.0;0.0;a
9;0.17785;0.17785;0.5;0.007722804092195994;0.01055383136419471;0.007142857142857143;FTP
10;0.0;0.0;0.0;0.0;0.0;0.0;server
11;0.1778;0.1778;0.5;0.00772063293557744;0.010550864304491534;0.007142857142857143;using
12;0.0;0.0;0.0;0.0;0.0;0.0;Python's
13;0.0;0.0;0.0;0.0;0.0;0.0;built-in
14;0.28295;0.13745;1.0;0.012286575304396155;0.008156447124029029;0.014285714285714285;ftplib
15;0.0;0.0;0.0;0.0;0.0;0.0;module:
16;0.0;0.0;0.0;0.0;0.0;0.0;***
17;0.3635;0.3635;1.0;0.012832754785943222;0.022192322566862464;0.011772486772486771;py
18;1.1728;0.1459;3.5;0.050926649644798774;0.008657880213865663;0.05;import
19;0.26705;0.26705;1.0;0.009995485437610762;0.01618427446575414;0.011772486772486771;ftplib
20;0.0;0.0;0.0;0.0;0.0;0.0;#
21;0.10515;0.10515;0.5;0.004565942368818716;0.006239726555777755;0.007142857142857143;FTP
22;0.25075;0.25075;0.5;0.010888350442047485;0.014879804411424365;0.007142857142857143;server
23;0.38005;0.3073;1.5;0.013299352849067879;0.018677032305217285;0.0164021164021164;credentials
24;0.2184;0.1131;1.0;0.009483612109843154;0.0067114890485826355;0.014285714285714285;FTP_HOST
25;0.0;0.0;0.0;0.0;0.0;0.0;=
26;0.29095000000000004;0.29095000000000004;1.0;0.010048685529502017;0.017809955601533863;0.011772486772486771;‘ftp.example.com'
27;0.12925;0.12925;0.5;0.0036439758102031327;0.008084542105296078;0.004629629629629629;FTP_USER
28;0.0;0.0;0.0;0.0;0.0;0.0;=
29;0.6554;0.348;2.0;0.02094204432569643;0.02124814980300447;0.02103174603174603;‘username’
30;0.59;0.31495;2.0;0.01823467156320596;0.019362803293338657;0.02103174603174603;FTP_PASS
31;0.0;0.0;0.0;0.0;0.0;0.0;=
32;0.5824;0.30765;1.5;0.02331583778058157;0.01867213408537779;0.018915343915343913;'password'
33;0.1131;0.1131;0.5;0.0049111562711687765;0.0067114890485826355;0.007142857142857143;#
34;0.36375;0.12115;1.0;0.015795164399979154;0.007189185660793866;0.014285714285714285;Connect
35;0.372;0.05625;1.0;0.010487883956638803;0.0035184177440843664;0.009259259259259259;to
36;0.12125;0.12125;0.5;0.005265054799993052;0.007195119780200217;0.007142857142857143;FTP
37;0.33985;0.33985;1.0;0.012660194866956069;0.020608909017456455;0.011772486772486771;server
38;0.0;0.0;0.0;0.0;0.0;0.0;ftp
39;0.16155;0.16155;0.5;0.004554617347298383;0.0101048957610103;0.004629629629629629;=
40;0.631;0.42069999999999996;1.5;0.021241026612664297;0.02558760140371113;0.0164021164021164;ftplib.FTP(FTP_HOST,
41;0.7041;0.1216;2.0;0.019850857779218765;0.007606037292100604;0.018518518518518517;FTP_USER,
42;0.54195;0.1134;2.0;0.015279324490054839;0.007093130172074083;0.018518518518518517;FTP_PASS)
43;0.0;0.0;0.0;0.0;0.0;0.0;#
44;0.42875;0.3155;1.5;0.015287651259332773;0.019060317854547114;0.0164021164021164;Get
