;number;text;x1;y1;x2;y2;fixations;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;y;diff_y;line;distance;pupil;fix_duration_avg;fix_distance
0;0;Low-level;35;156;164;175;[];0.0;0.0;0;;;165.5;;1;698.7068864226899;;;[]
1;1;programming;184;156;346;180;[881, 882];0.5821;0.2263;2;17.0599;17.3544;168.0;2.5;1;595.4010489867226;17.21;0.2911;[0.505599999999987, 8.046459653785641]
2;2;languages;364;156;495;180;[883];0.2101;0.2101;1;16.372;15.7372;168.0;0.0;1;546.6007284430652;16.05;0.2101;[0.0]
3;3;are;514;161;555;175;[884];0.2749;0.2749;1;16.5846;15.888;168.0;0.0;1;542.4432485841164;16.24;0.2749;[8.494400000000041]
4;4;written;572;156;675;175;[];0.0;0.0;0;;;165.5;2.5;1;539.89536;;;[]
5;5;with;692;156;750;175;[];0.0;0.0;0;;;165.5;0.0;1;546.4658740804311;;;[]
6;6;the;769;156;810;175;[885];0.2592;0.2592;1;16.9174;17.0208;165.5;0.0;1;563.5289319409338;16.97;0.2592;[12.197337624252244]
7;7;machine's;828;156;960;175;[];0.0;0.0;0;;;165.5;0.0;1;583.1820061820234;;;[]
8;8;hardware;979;156;1095;175;[886];0.2103;0.2103;1;18.1541;18.082;165.5;0.0;1;655.3542134864852;18.12;0.2103;[30.588480000000004]
9;9;in;1115;156;1140;175;[887];0.2427;0.2427;1;17.5188;16.9966;165.5;0.0;1;740.9652123645817;17.26;0.2427;[3.0224000000000046]
10;10;mind,;1158;156;1226;178;[];0.0;0.0;0;;;167.0;1.5;1;768.9550729233077;;;[]
11;11;and;64;255;105;274;[];0.0;0.0;0;;;264.5;97.5;2;668.512256173729;;;[]
12;12;indexing;124;255;240;279;[889];0.275;0.275;1;16.99;16.8171;267.0;2.5;2;570.1499899627199;16.9;0.275;[7.222533195050077]
13;13;from;259;256;316;274;[];0.0;0.0;0;;;265.0;2.0;2;528.5535899551621;;;[]
14;14;0;333;256;345;274;[];0.0;0.0;0;;;265.0;0.0;2;513.1297191300554;;;[]
15;15;is;364;255;389;274;[];0.0;0.0;0;;;264.5;0.5;2;492.0740918342375;;;[]
16;16;no;409;260;435;274;[890];0.2914;0.2914;1;18.4008;17.4548;267.0;2.5;2;473.4444641713425;17.93;0.2914;[6.386478107501849]
17;17;exception.;453;255;596;279;[891];0.5988;0.5988;1;17.3784;16.0714;267.0;0.0;2;436.04739175288;16.72;0.5988;[2.2416000000000054]
18;18;The;617;255;660;274;[];0.0;0.0;0;;;264.5;2.5;2;440.9974039090135;;;[]
19;19;C;678;256;690;274;[];0.0;0.0;0;;;265.0;0.5;2;446.4941780745742;;;[]
20;20;programming;708;255;870;279;[888, 892];0.4686;0.1779;2;17.6228;15.6012;267.0;2.0;2;447.3279350258483;16.61;0.2343;[0.0, 0.0]
21;21;language;888;255;1005;279;[];0.0;0.0;0;;;267.0;0.0;2;518.3409934150391;;;[]
22;22;uses;1024;260;1079;274;[893, 895];0.4852;0.2266;2;16.9491;14.9289;267.0;0.0;2;606.506092182502;15.94;0.2426;[20.031360000000006, 12.971301979616364]
23;23;0-based;1098;255;1200;274;[894];0.3395;0.3395;1;16.6393;16.7142;264.5;2.5;2;659.5192393361164;16.68;0.3395;[33.09165813433954]
24;24;array;56;359;127;378;[];0.0;0.0;0;;;368.5;104.0;3;586.8490464970439;;;[]
25;25;indexing,;147;354;273;378;[896];0.2914;0.2914;1;16.7115;15.9287;366.0;2.5;3;474.76081575303743;16.32;0.2914;[5.426559999999995]
26;26;because;296;354;397;373;[897];0.2748;0.2748;1;17.4555;16.9957;363.5;2.5;3;401.50767486374355;17.23;0.2748;[0.0]
27;27;the;416;354;457;373;[];0.0;0.0;0;;;363.5;0.0;3;373.5596083284294;;;[]
28;28;array;476;359;547;378;[898, 935];0.7279;0.2914;2;17.3285;16.7133;368.5;5.0;3;342.28698393963157;17.02;0.3639;[0.0, 0.0]
29;29;index;567;354;637;373;[];0.0;0.0;0;;;363.5;5.0;3;341.89536;;;[]
30;30;is;657;354;682;373;[];0.0;0.0;0;;;363.5;0.0;3;345.4581609609036;;;[]
31;31;measuring;700;354;833;378;[899];0.2424;0.2424;1;17.0256;16.1273;366.0;2.5;3;349.3597254614355;16.58;0.2424;[19.241456991984748]
32;32;the;851;354;892;373;[900, 902];0.4369;0.2264;2;17.7922;17.1271;363.5;2.5;3;419.7357075285466;17.46;0.2184;[23.362800160939646, 4.689134617645276]
