;number;text;x1;y1;x2;y2;fixations;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;y;diff_y;line;distance;pupil;fix_duration_avg;fix_distance
0;0;The;55;304;97;323;[];0.0;0.0;0;;;313.5;;1;679.6910909849139;;;[]
1;1;simulation;117;304;262;323;[738.0];0.2911;0.2911;1;17.2997;17.3041;313.5;0.0;1;533.9690507550624;17.3;0.2911;[15.687999999999988]
2;2;hypothesis;281;304;427;328;[739.0];0.2747;0.2747;1;17.0755;17.0171;316.0;2.5;1;399.90113573765007;17.05;0.2747;[0.0]
3;3;theorizes;446;304;577;323;[];0.0;0.0;0;;;313.5;2.5;1;314.14454501751646;;;[]
4;4;that;596;304;652;323;[740.0];0.2427;0.2427;1;18.0493;17.4705;313.5;0.0;1;289.0453859937266;17.76;0.2427;[24.143921378268267]
5;5;the;671;304;712;323;[];0.0;0.0;0;;;313.5;0.0;1;282.02054386916996;;;[]
6;6;world;729;304;802;323;[741.0];0.2265;0.2265;1;18.2496;18.0864;313.5;0.0;1;282.32597040347247;18.17;0.2265;[0.0]
7;7;experienced;821;304;982;328;[742.0];0.2747;0.2747;1;17.8278;17.2717;316.0;2.5;1;296.43509097990136;17.55;0.2747;[0.0]
8;8;by;1001;304;1028;328;[743.0];0.2267;0.2267;1;18.0069;17.7011;316.0;0.0;1;397.8427065616038;17.85;0.2267;[2.721279999999979]
9;9;humans;1046;304;1132;323;[744.0];0.3555;0.3555;1;14.0204;13.7023;313.5;2.5;1;434.51131166433674;13.86;0.3555;[22.384959999999978]
10;10;or;1151;309;1177;323;[];0.0;0.0;0;;;316.0;2.5;1;518.8879416254172;;;[]
11;11;a;1196;309;1207;323;[];0.0;0.0;0;;;316.0;0.0;1;557.1992103047727;;;[]
12;12;specific;42;403;158;427;[745.0];0.3074;0.3074;1;17.082;16.9467;415.0;99.0;2;585.1602660162962;17.01;0.3074;[1.2783319130804924]
13;13;human;177;403;247;422;[];0.0;0.0;0;;;412.5;2.5;2;502.9074691474193;;;[]
14;14;is;267;403;292;422;[];0.0;0.0;0;;;412.5;0.0;2;461.2831955797463;;;[]
15;15;a;312;408;323;422;[];0.0;0.0;0;;;415.0;2.5;2;433.00173408920944;;;[]
16;16;simulation.;342;403;499;422;[746.0];0.4044;0.4044;1;17.5409;17.0955;412.5;2.5;2;283.42724097069856;17.32;0.4044;[5.827200000000005]
17;17;In;522;404;547;422;[];0.0;0.0;0;;;413.0;0.5;2;248.71204740474965;;;[]
18;18;this;567;403;622;422;[];0.0;0.0;0;;;412.5;0.5;2;205.47049064102228;;;[]
19;19;case,;642;408;709;425;[747.0];0.2589;0.2589;1;17.0143;17.0513;416.5;4.0;2;180.11450481363906;17.03;0.2589;[7.900904307128402]
20;20;the;732;403;773;422;[];0.0;0.0;0;;;412.5;4.0;2;183.7482912145373;;;[]
21;21;termination;792;403;952;422;[748.0];0.3073;0.3073;1;18.0982;17.8671;412.5;0.0;2;198.37284724543932;17.98;0.3073;[0.0]
22;22;of;971;404;998;422;[];0.0;0.0;0;;;413.0;0.5;2;314.3321544549052;;;[]
23;23;the;1017;403;1058;422;[];0.0;0.0;0;;;412.5;0.5;2;352.7507711178848;;;[]
24;24;simulation;1077;403;1222;422;[749.0, 750.0];0.2909;0.2428;2;15.1374;15.0148;412.5;0.0;2;405.24246880634604;15.08;0.1454;[15.452800000000025, 80.58944000000002]
25;25;would;93;502;166;521;[];0.0;0.0;0;;;511.5;99.0;3;555.8144570666209;;;[]
26;26;result;187;502;270;521;[751.0];0.2749;0.2749;1;17.6536;16.8599;511.5;0.0;3;453.2815763785933;17.26;0.2749;[4.547519999999963]
27;27;in;290;502;315;521;[];0.0;0.0;0;;;511.5;0.0;3;409.1460026497417;;;[]
