text;attention
Lots;0.003946981419179554
of;0.0035648910101444917
literature;0.007200971327304942
out;0.0034957314083429642
these;0.005130922337261162
days,;0.009068872905696508
e.g.:;0.09200094491937479
Ackerman,;0.021385557845545525
E.;0.005794375311191467
(2021).;0.03500972411211154
2034.;0.010675038000867264
Box,;0.008441341808098943
C.;0.004844935372585288
J.;0.005690063619771439
(2021).;0.036446498838957314
Dark;0.004144899883083475
Sky.;0.013337065302335393
Divya,;0.02760010711502634
S.;0.004893882381756786
B.;0.005531611253645301
(2021).;0.02962996897994626
Machinehood.;0.0245982245711527
Gibson,;0.005907589639311564
W.;0.0046380311489716145
(2020).;0.023351678321018355
Agency.;0.011996004800170412
Jordan,;0.005778448321721364
Z.;0.005153528246106926
(2020).;0.028682626495358368
The;0.005071859278786462
Last;0.0024712742171479427
Human.;0.011426422116026055
King,;0.007644166116719987
S.;0.004338523935386981
(2022).;0.062335664621350026
Fairy;0.0031092757351082216
Tale.;0.011778868281014324
Martine,;0.011254880053463203
A.;0.005887841686894962
(2021).;0.025175415069261596
A;0.0032000067906256904
Desolation;0.009066139231328414
Called;0.0044629999601255
Peace.;0.006713838270897428
Perry,;0.00496404065459196
S.;0.004534164827506202
D.;0.004081367690683159
(2012).;0.023862065163310672
Resident;0.002874044492095816
Evil:;0.01185161779919707
The;0.0044723319511318985
Umbrella;0.0022509725887909938
Conspiracy.;0.012236265524844244
Saunders,;0.005855580147055198
G.;0.003988546598167095
(2022).;0.04011398331367503
Liberation;0.002392054797493115
Day;0.002126617509082227
stories.;0.007395194598298793
Stephenson,;0.004147969445767789
N.;0.0034804409758776443
(2021).;0.012059245116676035
Termination;0.0024496527088525718
Shock.;0.005884668616326994
Stross,;0.006594193305007552
C.;0.0032066504066046524
(2022).;0.021500956900468916
Quantum;0.003951053018054854
of;0.0032076774237204224
Nightmares.;0.005711840902977895
Tarrantino,;0.01906031812650507
Q.;0.00403877984235442
(2021);0.007160325346463051
Once;0.0027984422568314593
Upon;0.003409704057467278
a;0.002377463182867201
Time;0.0025772534931426446
in;0.0037376562157370773
Hollywood.;0.02359513913773509
Weir,;0.005745008361405611
A.;0.005623432820314615
(2021).;0.025747707968933744
Project;0.007085043802547399
Hail;0.0036445372397812844
Mary.;0.010180444991826498
Winslow,;0.005779871994684331
D.;0.0037249527865188046
(2021).;0.01816463418324965
City;0.004702863500359956
on;0.003035133887908292
Fire.;0.010740398266932728
