text;attention
United;0.007776359687164607
States:;0.01205515435761575
Chuck;0.008513296013860194
Norris;0.04715015548443367
doesn't;0.015997594006897948
wear;0.010269606048012027
a;0.006721125359562465
watch,;0.029244133086932775
HE;0.010345847614057026
decides;0.008826492139058964
what;0.00755035403189128
time;0.009335867758355088
it;0.006670071975173406
is.;0.015313695603708457
Japan:;0.023730879979773717
Chuck;0.009824361415264061
Norris;0.026984814355051172
once;0.013630563680152722
roundhouse;0.013220435719333406
kicked;0.014039318742549073
a;0.010785400961810417
karate;0.015833205648954622
master;0.012221281945211406
in;0.007723580673023699
Tokyo,;0.016136904360574283
and;0.007649914352609767
that's;0.007844746098870495
how;0.0077032305580390205
karate;0.008622268082813989
was;0.006663631415716865
born.;0.013453736338508313
Brazil:;0.0189073056943028
Chuck;0.009499094919776815
Norris;0.014937507355270269
doesn't;0.012966155162451793
need;0.008073137418042818
to;0.007140340458375341
visit;0.009204157317912872
the;0.006745279287363557
Amazon;0.014325277717162244
rainforest;0.01351322489477557
to;0.007666237930147174
see;0.008374093986642161
the;0.006799120569639394
power;0.008227402999759431
of;0.00707245661791096
nature,;0.00938540663037771
nature;0.007833595739747418
visits;0.007551403364131866
Chuck;0.0068316708443184595
Norris.;0.009628752347866948
Australia:;0.017295555844459434
Chuck;0.00724616184411215
Norris;0.008195713547446686
can;0.008639469274165585
walk;0.009637837741784257
on;0.009737447901423321
the;0.0072398253320467
Great;0.007494159584071017
Barrier;0.007909093553818707
Reef;0.010317886609797572
without;0.008518758241012576
damaging;0.010349201557774837
the;0.006826214415890651
coral,;0.011028258164528201
because;0.007660894012856743
the;0.007083293298951568
coral;0.007417799993446105
gets;0.007141087527389924
out;0.006484097801999643
of;0.007294293752747417
the;0.0060075498645916665
way.;0.007839403208199014
Italy:;0.016831686096325033
Chuck;0.006258976990425928
Norris;0.00821092104680213
once;0.008982844858638246
made;0.00810052245719454
a;0.006869499562599809
pizza;0.01964162226644886
in;0.008097779971337015
Rome;0.008566230803028724
that;0.0082954060453167
was;0.0066777628719651375
so;0.0069549203549745895
delicious,;0.010709306932041866
it;0.006655995772809281
was;0.006338236821227582
named;0.007802348061716162
after;0.007730728785848182
him.;0.010692875674382669
It's;0.009108130710697179
called;0.006840355915464701
the;0.0067914992851637185
"""Chuck";0.007355395161414452
Norris;0.006192813253493844
"Pizza.""";0.006410488477213562
