text;attention
The;0.011690747742478016
molecular;0.011038758624616483
biological;0.010745064105281537
process;0.010814988880032397
of;0.009968969953585517
the;0.00996716880837488
appearance;0.010067547147123974
of;0.008738313852211885
consciousness;0.010790320238844858
is;0.010138016727138937
not;0.009126223495501472
fully;0.008520519544731717
understood,;0.013456629867542836
but;0.009921702590618213
it;0.008822636632182801
is;0.00841286363122696
generally;0.008892770641198073
believed;0.009272354375473678
that;0.009557315275141176
it;0.008548416677087492
involves;0.010273785773081254
the;0.009484500943779636
activity;0.009399838525283115
of;0.008667939621266042
neurons;0.010457219039932667
and;0.009370742117720285
synapses;0.01076358313190232
in;0.008492981492492677
the;0.009060036172203616
cerebral;0.009402172636529347
cortex,;0.01229381083608824
especially;0.00958147971900571
in;0.00844581367946167
a;0.009083695596197186
posterior-cortical;0.0186290087157134
‘hot;0.0124192101182556
zone’;0.010781646143341357
that;0.008807706154418808
is;0.008080991441925664
responsible;0.008570908128604707
for;0.00798278188983255
integrating;0.008891324516181564
sensory;0.008712117888759162
information.;0.012152851743265622
Consciousness;0.011057027710039852
also;0.008818343684475262
depends;0.010206291560911185
on;0.008972898226452202
how;0.009325298442289203
different;0.009165903383296772
brain;0.008904390040497036
regions;0.008259921287594266
communicate;0.009534398014656907
with;0.008822530144125661
each;0.008394077038164928
other;0.008797405902005727
and;0.008517592347079795
how;0.00909277721442613
they;0.00826562160036323
are;0.008023094948973337
influenced;0.008666849430302659
by;0.00813135064802526
attention,;0.011783673047090635
memory,;0.011178224935256376
emotions,;0.010216667700605444
and;0.008450667062198991
other;0.007960507604393909
factors.;0.011122403914930827
A;0.00893872654776544
relatable;0.011208608109502773
example;0.00966571511927473
of;0.008502678374711444
consciousness;0.008555117522122773
is;0.008575104769889534
when;0.009673300141047203
you;0.009181656684549533
are;0.008334137375360352
aware;0.00883590694326945
of;0.008133042309240569
your;0.008358592957566562
surroundings,;0.010791022745800322
your;0.008356492390470977
thoughts,;0.010727163404443093
your;0.008204454918508342
feelings,;0.009874749690205582
and;0.008192798770440156
your;0.007794989894212091
sense;0.008374287992753703
of;0.007710128126038823
self.;0.010071025993695656
You;0.008326324130211936
can;0.00878334996932691
also;0.008230613326241339
experience;0.008630706747384694
different;0.008437270735118612
levels;0.008291669097846245
of;0.00776250601931701
consciousness;0.007890016505834431
depending;0.008844975035720485
on;0.008410142725246476
your;0.007831668153817294
state;0.008100017279664327
of;0.007944235249324564
wakefulness,;0.01067937650595307
sleep,;0.008687135515221682
or;0.007553923068045063
dreaming.;0.0075709784310660656
