;rejected;chosen;phi-1_5;roberta-base;bert-large-uncased;Meta-Llama-3-8B-Instruct;roberta-large;Mistral-7B-Instruct-v0.1;bert-base-cased;Eurus-RM-7b;UltraRM-13b;Llama-3.1-8B-Instruct;Llama-2-7b-hf;Mistral-7B-v0.1;Llama-3.1-8B;QRM-Llama3.1-8B;bert-base-uncased;Meta-Llama-3-8B;Llama-2-7b-chat-hf
1;0.300554942131885;0.2981732139698011;0.1615331419296387;0.3611565851734032;0.3993677600512661;0.2240699601864574;0.382123649325253;0.2721588345481189;0.3708488253759424;0.2696864215469318;0.2546972209442867;0.2293390906688605;0.3234549951039073;0.2641905299559078;0.2267636649329459;0.230528574570406;0.4075067539910158;0.226449922801794;0.299364078050843
2;0.2364491999569211;0.2639489649350601;0.1340609582897906;0.2466449808430361;0.2825272046088779;0.1917473383752237;0.2852622294374529;0.2145924375775893;0.2772682591715403;0.2159703897389369;0.2035396265722013;0.1972520668891756;0.2392494194825508;0.2155343756170395;0.1992639278746856;0.1964967224245488;0.2905054867449738;0.1997170983145231;0.2501038187297981
3;0.285722440623825;0.2732706099694138;0.1741953740574199;0.3210490979718343;0.3618431283252397;0.2268544948690449;0.3359676764558083;0.2555413497543207;0.3499035905673145;0.2526917749981506;0.2527911090214616;0.2341585814517011;0.283226553303975;0.2717834126946603;0.2319439134403589;0.2321262999845684;0.3582697222977972;0.2292732816864179;0.2801262652362159
4;0.2201488496952062;0.2874266917754784;0.2059885249786513;0.2637148804363562;0.3533779461401274;0.258052165985836;0.3022204339910442;0.2822305671763447;0.2963436284234709;0.2751834087682723;0.2342194957912654;0.2660932957470981;0.2344368333433306;0.2719234278732266;0.2630226896039843;0.2649412722445499;0.3337836647521137;0.2656631283001759;0.2506777853647864
5;0.205489775822626;0.2984451138190155;0.1818255407961128;0.2905629313973801;0.3438634104771678;0.2351636531825909;0.3056220493243582;0.2526211751240428;0.3328345190548836;0.257888206987941;0.2352663888147028;0.2397397594897277;0.2698173644844661;0.2457248259893323;0.2400694837720546;0.239939101664997;0.3580152526690446;0.2403003898575559;0.2582064915420444
6;0.2700922763785977;0.3166981391835832;0.1730215938804541;0.3475732730044948;0.3778814167727275;0.2621049497575388;0.3757505662850272;0.2621286947417684;0.3814060837753513;0.2669105486678787;0.2663440117997462;0.2488297671521284;0.3102909605786745;0.26898060164501;0.2528819483558513;0.2555025400806208;0.3667469854708531;0.2532597014586007;0.3073482449550585
7;0.2666418778762561;0.2841912823014779;0.1837647915695028;0.3011461477967488;0.3543666457920717;0.2269264948703719;0.3392915060611516;0.2368706017638839;0.3361655988617277;0.2426538674375529;0.2286655246607544;0.2263019872955356;0.2669592020328397;0.252061767253723;0.2311759824499041;0.2248571272694491;0.3492751435534464;0.2337461601179325;0.2626274678445116
8;0.2642431579680028;0.3157489104279256;0.1937955682903929;0.2947245426171685;0.3518748938993213;0.2753996001382245;0.3210795071250049;0.2915359943687221;0.3335900991677981;0.2955539531729351;0.2951537849417263;0.2807889032255689;0.2895213276562116;0.2881804535124191;0.2742357688227099;0.2781851655222033;0.3508137318080058;0.2778124578945088;0.2886528880276469
mean;0.25616781505666497;0.29223786579771943;0.17602318672399536;0.30332155490505275;0.3531378007583499;0.237539832170661;0.3309147022506375;0.25845995688184886;0.33479507554975363;0.2595673214148249;0.24633464531826807;0.24031293148997449;0.27711958199824444;0.25979742431766484;0.2399196724065618;0.2403221004701679;0.3518645926609063;0.24077776755393862;0.2746383799688631
std;0.03266049170386097;0.018794931257216634;0.02168119420033709;0.0389866593742198;0.03359479480316193;0.02664158510652744;0.034583796814444706;0.02476533926018783;0.03483788714088914;0.023700720194837;0.027537497395350833;0.025591969469116606;0.0312842525467369;0.022094040059459148;0.023438130896132458;0.025615902429467534;0.032724087732552275;0.02455297021135549;0.022354745390115893
