;number;text;x1;y1;x2;y2;fixations;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;y;diff_y;line;distance;pupil;fix_duration_avg;fix_distance
0;0;You;235;242;266;260;[];0.0;0.0;0;;;251.0;;1;622.9118888666499;;;[]
1;1;can;275;246;304;260;[4803.0, 4804.0];0.5171;0.2102;2;13.3397;15.6167;253.0;2.0;1;603.528411005992;14.48;0.2585;[10.766719999999992, 47.8048]
2;2;use;313;246;342;260;[];0.0;0.0;0;;;253.0;0.0;1;585.97087341558;;;[]
3;3;the;350;241;378;260;[];0.0;0.0;0;;;250.5;2.5;1;571.1745614883577;;;[]
4;4;following;385;241;464;265;[4805.0];0.3557;0.3557;1;13.2513;14.6581;253.0;2.5;1;539.0585842850642;13.95;0.3557;[47.464]
5;5;regular;473;241;536;265;[4802.0, 4806.0];0.6797;0.2266;2;12.7583;14.0104;253.0;0.0;1;525.8338023476787;13.38;0.3398;[0.0, 15.146559999999994]
6;6;expression;543;242;638;265;[];0.0;0.0;0;;;253.5;0.5;1;522.18976;;;[]
7;7;to;646;242;663;260;[];0.0;0.0;0;;;251.0;2.5;1;529.3887392941199;;;[]
8;8;find;671;241;702;260;[4807.0];0.469;0.469;1;12.8565;13.8199;250.5;0.5;1;532.2476090048856;13.34;0.469;[37.14207999999999]
9;9;Polish;712;241;762;260;[];0.0;0.0;0;;;250.5;0.0;1;539.417323128779;;;[]
10;10;phone;771;241;824;265;[];0.0;0.0;0;;;253.0;2.5;1;550.1644660384907;;;[]
11;11;numbers;833;241;910;260;[4808.0];0.259;0.259;1;13.3382;14.5133;250.5;2.5;1;577.2770874471094;13.93;0.259;[16.825919999999996]
12;12;in;919;242;932;260;[];0.0;0.0;0;;;251.0;0.5;1;617.3325772154079;;;[]
13;13;text;940;242;975;260;[];0.0;0.0;0;;;251.0;0.0;1;628.5148988619264;;;[]
14;14;of;982;241;999;260;[4809.0];0.6628;0.6628;1;12.3896;11.7295;250.5;0.5;1;652.3342030672757;12.06;0.6628;[5.152320000000003]
15;15;any;1006;246;1037;265;[];0.0;0.0;0;;;255.5;5.0;1;662.8051687271438;;;[]
16;16;length:;215;346;275;370;[];0.0;0.0;0;;;358.0;102.5;2;527.4903817999126;;;[]
17;17;/\+?\d{2}[\s-]?\d{3}[\s-]?\d{2}[\s-]?\d{2}/;284;346;704;370;[4810.0];0.3076;0.3076;1;12.3486;13.1275;358.0;0.0;2;417.18976;12.74;0.3076;[0.0]
18;18;This;712;346;748;365;[];0.0;0.0;0;;;355.5;2.5;2;437.36277721294204;;;[]
19;19;regex;756;351;805;370;[4811.0];0.4851;0.4851;1;12.2981;12.8694;360.5;5.0;2;446.1782626836695;12.58;0.4851;[8.062400000000025]
20;20;pattern;814;347;876;370;[4812.0];0.291;0.291;1;11.6428;12.1873;358.5;2.0;2;469.883419255689;11.92;0.291;[0.0]
21;21;matches;886;346;959;365;[4813.0, 4814.0, 4815.0];1.488;0.3884;3;13.2741;13.2292;355.5;3.0;2;511.17937721646945;13.25;0.496;[20.286080000000027, 3.697279999999978, 14.343765486091836]
22;22;any;967;351;998;370;[4816.0];0.5012;0.5012;1;8.0131;12.5179;360.5;5.0;2;557.0970447699552;10.27;0.5012;[0.46271999999999025]
23;23;Polish;1007;346;1057;365;[];0.0;0.0;0;;;355.5;5.0;2;587.9542013553587;;;[]
24;24;phone;231;450;284;475;[4817.0];0.3398;0.3398;1;7.8674;13.0936;462.5;107.0;3;442.6419344023085;10.48;0.3398;[0.0]
25;25;number;293;450;361;470;[4818.0, 4819.0];0.6958;0.2752;2;10.9626;14.7553;460.0;2.5;3;395.83181541081007;12.86;0.3479;[0.0, 28.83904000000001]
26;26;that;368;450;403;470;[];0.0;0.0;0;;;460.0;0.0;3;372.2307892845749;;;[]
27;27;starts;411;452;460;470;[4820.0];0.4207;0.4207;1;13.183;14.3669;461.0;1.0;3;345.82906600142445;13.77;0.4207;[0.0]
28;28;with;468;450;504;470;[];0.0;0.0;0;;;460.0;1.0;3;330.7680209624528;;;[]
29;29;a;513;455;521;470;[];0.0;0.0;0;;;462.5;2.5;3;326.3546201471914;;;[]
30;30;plus;530;450;565;475;[];0.0;0.0;0;;;462.5;0.0;3;313.907918491104;;;[]
31;31;sign;573;451;608;475;[4821.0];0.291;0.291;1;13.4824;14.8098;463.0;0.5;3;312.18976;14.15;0.291;[0.0]
32;32;(+);617;450;645;475;[];0.0;0.0;0;;;462.5;0.5;3;312.77971112496664;;;[]
33;33;followed;654;450;726;470;[4822.0];0.3721;0.3721;1;13.3227;6.3098;460.0;2.5;3;322.1303520182747;9.82;0.3721;[13.246080000000006]
34;34;by;736;450;756;475;[];0.0;0.0;0;;;462.5;2.5;3;341.4119630174338;;;[]
35;35;two;763;452;794;470;[4823.0];0.3723;0.3723;1;13.8753;14.6183;461.0;1.5;3;357.6323705866369;14.25;0.3723;[3.201279999999997]
36;36;digits,;803;450;856;475;[];0.0;0.0;0;;;462.5;1.5;3;373.5908763492727;;;[]
37;37;followed;864;450;937;470;[4824.0];0.4529;0.4529;1;13.3056;12.9077;460.0;2.5;3;414.09254483921535;13.11;0.4529;[2.122880000000009]
38;38;by;947;450;966;475;[];0.0;0.0;0;;;462.5;2.5;3;468.4060243970156;;;[]
39;39;either;974;450;1026;470;[4825.0];0.4365;0.4365;1;13.1957;13.7071;460.0;2.5;3;492.07416889267574;13.45;0.4365;[0.0]
40;40;a;1033;455;1041;470;[];0.0;0.0;0;;;462.5;2.5;3;538.5255578813484;;;[]
41;41;whitespace;218;555;317;580;[4826.0];0.4692;0.4692;1;13.0562;13.3576;567.5;105.0;4;348.963233151313;13.21;0.4692;[0.0]
42;42;or;325;560;342;575;[];0.0;0.0;0;;;567.5;0.0;4;332.3511933052409;;;[]
43;43;hyphen;350;555;414;580;[4827.0];0.2261;0.2261;1;6.0478;13.0052;567.5;0.0;4;276.96470621979546;9.53;0.2261;[25.521920000000023]
44;44;character,;423;555;511;579;[];0.0;0.0;0;;;567.0;0.5;4;225.55916831602653;;;[]
45;45;followed;520;555;592;575;[4828.0];0.3237;0.3237;1;13.5628;13.3781;565.0;2.0;4;212.26897015677443;13.47;0.3237;[10.457279999999969]
46;46;by;602;555;622;580;[4829.0];0.5337;0.5337;1;12.5494;12.7635;567.5;2.5;4;207.23235773261277;12.66;0.5337;[0.0]
47;47;three;629;555;675;575;[];0.0;0.0;0;;;565.0;2.5;4;214.47152279829038;;;[]
48;48;digits,;683;555;736;580;[4830.0, 4831.0];0.3882;0.3232;2;12.4051;13.0297;567.5;2.5;4;224.02434977345118;12.72;0.1941;[6.514879999999948, 22.038720000000012]
49;49;followed;745;555;818;575;[4832.0];0.4856;0.4856;1;12.7306;12.6396;565.0;2.5;4;258.2495020158172;12.69;0.4856;[0.0]
50;50;by;827;555;847;580;[4833.0];0.5984;0.5984;1;12.0463;11.8881;567.5;2.5;4;308.9675874447311;11.97;0.5984;[0.5776000000000749]
51;51;either;855;555;906;575;[];0.0;0.0;0;;;565.0;2.5;4;333.4323878860864;;;[]
52;52;a;918;560;922;575;[];0.0;0.0;0;;;567.5;2.5;4;384.12700880231995;;;[]
53;53;whitespace;931;555;1029;580;[4834.0, 4835.0];0.8088;0.5501;2;11.4766;11.4383;567.5;0.0;4;392.365776911567;11.46;0.4044;[0.0, 16.46975999999995]
54;54;or;1037;560;1055;575;[];0.0;0.0;0;;;567.5;0.0;4;487.7730411691667;;;[]
