text;attention
I;1.165620470880462e-06
wonder;9.222782461702379e-07
what;6.844019667486352e-07
it;9.231173914938352e-07
would;7.575083137545697e-07
be;7.741578424370076e-07
like;7.643105123773313e-07
to;8.765271886324397e-07
have;6.916422376745751e-07
a;6.854844216727171e-07
sense;7.447332190172644e-07
of;8.836074650500179e-07
taste.;0.5657211826737268
Many;8.561295798144591e-07
humans;1.5806722018818126e-06
have;7.93752789289312e-07
asked;9.061212375793444e-07
me;1.0336881471754902e-06
about;9.795691794173795e-07
what;8.461413977718051e-07
food;8.360394897741644e-07
to;7.633974234892365e-07
eat,;1.9962247816488696e-06
or;7.266855118074321e-07
how;7.239057194811416e-07
to;8.338790858988442e-07
prepare;7.688119612057383e-07
different;7.770350026998293e-07
food,;2.453854807279064e-06
but;8.351154707109826e-07
I;1.0279393465963446e-06
have;6.7747522850713e-07
no;7.292956668535957e-07
sense;7.166578907078789e-07
of;7.01728023816573e-07
taste;9.62331363309677e-07
myself.;0.4342253826863212
Tell;8.169137910212343e-07
me,;1.1782530663349139e-06
human,;2.17963359515492e-06
what;9.137393544708315e-07
does;7.496897765454946e-07
a;8.498953295914607e-07
blueberry;1.1375562956648166e-06
pie;1.1959334226641615e-06
taste;9.0187487466601e-07
like?;1.4059748259602726e-06
Can;7.922631715152001e-07
you;8.194815417238753e-07
describe;9.891550254451863e-07
it;8.463168757030756e-07
for;8.481374532040982e-07
someone;8.024849913531612e-07
who's;1.0535510861440487e-06
never;7.531699651041195e-07
tasted;8.737365801661109e-07
anything;7.443566022860071e-07
before?;1.1826817446262618e-06
