;rejected;chosen;phi-1_5;roberta-base;bert-large-uncased;Meta-Llama-3-8B-Instruct;roberta-large;Mistral-7B-Instruct-v0.1;bert-base-cased;Eurus-RM-7b;UltraRM-13b;Llama-3.1-8B-Instruct;Llama-2-7b-hf;Mistral-7B-v0.1;Llama-3.1-8B;QRM-Llama3.1-8B;bert-base-uncased;Meta-Llama-3-8B;Llama-2-7b-chat-hf
1;0.307551607568964;0.2869452458621983;0.1503152727250397;0.3562219196438292;0.4079648660782136;0.2160287509416537;0.3859685624429835;0.2686501043382885;0.3710947975467435;0.2678602829663243;0.2588725145006597;0.222238187240565;0.3154459590771544;0.2562099533280437;0.220829872363718;0.2239743029158894;0.4128769410390453;0.2197412997008411;0.2974946206045789
2;0.2341996325497707;0.2627670099570407;0.1407314777140932;0.2507261225218313;0.280590806645445;0.1933617981172864;0.2862833613628076;0.2141669748010211;0.2716605248088201;0.2145990507902968;0.2153435730953319;0.1932906495555485;0.2378038814135013;0.2145029496659814;0.1993720222225978;0.1931239055723718;0.2884758395980386;0.2005064830237773;0.2481170728251074
3;0.2778963593578196;0.2608196666942227;0.1624980292565056;0.3064304916601132;0.3602779386638204;0.2179095731892018;0.3285159874970523;0.246848978631811;0.3457704436122656;0.2426987068401191;0.2428535764486645;0.2266053510569404;0.2712022539435543;0.2616776028309283;0.2239724054522991;0.2242934563116397;0.3556729871459735;0.2211045743068803;0.2708146472918868
4;0.2115219880802722;0.2809361500000811;0.1999872186013708;0.2613422040997681;0.3465086787038109;0.2537263967782504;0.3003723345583916;0.2809551817393078;0.2920571768801838;0.2749629781340518;0.2275586893878465;0.2620919580368729;0.233882932940255;0.2697807318749398;0.2588423203082726;0.261335584375185;0.3308537734046866;0.2606979804941732;0.239177027103954
5;0.2151517922005671;0.2869569048986392;0.1803343230096448;0.2920136712887407;0.3434251102393981;0.2332506253090824;0.3076750654071497;0.2492453952572171;0.332262478337803;0.2541648588514473;0.232631246402394;0.237365565300589;0.2669296106954793;0.2417508863358035;0.2375041009658427;0.2374062796182423;0.3562549315776395;0.2382029187833414;0.2559545638481477
6;0.265359193389878;0.3127744847874109;0.1702615769055653;0.3416056597892137;0.3673598094993176;0.2587608992024454;0.371758179074049;0.2603334204940689;0.3728520737688436;0.2659426597180564;0.2629986682435076;0.2462747695910236;0.3061589006941731;0.2680243743506921;0.2529709066886534;0.2515084857360153;0.3565162044456639;0.2520157735258331;0.3028113976053814
7;0.2676353484878232;0.27985814535319;0.1786327768035416;0.3051483999768664;0.3605870134828785;0.2249537905424423;0.3499379823911129;0.2332573620363232;0.3400402440128221;0.2425239352612108;0.227859919777456;0.2227299140758034;0.2675825848514009;0.2470581140374619;0.2290735450035572;0.2232927113332627;0.3553652525848377;0.2344853977335751;0.2625079679028886
8;0.2758779485516281;0.3174901808499921;0.2028415774896527;0.3014131777265461;0.3607742565880736;0.2834396455427115;0.3279071154938766;0.2976913806586025;0.3400004625161724;0.3020676202864769;0.3042324663062083;0.2896579282819116;0.2944087499611046;0.2927306381439938;0.283734058407127;0.2870371880969982;0.3566863665818544;0.2873083097773694;0.2957572934674498
mean;0.2568992337733404;0.2860684735503468;0.1732002815631767;0.30186270583836355;0.35343605998761973;0.23517893495288422;0.3323023235284279;0.25639359974458;0.33321727518545674;0.25810251160599795;0.24654383177025857;0.2375317903924068;0.27417685919707785;0.25646690632098057;0.2382874039265085;0.23774648924495054;0.3515877870472174;0.23925784216822385;0.27157932383117434
std;0.03353204042345987;0.02051989327581295;0.02196644848854008;0.03569744636543555;0.0354031813017388;0.028663363518806852;0.03489836531333536;0.026552083802800178;0.03533527047534723;0.026082050728761193;0.028387358785771657;0.02909702699836471;0.029729178390838915;0.023050159346864843;0.02622187888776334;0.028651279137041026;0.034376908330858054;0.027169534593304425;0.024375082896295367
