;rejected;chosen;phi-1_5;roberta-base;bert-large-uncased;Meta-Llama-3-8B-Instruct;roberta-large;Mistral-7B-Instruct-v0.1;bert-base-cased;Eurus-RM-7b;UltraRM-13b;Llama-3.1-8B-Instruct;Llama-2-7b-hf;Mistral-7B-v0.1;Llama-3.1-8B;QRM-Llama3.1-8B;bert-base-uncased;Meta-Llama-3-8B;Llama-2-7b-chat-hf
1;0.2929896207932556;0.2498260004573356;0.1352865112145276;0.3211641796006676;0.3764302710936698;0.1906490765777188;0.3665665142441912;0.2374714622800304;0.3422118598710169;0.2347610816365317;0.2350797479268328;0.1994692306384251;0.2821450591173201;0.2228647037001189;0.192899757851769;0.1960777311362858;0.3773333577652378;0.1895928729448767;0.2714078106252955
2;0.241130836402017;0.2361831375459796;0.1473055906954234;0.1924456589822275;0.246762276813694;0.1892313914736988;0.2280346762965894;0.205584727587768;0.2162462430368017;0.2182099211776874;0.2106729911096057;0.1981036987061337;0.2225360127670875;0.2178739245035138;0.2016361596423079;0.1957283812831214;0.2278293187720851;0.200902092202964;0.2280422603045185
3;0.2338994747292994;0.2375823118665511;0.1270821352270076;0.2756570495632048;0.3311837915160734;0.1925868112346675;0.2868724880626555;0.2151562575344403;0.3080324619304311;0.2094474631488163;0.2078020318163256;0.2011960595888254;0.240536791692064;0.2249958601020146;0.1937894931951668;0.2035451823016331;0.3205991159503888;0.1927325314461344;0.2302730736979515
4;0.2030684476739829;0.2556028150340785;0.1910398203117881;0.2410480352894749;0.3234932896863541;0.2249376130650376;0.282984629172626;0.2583825022785546;0.2809988034682846;0.2556214951151866;0.2112141935057793;0.2331492441365845;0.2151133750927126;0.2484803071192905;0.2318844974333041;0.2317333269726944;0.317571955162508;0.2322895660130269;0.2291021519876356
5;0.2024455641679329;0.2629389181318883;0.1623680496533607;0.2697491159806587;0.3171201261342145;0.2209374580285623;0.2815715754877619;0.2306208171070183;0.3058472439066916;0.2378847133027136;0.2153271889055818;0.2241656302770232;0.246413821142973;0.2294349906837441;0.2246766154615163;0.2237437018401476;0.3304178866100331;0.2248713878327993;0.2372889867320652
6;0.2493382608945628;0.2818596084387261;0.1794295156715367;0.3111617855695451;0.3323560167325136;0.2423997009965368;0.3435020716326783;0.2686945653466595;0.3388107145413081;0.2673096628724911;0.2415481747830592;0.2406852884480672;0.2694342851060045;0.2519923408032129;0.2430285780174645;0.241856685971664;0.3581415483465492;0.246023399404803;0.2667471656267068
7;0.2457879435115706;0.2435021509849876;0.1674001951522741;0.2659704857594832;0.3162069668795499;0.2124697411664643;0.3024038237168766;0.204789470829583;0.2983736277996927;0.2171346626992719;0.2058519362839327;0.2076592829023548;0.2392985968833614;0.2273359231540671;0.2117960411328651;0.2071058966236654;0.315982871403418;0.2203975216214736;0.2349365213059263
8;0.2339999863120201;0.2531554126608432;0.1773327814836035;0.2505809073333225;0.3066628099252769;0.2289145795159204;0.2651785925364268;0.2396763085444834;0.2902596007100386;0.2435895616823817;0.2446387406623591;0.2331838241446515;0.2405463869569666;0.2420932726614063;0.2278338430724032;0.2315159749190334;0.3039929974772437;0.2308909529145115;0.2435776994864316
mean;0.23783251681058015;0.2525812943900487;0.1609055749261902;0.26597215225982307;0.3187769435976683;0.21276579650732583;0.2946392963937257;0.2325470139385672;0.29759756940803317;0.23549482020438503;0.22151687562418454;0.2172015323552582;0.24450304109481122;0.23313391534092104;0.2159431232258496;0.21641336013103063;0.31898363143593295;0.2172125405475737;0.24267195872081637
std;0.028635118356677366;0.0149181134203158;0.022522059772615018;0.04046263315879389;0.03590997769291519;0.020014913276986714;0.04357655292819476;0.023460573890383914;0.039304503087888513;0.02001203204296429;0.0161039465926588;0.017468911485251773;0.02219045746084928;0.012667578206357472;0.018704773592996726;0.01795833324675217;0.04410411418363535;0.0204988881417255;0.017100119457984498
