text;attention
To;0.015788785888888383
add;0.013683450104262149
your;0.015706579948885344
forked;0.0203437396556787
repository;0.017364251290091025
as;0.013570573483886008
a;0.013299860242990133
remote,;0.020618936293472414
you;0.014337412211201793
can;0.013613014346851283
use;0.013929303107857446
the;0.013086319307518444
“git;0.028939898172774182
remote;0.013812726389939902
add’;0.02327810585036671
command.;0.027854200474263142
The;0.013493541287386782
syntax;0.02030171654818466
for;0.013332971058818591
this;0.012670048219215711
command;0.012874379139392813
is;0.013367294153389383
‘git;0.0199214851175332
remote;0.013496959900744211
add;0.015831909191352796
<name>;0.025431959919202385
<url>’.;0.03565660829886712
So,;0.017689390234639182
in;0.0127131351683946
your;0.013887899530367738
case,;0.01499984764381865
you;0.012916797677242266
would;0.013167773346447897
use;0.01275684994663033
“git;0.015614154716285725
remote;0.012724012186608027
add;0.013566016877688422
origin;0.015769660988801396
<url-of-your-forked-repo>’.;0.19887643425969254
This;0.012990253378277356
will;0.012722528727886689
add;0.012602427452889269
your;0.013570024475014033
forked;0.014200232833278504
repository;0.013493791621153944
as;0.012599519284533619
a;0.012469039598942695
remote;0.014543540695365337
to;0.0124342984408135
your;0.012515575528100854
local;0.012382977083701313
repository.;0.01318778870041134
