;number;text;x1;y1;x2;y2;fixations;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;y;diff_y;line;distance;pupil;fix_duration_avg;fix_distance
0;0;Here;250;451;291;470;[];0.0;0.0;0;;;460.5;;1;747.0956611389511;;;[]
1;1;are;299;455;326;470;[];0.0;0.0;0;;;462.5;2.0;1;712.6026991898407;;;[]
2;2;some;334;455;381;470;[2451.0];0.3076;0.3076;1;15.0083;15.9597;462.5;0.0;1;658.5075906112597;15.48;0.3076;[19.820159999999987]
3;3;synonyms;389;455;479;475;[];0.0;0.0;0;;;465.0;2.5;1;561.4763500742008;;;[]
4;4;for;486;450;511;470;[2450.0];0.2263;0.2263;1;14.555;16.29;460.0;5.0;1;531.3854409867158;15.42;0.2263;[20.946559999999977]
5;5;"""problem"":";519;450;613;475;[2452.0];0.2102;0.2102;1;13.3802;13.5711;462.5;2.5;1;431.43913092422025;13.48;0.2102;[9.874239999999986]
6;6;Issue;624;451;671;470;[2454.0];0.3236;0.3236;1;15.7955;15.182;460.5;2.0;1;377.6270208719795;15.49;0.3236;[8.976282918892439]
7;7;Difficulty;679;450;757;475;[2453.0];0.3075;0.3075;1;13.7887;15.0041;462.5;2.0;1;295.66913212685296;14.4;0.3075;[11.307839999999999]
8;8;Challenge;765;450;852;475;[2455.0];0.3074;0.3074;1;15.0904;14.8303;462.5;0.0;1;212.1268386900781;14.96;0.3074;[1.0166399999999953]
9;9;Obstacle;860;450;936;470;[2456.0, 2457.0];0.5985;0.2913;2;14.4369;15.4229;460.0;2.5;1;154.0645543032089;14.93;0.2993;[0.0, 12.682880000000011]
10;10;Dilemma;945;450;1022;470;[];0.0;0.0;0;;;460.0;0.0;1;123.88064777295277;;;[]
11;11;Predicament;223;555;333;575;[];0.0;0.0;0;;;565.0;105.0;2;695.0288481010314;;;[]
12;12;Complication;341;555;456;580;[2458.0, 2459.0];0.6951;0.4203;2;14.117;14.9832;567.5;2.5;2;571.9412071993471;14.55;0.3475;[31.81250322247529, 9.598719999999958]
13;13;Trouble;463;555;531;575;[];0.0;0.0;0;;;565.0;2.5;2;497.12956429148977;;;[]
14;14;Hurdle;539;555;597;575;[2460.0];0.3558;0.3558;1;13.4122;13.6438;565.0;0.0;2;431.18368671906694;13.53;0.3558;[39.49216000000001]
15;15;Snag;605;556;648;580;[];0.0;0.0;0;;;568.0;3.0;2;380.0246840570313;;;[]
16;16;Barrier;657;556;717;575;[2461.0];0.485;0.485;1;13.8778;14.4014;565.5;2.5;2;311.3408609428683;14.14;0.485;[8.925759999999968]
17;17;Setback;725;555;795;575;[2462.0];0.3883;0.3883;1;14.0089;13.7359;565.0;0.5;2;233.52960346098826;13.87;0.3883;[23.179840000000013]
18;18;Crisis;803;556;850;575;[];0.0;0.0;0;;;565.5;0.5;2;178.76161694459586;;;[]
19;19;Conundrum;858;555;961;575;[2463.0];0.5175;0.5175;1;14.0681;13.5957;565.0;0.5;2;69.3573622094036;13.83;0.5175;[26.743360000000052]
20;20;Quandary;970;555;1057;580;[2464.0];0.243;0.243;1;15.1374;14.3216;567.5;2.5;2;13.745919999999956;14.73;0.243;[13.745919999999956]
