;number;text;x1;y1;x2;y2;fixations;fix_duration;y;diff_y;line;distance;fix_number;fix_duration_avg;pupil_l;pupil_r;pupil
0;0;The;55;304;97;323;[];0.0;313.5;;1;729.6702831718995;0;;;;
1;1;simulation;117;304;262;323;[736];0.2911;313.5;0.0;1;596.2899379866811;1;0.2911;17.2997;17.3041;17.3
2;2;hypothesis;281;304;427;328;[737];0.2747;316.0;2.5;1;478.8602699579075;1;0.2747;17.0755;17.0171;17.05
3;3;theorizes;446;304;577;323;[];0.0;313.5;2.5;1;411.2487545806796;0;;;;
4;4;that;596;304;652;323;[738];0.2427;313.5;0.0;1;392.4104715016662;1;0.2427;18.0493;17.4705;17.76
5;5;the;671;304;712;323;[];0.0;313.5;0.0;1;387.2651935614147;0;;;;
6;6;world;729;304;802;323;[739];0.2265;313.5;0.0;1;387.48767276412804;1;0.2265;18.2496;18.0864;18.17
7;7;experienced;821;304;982;328;[740];0.2747;316.0;2.5;1;396.5602135163839;1;0.2747;17.8278;17.2717;17.55
8;8;by;1001;304;1028;328;[741];0.2267;316.0;0.0;1;477.14259812362167;1;0.2267;18.0069;17.7011;17.85
9;9;humans;1046;304;1132;323;[742];0.3555;313.5;2.5;1;509.1550087587865;1;0.3555;14.0204;13.7023;13.86
10;10;or;1151;309;1177;323;[];0.0;316.0;2.5;1;582.8236774052336;0;;;;
11;11;a;1196;309;1207;323;[];0.0;316.0;0.0;1;617.1788257419075;0;;;;
12;12;specific;42;403;158;427;[743];0.3074;415.0;99.0;2;625.2673135101179;1;0.3074;17.082;16.9467;17.01
13;13;human;177;403;247;422;[];0.0;412.5;2.5;2;550.013729050612;0;;;;
14;14;is;267;403;292;422;[];0.0;412.5;0.0;2;512.2317504256838;0;;;;
15;15;a;312;408;323;422;[];0.0;415.0;2.5;2;486.9185571983882;0;;;;
16;16;simulation,.;342;403;499;422;[744];0.4044;412.5;2.5;2;360.4582923781336;1;0.4044;17.5409;17.0955;17.32
17;17;In;522;404;547;422;[];0.0;413.0;0.5;2;333.8515570491772;0;;;;
18;18;this;567;403;622;422;[];0.0;412.5;0.5;2;303.0136995981535;0;;;;
19;19;case,,;642;408;709;425;[745];0.2589;416.5;4.0;2;285.3224711517829;1;0.2589;17.0143;17.0513;17.03
20;20;the;732;403;773;422;[];0.0;412.5;4.0;2;288.7258459926302;0;;;;
21;21;termination;792;403;952;422;[746];0.3073;412.5;0.0;2;298.2464855520681;1;0.3073;18.0982;17.8671;17.98
22;22;of;971;404;998;422;[];0.0;413.0;0.5;2;385.232245462604;0;;;;
23;23;the;1017;403;1058;422;[];0.0;412.5;0.5;2;417.17177055040526;0;;;;
24;24;simulation;1077;403;1222;422;[747, 748];0.2909;412.5;0.0;2;462.4074373798068;2;0.1454;15.1374;15.0148;15.08
25;25;would;93;502;166;521;[];0.0;511.5;99.0;3;581.110425774792;0;;;;
26;26;result;187;502;270;521;[749];0.2749;511.5;0.0;3;483.9667382622075;1;0.2749;17.6536;16.8599;17.26
27;27;in;290;502;315;521;[];0.0;511.5;0.0;3;442.89961361933933;0;;;;
28;28;the;335;502;376;521;[];0.0;511.5;0.0;3;388.62392996849803;0;;;;
29;29;end;394;502;436;521;[750];0.3073;511.5;0.0;3;337.48616407811454;1;0.3073;16.6667;16.4093;16.54
30;30;of;454;503;481;521;[];0.0;512.0;0.5;3;301.2858691411863;0;;;;
31;31;human;500;502;570;521;[751];0.3721;511.5;0.5;3;238.67459802869686;1;0.3721;16.8538;17.0067;16.93
32;32;existence,.;589;502;732;521;[752];0.2425;511.5;0.0;3;189.25;1;0.2425;17.5281;16.8039;17.17
33;33;If;755;503;781;521;[];0.0;512.0;0.5;3;193.34248302988144;0;;;;
34;34;this;800;502;855;521;[];0.0;511.5;0.5;3;207.28622661469814;0;;;;
35;35;hypothesis;875;502;1020;526;[753, 754];0.4688;514.0;2.5;3;243.7427327001976;2;0.2344;16.9334;16.7197;16.83
36;36;is;1040;502;1065;521;[];0.0;511.5;2.5;3;375.7139706534213;0;;;;
37;37;proven;1085;507;1170;526;[];0.0;516.5;5.0;3;412.95248121806935;0;;;;
38;38;accurate,,;79;603;206;623;[];0.0;613.0;96.5;4;516.8480385414654;0;;;;
39;39;in;229;601;254;620;[755];0.2587;610.5;2.5;4;470.17345367870365;1;0.2587;16.9258;17.1097;17.02
40;40;order;273;601;345;620;[];0.0;610.5;0.0;4;381.26597506748493;0;;;;
41;41;to;364;603;390;620;[756];0.2585;611.5;1.0;4;337.7129072809626;1;0.2585;15.2465;15.24;15.24
42;42;survive,,;409;601;521;623;[];0.0;612.0;0.5;4;213.10969697355404;0;;;;
43;43;humans;544;601;629;620;[757];0.2427;610.5;1.5;4;124.96110012383859;1;0.2427;16.1917;16.4912;16.34
44;44;need;649;601;705;620;[758];0.2423;610.5;0.0;4;90.85073331657814;1;0.2423;16.3439;15.3359;15.84
45;45;to;724;603;750;620;[];0.0;611.5;1.0;4;90.65594599451268;0;;;;
46;46;work;767;601;825;620;[];0.0;610.5;1.0;4;103.94463018434378;0;;;;
47;47;together;844;601;960;625;[759];0.3235;613.0;2.5;4;154.26504641090924;1;0.3235;16.6855;15.8756;16.28
48;48;to;979;603;1005;620;[];0.0;611.5;1.5;4;278.59288674364956;0;;;;
49;49;prevent;1024;603;1124;625;[760];0.3231;614.0;2.5;4;320.1292872327678;1;0.3231;16.5005;16.6652;16.58
50;50;the;1144;601;1185;620;[];0.0;610.5;3.5;4;437.96913652009766;0;;;;
51;51;universe;409;700;525;719;[];0.0;709.5;99.0;5;190.43040000000008;0;;;;
52;52;from;545;701;601;719;[761];0.3079;710.0;0.5;5;114.43040000000008;1;0.3079;16.7731;16.3825;16.58
53;53;being;619;700;691;724;[762];0.2752;712.0;2.0;5;24.430400000000077;1;0.2752;17.0375;16.1321;16.58
54;54;terminated,.;709;700;866;719;[763];0.21;709.5;2.5;5;0.0;1;0.21;16.4974;15.2372;15.87
