;number;text;x1;y1;x2;y2;fixations;fix_duration;y;diff_y;line;distance;fix_number;fix_duration_avg;pupil_l;pupil_r;pupil
0;0;Endorphins;49;106;195;130;[2072];0.291;118.0;;1;925.393407509001;1;0.291;15.8524;16.241;16.05
1;1;and;214;106;255;125;[];0.0;115.5;2.5;1;898.5852740063794;0;;;;
2;2;morphine;273;106;390;130;[2071, 2073];0.4851;118.0;2.5;1;835.7175735026277;2;0.2426;16.2732;16.5433;16.41
3;3;are;409;111;450;125;[];0.0;118.0;0.0;1;820.3209119979327;0;;;;
4;4;both;469;106;525;125;[];0.0;115.5;2.5;1;800.8960223781362;0;;;;
5;5;used;544;106;600;125;[2074];0.2589;115.5;0.0;1;788.1576483554036;1;0.2589;16.2131;16.3141;16.26
6;6;to;619;108;645;125;[];0.0;116.5;1.0;1;783.8668909075826;0;;;;
7;7;relieve;667;106;765;125;[2075];0.3236;115.5;1.0;1;782.1104;1;0.3236;16.684;16.0621;16.37
8;8;pain,,;784;106;851;130;[];0.0;118.0;2.5;1;781.9156600689872;0;;;;
9;9;but;874;106;915;125;[2076];0.2264;115.5;2.5;1;801.7904036973255;1;0.2264;16.6005;16.0571;16.33
10;10;their;934;106;1005;125;[2077];0.3069;115.5;0.0;1;817.1011464079095;1;0.3069;17.2604;16.4426;16.85
11;11;effectiveness;1024;106;1215;125;[];0.0;115.5;0.0;1;847.5458285314842;0;;;;
12;12;and;77;205;118;224;[];0.0;214.5;99.0;2;895.7666822678326;0;;;;
13;13;potency;137;207;239;229;[];0.0;218.0;3.5;2;818.5394408708233;0;;;;
14;14;differ,.;257;205;354;224;[2079];0.2266;214.5;3.5;2;764.5882867668848;1;0.2266;17.6786;16.2034;16.94
15;15;On;376;206;403;224;[];0.0;215.0;0.5;2;743.8672603772262;0;;;;
16;16;a;422;210;433;224;[2078];0.1936;217.0;2.0;2;732.5105576448166;1;0.1936;17.1296;16.5203;16.82
17;17;scale;453;205;523;224;[2080];0.2911;214.5;2.5;2;705.0328822552322;1;0.2911;17.6865;16.7171;17.2
18;18;of;542;206;568;224;[];0.0;215.0;0.5;2;695.2669912063423;0;;;;
19;19;1,-,10,,;587;206;654;227;[];0.0;216.5;1.5;2;681.4966954146734;0;;;;
20;20;endorphins;677;205;823;229;[2081, 2088];0.7274;217.0;0.5;2;678.1104;2;0.3637;16.9953;15.8935;16.44
21;21;can;842;210;883;224;[2082];0.2425;217.0;0.0;2;698.2374681017341;1;0.2425;16.9826;15.9677;16.48
22;22;provide;902;205;1003;229;[2083];0.2425;217.0;0.0;2;708.2908229400689;1;0.2425;16.7683;15.5828;16.18
23;23;pain;1022;205;1078;229;[];0.0;217.0;0.0;2;751.7770639365901;0;;;;
24;24;relief;1100;205;1183;224;[];0.0;214.5;2.5;2;792.8992492499409;0;;;;
25;25;ranging;57;304;156;328;[2085];0.3236;316.0;101.5;3;792.8007690845917;1;0.3236;15.9621;16.248;16.11
26;26;from;175;305;231;323;[2084];0.2911;314.0;2.0;3;747.5006377663635;1;0.2911;17.1682;17.014;17.09
27;27;4,-,8,,;248;305;301;326;[2086];0.2425;315.5;1.5;3;703.4621845281522;1;0.2425;15.6097;14.6109;15.11
28;28;depending;324;304;456;328;[2089];0.2266;316.0;0.5;3;627.4274615133769;1;0.2266;16.6901;15.5114;16.1
29;29;on;474;309;500;323;[2090];0.2424;316.0;0.0;3;616.5793057353775;1;0.2424;17.8181;15.9471;16.88
30;30;the;519;304;560;323;[];0.0;313.5;2.5;3;600.0637235003629;0;;;;
31;31;individual;580;304;724;323;[2091];0.3073;313.5;0.0;3;584.1104;1;0.3073;16.6951;15.2749;15.98
32;32;and;744;304;785;323;[];0.0;313.5;0.0;3;585.9626242868396;0;;;;
33;33;the;804;304;845;323;[2087, 2093];0.4526;313.5;0.0;3;593.7496349987257;2;0.2263;16.5435;15.7928;16.17
34;34;severity;865;304;981;328;[2092];0.2268;316.0;2.5;3;602.8623924753642;1;0.2268;15.6616;15.6204;15.64
35;35;of;999;305;1025;323;[];0.0;314.0;2.0;3;657.3579945974035;0;;;;
36;36;their;1044;304;1115;323;[];0.0;313.5;0.5;3;679.1791789072454;0;;;;
37;37;pain,.;1134;304;1201;328;[];0.0;316.0;2.5;3;725.2226561967848;0;;;;
38;38;Endorphins;33;403;179;427;[];0.0;415.0;99.0;4;706.606443404757;0;;;;
39;39;are;198;408;239;422;[];0.0;415.0;0.0;4;667.4617605984032;0;;;;
40;40;naturally;258;403;390;427;[];0.0;415.0;0.0;4;570.1133966686979;0;;;;
41;41;occurring;408;403;540;427;[];0.0;415.0;0.0;4;505.26761726942294;0;;;;
42;42;substances;559;403;704;422;[];0.0;412.5;2.5;4;485.1104;0;;;;
43;43;in;724;403;749;422;[];0.0;412.5;0.0;4;485.83659172721855;0;;;;
44;44;the;768;403;809;422;[];0.0;412.5;0.0;4;490.21414775699816;0;;;;
45;45;body;828;403;885;427;[];0.0;415.0;2.5;4;497.54420774552284;0;;;;
46;46;that;903;403;959;422;[];0.0;412.5;2.5;4;526.862774032404;0;;;;
47;47;provide;978;403;1079;427;[];0.0;415.0;2.5;4;556.072224320834;0;;;;
48;48;a;1098;408;1109;422;[];0.0;415.0;0.0;4;629.1067370972274;0;;;;
49;49;feeling;1129;403;1230;427;[];0.0;415.0;0.0;4;645.5575155329849;0;;;;
50;50;of;48;503;75;521;[];0.0;512.0;97.0;5;732.4757756138562;0;;;;
51;51;pain;94;502;149;526;[];0.0;514.0;2.0;5;667.861206135766;0;;;;
52;52;relief;171;502;255;521;[];0.0;511.5;2.5;5;587.2308386496064;0;;;;
53;53;and;274;502;315;521;[];0.0;511.5;0.0;5;543.4579007256405;0;;;;
54;54;well,-,being,.;332;502;491;526;[2095];0.3557;514.0;2.5;5;433.43425460053345;1;0.3557;16.3766;15.6782;16.03
55;55;Morphine,,;513;502;641;526;[];0.0;514.0;0.0;5;385.2678718257208;0;;;;
56;56;on;663;507;689;521;[2094];0.2267;514.0;0.0;5;386.2027740204879;1;0.2267;15.8706;15.1878;15.53
57;57;the;709;502;750;521;[];0.0;511.5;2.5;5;386.28322078640696;0;;;;
58;58;other;768;502;840;521;[2096];0.2589;511.5;0.0;5;392.5035687240563;1;0.2589;17.0065;15.8534;16.43
59;59;hand,,;859;502;926;524;[];0.0;513.0;1.5;5;415.7801633809867;0;;;;
60;60;is;949;502;974;521;[2097];0.2263;511.5;1.5;5;460.82583983661334;1;0.2263;17.5422;16.3898;16.97
61;61;a;994;507;1005;521;[];0.0;514.0;2.5;5;486.85241979589665;0;;;;
62;62;highly;1024;502;1110;526;[2098];0.2913;514.0;0.0;5;501.87886054417555;1;0.2913;17.1853;16.4532;16.82
63;63;potent;1129;504;1214;526;[];0.0;515.0;1.0;5;575.7461651293215;0;;;;
64;64;opioid;71;601;157;625;[];0.0;613.0;98.0;6;609.646281921837;0;;;;
65;65;drug;176;601;233;625;[2099];0.2748;613.0;0.0;6;543.4121237708265;1;0.2748;16.7436;15.6302;16.19
66;66;and;251;601;292;620;[];0.0;610.5;2.5;6;496.808982468232;0;;;;
67;67;can;311;606;352;620;[];0.0;613.0;2.5;6;449.18325554401514;0;;;;
68;68;provide;371;601;472;625;[];0.0;613.0;0.0;6;361.1265111579598;0;;;;
69;69;pain;491;601;547;625;[];0.0;613.0;0.0;6;319.71924724845707;0;;;;
70;70;relief;569;601;652;620;[];0.0;610.5;2.5;6;290.6849790772134;0;;;;
71;71;ranging;674;601;773;625;[];0.0;613.0;2.5;6;282.1104;0;;;;
72;72;from;792;602;848;620;[2100];0.2425;611.0;2.0;6;302.2792832152412;1;0.2425;15.6435;14.8916;15.27
73;73;8,-,10,.;866;602;933;620;[];0.0;611.0;0.0;6;332.9304700100608;0;;;;
74;74;However,,;956;602;1068;623;[2101, 2102];0.5494;612.5;1.5;6;384.1466952364943;2;0.2747;18.1694;17.2201;17.69
75;75;it;1092;601;1117;620;[];0.0;610.5;2.0;6;487.9599625595526;0;;;;
76;76;is;1137;601;1162;620;[];0.0;610.5;0.0;6;525.0140465369665;0;;;;
77;77;a;1181;606;1192;620;[];0.0;613.0;2.5;6;562.366842782467;0;;;;
78;78;controlled;101;700;247;719;[2104];0.3557;709.5;96.5;7;488.1469879668623;1;0.3557;17.1127;17.2309;17.17
79;79;substance;266;700;397;719;[2105];0.2594;709.5;0.0;7;354.4764616460733;1;0.2594;17.0951;16.9461;17.02
80;80;and;416;700;457;719;[];0.0;709.5;0.0;7;305.28674039518984;0;;;;
81;81;should;476;700;562;719;[2106];0.259;709.5;0.0;7;231.80002127074974;1;0.259;16.5494;16.9508;16.75
82;82;only;580;700;637;724;[];0.0;712.0;2.5;7;192.82942166879;0;;;;
83;83;be;656;700;682;719;[];0.0;709.5;2.5;7;188.74351342793219;0;;;;
84;84;used;701;700;757;719;[2107];0.2753;709.5;0.0;7;188.1439625954551;1;0.2753;17.6418;16.6568;17.15
85;85;under;776;700;847;719;[];0.0;709.5;0.0;7;203.85335577595973;0;;;;
86;86;the;866;700;907;719;[2108];0.2748;709.5;0.0;7;252.57838122278002;1;0.2748;18.122;16.8216;17.47
87;87;supervision;926;700;1086;724;[2109];0.2587;712.0;2.5;7;292.8586120658226;1;0.2587;17.5316;17.2721;17.4
88;88;of;1105;701;1132;719;[];0.0;710.0;2.0;7;448.87131726266495;0;;;;
89;89;a;1151;705;1162;719;[];0.0;712.0;2.0;7;491.01567252086767;0;;;;
90;90;healthcare;33;799;179;818;[2110];0.2914;808.5;96.5;8;526.0487934223593;1;0.2914;16.8436;16.6225;16.73
91;91;provider,.;198;799;325;823;[2111];0.2425;811.0;2.5;8;381.8257197480547;1;0.2425;16.86;16.3499;16.6
92;92;It;348;800;373;818;[];0.0;809.0;2.0;8;336.46118626242765;0;;;;
93;93;is;393;799;418;818;[];0.0;808.5;0.5;8;293.3103371194408;0;;;;
94;94;important;438;799;568;823;[2112];0.2264;811.0;2.5;8;154.37269791358838;1;0.2264;14.8535;15.9032;15.38
95;95;to;588;801;614;818;[];0.0;809.5;1.5;8;122.08179660014842;0;;;;
96;96;note;633;801;689;818;[];0.0;809.5;0.0;8;89.50980427372191;0;;;;
97;97;that;708;799;763;818;[2113];0.2753;808.5;1.0;8;89.73317035032254;1;0.2753;16.8782;15.9908;16.43
98;98;pain;783;799;838;823;[2103];0.2262;811.0;2.5;8;119.97490513069805;1;0.2262;17.8135;18.8476;18.33
99;99;tolerance;858;799;989;818;[2114];0.2266;808.5;2.5;8;183.62494890705892;1;0.2266;17.4933;16.959;17.23
100;100;and;1008;799;1049;818;[2115];0.2584;808.5;0.0;8;323.0854404969682;1;0.2584;17.5281;16.5476;17.04
101;101;relief;1070;799;1154;818;[2116];0.3397;808.5;0.0;8;383.0624599998282;1;0.3397;12.9423;15.259;14.1
102;102;vary;1171;804;1229;823;[];0.0;813.5;5.0;8;480.96524974380424;0;;;;
103;103;from;102;899;158;917;[];0.0;908.0;94.5;9;539.4464;0;;;;
104;104;person;176;903;262;922;[2117];0.3235;912.5;4.5;9;435.44640000000004;1;0.3235;14.806;14.1033;14.45
105;105;to;281;900;307;917;[];0.0;908.5;4.0;9;390.44640000000004;0;;;;
106;106;person,,;326;903;423;922;[];0.0;912.5;4.0;9;274.44640000000004;0;;;;
107;107;and;446;898;487;917;[2118];0.2264;907.5;5.0;9;210.44640000000004;1;0.2264;14.6841;14.8465;14.77
108;108;the;506;898;547;917;[];0.0;907.5;0.0;9;150.44640000000004;0;;;;
109;109;above;566;898;637;917;[];0.0;907.5;0.0;9;60.44640000000004;0;;;;
110;110;ratings;659;898;757;922;[2119];0.21;910.0;2.5;9;0.0;1;0.21;17.5006;17.5313;17.52
111;111;are;776;903;817;917;[];0.0;910.0;0.0;9;78.55359999999996;0;;;;
112;112;only;836;898;893;922;[];0.0;910.0;0.0;9;138.55359999999996;0;;;;
113;113;general;910;898;1011;922;[];0.0;910.0;0.0;9;212.55359999999996;0;;;;
114;114;estimates,.;1031;898;1173;917;[];0.0;907.5;2.5;9;333.55359999999996;0;;;;
