;number;text;x1;y1;x2;y2;fixations;fix_duration;y;diff_y;line;distance;fix_number;fix_duration_avg;pupil_l;pupil_r;pupil
0;0;Sure,!;32;107;100;125;[1384];0.291;116.0;;1;969.528108829218;1;0.291;14.4664;15.3411;14.9
1;1;This;121;106;178;125;[];0.0;115.5;0.5;1;908.6038055224951;0;;;;
2;2;function;198;106;313;125;[1385];0.2915;115.5;0.0;1;810.1077381496613;1;0.2915;14.4841;14.8266;14.66
3;3;will;331;106;388;125;[];0.0;115.5;0.0;1;760.2477145049237;0;;;;
4;4;read;410;106;464;125;[1386];0.307;115.5;0.0;1;714.2203123756423;1;0.307;15.8669;15.7512;15.81
5;5;a;483;111;494;125;[];0.0;118.0;2.5;1;697.4965739055355;0;;;;
6;6;file;513;106;569;125;[];0.0;115.5;2.5;1;659.8132391896664;0;;;;
7;7;and;588;106;629;125;[1387];0.259;115.5;0.0;1;634.4565726745685;1;0.259;16.052;16.3174;16.18
8;8;interpret;648;106;778;130;[];0.0;118.0;2.5;1;588.5095117412802;0;;;;
9;9;it;798;106;823;125;[1388];0.21;115.5;2.5;1;587.9612397173473;1;0.21;15.7673;16.4249;16.1
10;10;as;843;111;868;125;[];0.0;118.0;2.5;1;585.8921772902929;0;;;;
11;11;using;888;106;959;130;[];0.0;118.0;0.0;1;581.0821262179384;0;;;;
12;12;the;978;106;1019;125;[1389];0.2261;115.5;2.5;1;595.300458096548;1;0.2261;16.8227;15.6965;16.26
13;13;json;1038;106;1093;130;[1390, 1391];0.3558;118.0;2.5;1;603.9954614150341;2;0.1779;15.0969;15.5838;15.34
14;14;library,.;1112;106;1225;130;[];0.0;118.0;0.0;1;628.3172210038175;0;;;;
15;15;*,*,*;50;205;85;209;[];0.0;207.0;89.0;2;933.816548263073;0;;;;
16;16;import;108;205;193;229;[];0.0;217.0;10.0;2;833.0097738982179;0;;;;
17;17;json;212;205;268;229;[1392];0.3555;217.0;0.0;2;773.0506603127378;1;0.3555;15.9571;15.73;15.84
18;18;def;287;205;328;224;[1393];0.3239;214.5;2.5;2;730.4195406819015;1;0.3239;16.5439;16.0657;16.3
19;19;load(file_path,):;347;205;579;229;[1394, 1395, 1396];1.0674;217.0;2.5;2;564.2143055701088;3;0.3558;16.4356;15.4501;15.94
20;20;with;600;205;658;224;[];0.0;214.5;2.5;2;532.0260157266372;0;;;;
21;21;open(file_path,,;677;205;894;229;[1397, 1399];0.4368;217.0;2.5;2;481.875;2;0.2184;16.0688;12.8951;14.48
22;22;',r,',);921;205;971;229;[];0.0;217.0;0.0;2;484.31093835464833;0;;;;
23;23;as;992;210;1018;224;[];0.0;217.0;0.0;2;501.3289999690423;0;;;;
24;24;file,:;1038;205;1104;224;[];0.0;214.5;2.5;2;514.2392608601175;0;;;;
25;25;return;1130;207;1213;224;[1398];0.3882;215.5;1.0;2;550.7817351818776;1;0.3882;15.8658;15.1632;15.51
26;26;json.load(file,);41;304;259;328;[1400];0.2429;316.0;100.5;3;723.1589234808349;1;0.2429;16.1096;16.1719;16.14
27;27;~*~;284;304;318;308;[];0.0;306.0;10.0;3;685.3929044059036;0;;;;
28;28;Please;340;304;427;323;[];0.0;313.5;7.5;3;590.6819348938649;0;;;;
29;29;note;446;306;502;323;[1401];0.324;314.5;1.0;3;536.3834339443753;1;0.324;16.9383;15.7374;16.34
30;30;that;521;304;576;323;[];0.0;313.5;1.0;3;488.21224995892925;0;;;;
31;31;the;596;304;637;323;[1402];0.2424;313.5;0.0;3;453.7630000451337;1;0.2424;15.4184;15.0497;15.23
32;32;output;655;306;741;328;[];0.0;317.0;3.5;3;404.8233429657435;0;;;;
33;33;is;761;304;786;323;[1403];0.2585;313.5;3.5;3;397.400192513743;1;0.2585;16.3569;15.0068;15.68
34;34;not;806;306;846;323;[];0.0;314.5;1.0;3;388.77827229663956;0;;;;
35;35;guaranteed;865;304;1012;328;[1404];0.2913;316.0;1.5;3;382.875;1;0.2913;15.6921;15.6645;15.68
36;36;to;1031;306;1057;323;[];0.0;314.5;1.5;3;419.015008096321;0;;;;
37;37;be;1076;304;1102;323;[1405];0.3242;313.5;1.0;3;438.0237448015347;1;0.3242;16.6344;16.2317;16.43
38;38;a;1121;309;1132;323;[1406];0.2915;316.0;2.5;3;460.65825186352623;1;0.2915;13.8467;12.0125;12.93
39;39;dict,.;1150;304;1218;323;[];0.0;313.5;2.5;3;476.92852065058975;0;;;;
40;40;If;19;404;44;422;[];0.0;413.0;99.5;4;877.4043996983147;0;;;;
41;41;the;63;403;104;422;[];0.0;412.5;0.5;4;820.9872792010605;0;;;;
42;42;top;123;405;165;427;[1407];0.4365;416.0;3.5;4;762.3135980749393;1;0.4365;16.0346;16.463;16.25
43;43;level;183;403;253;422;[1408];0.3074;412.5;3.5;4;683.5291986520839;1;0.3074;15.5947;15.9978;15.8
44;44;structure;274;405;404;422;[1409];0.307;413.5;1.0;4;550.3892010295624;1;0.307;16.663;16.1826;16.42
45;45;in;424;403;449;422;[];0.0;412.5;1.0;4;512.6299802098586;0;;;;
46;46;your;468;408;524;427;[1410];0.275;417.5;5.0;4;449.47501221976734;1;0.275;17.1871;15.4872;16.34
47;47;file;544;403;599;422;[];0.0;412.5;5.0;4;397.7984120254378;0;;;;
48;48;is;619;403;644;422;[];0.0;412.5;0.0;4;368.3134542885448;0;;;;
49;49;a;663;408;674;422;[1411];0.2428;415.0;2.5;4;350.49339025145684;1;0.2428;15.7826;15.1551;15.47
50;50;list,,;693;403;760;425;[];0.0;414.0;1.0;4;307.2095470683813;0;;;;
51;51;the;783;403;824;422;[1412];0.2425;412.5;1.5;4;292.915852438819;1;0.2425;16.1288;14.7238;15.43
52;52;function;844;403;959;422;[1413];0.2429;412.5;0.0;4;288.875;1;0.2429;15.968;15.2332;15.6
53;53;will;976;403;1033;422;[];0.0;412.5;0.0;4;306.8612569386367;0;;;;
54;54;also;1053;403;1109;422;[];0.0;412.5;0.0;4;340.63752789432937;0;;;;
55;55;return;1131;405;1214;422;[1414];0.3235;413.5;1.0;4;387.6571255761462;1;0.3235;16.6591;15.2878;15.97
56;56;a;1233;408;1244;422;[];0.0;415.0;1.5;4;461.97274964001934;0;;;;
57;57;list,.;33;502;101;521;[];0.0;511.5;96.5;5;794.5085153791367;0;;;;
58;58;If;124;503;150;521;[1415];0.3235;512.0;0.5;5;747.0201562273671;1;0.3235;17.43;17.2608;17.35
59;59;you;168;507;209;526;[];0.0;516.5;4.5;5;688.7619099587026;0;;;;
60;60;want;227;504;284;521;[1416];0.2588;512.5;4.0;5;618.3597323645517;1;0.2588;16.2737;15.5816;15.93
61;61;to;304;504;330;521;[];0.0;512.5;0.0;5;574.7556087677266;0;;;;
62;62;make;347;502;405;521;[1417];0.275;511.5;1.0;5;504.5751181042918;1;0.275;16.7232;16.4177;16.57
63;63;sure;424;507;480;521;[];0.0;514.0;2.5;5;436.0023965644685;0;;;;
64;64;the;499;502;540;521;[];0.0;511.5;2.5;5;382.88343109876143;0;;;;
65;65;function;559;502;674;521;[1418];0.2427;511.5;0.0;5;274.6804809409653;1;0.2427;15.2238;14.8815;15.05
66;66;will;692;502;749;521;[1419];0.2261;511.5;0.0;5;226.4981382041804;1;0.2261;15.8173;14.332;15.07
67;67;only;768;502;825;526;[];0.0;514.0;2.5;5;190.87620021878055;0;;;;
68;68;return;846;504;929;521;[1420];0.3717;512.5;1.5;5;189.875;1;0.3717;15.4911;14.6381;15.06
69;69;dicts,,;948;502;1031;524;[1421];0.3074;513.0;0.5;5;201.55537554220678;1;0.3074;15.644;15.4623;15.55
70;70;you;1053;507;1094;526;[];0.0;516.5;3.5;5;258.3871618520549;0;;;;
71;71;could;1114;502;1185;521;[1422];0.2911;511.5;5.0;5;307.2154530780638;1;0.2911;14.6989;10.2839;12.49
72;72;do;1203;502;1230;521;[];0.0;511.5;0.0;5;381.17155640204845;0;;;;
73;73;one;48;606;89;620;[];0.0;613.0;101.5;6;788.7389965064235;0;;;;
74;74;of;108;602;134;620;[];0.0;611.0;2.0;6;744.0567374938285;0;;;;
75;75;the;153;601;194;620;[1423];0.2428;610.5;0.5;6;684.5451487009166;1;0.2428;15.1415;15.1748;15.16
76;76;following,:;214;601;355;625;[];0.0;613.0;2.5;6;524.5633325061523;0;;;;
77;77;-;380;612;387;614;[];0.0;613.0;0.0;6;495.057380724659;0;;;;
78;78;Throw;407;601;481;620;[1424];0.2098;610.5;2.5;6;401.8953433544111;1;0.2098;15.2778;15.2838;15.28
79;79;an;498;606;524;620;[];0.0;613.0;2.5;6;360.1403012854296;0;;;;
80;80;error;543;606;614;620;[1425];0.3395;613.0;0.0;6;273.9954098337416;1;0.3395;15.6493;15.5931;15.62
81;81;if;634;601;659;620;[];0.0;610.5;2.5;6;232.02307775296836;0;;;;
82;82;the;678;601;719;620;[];0.0;610.5;0.0;6;178.37135591220917;0;;;;
83;83;output;738;603;824;625;[1426];0.307;614.0;3.5;6;98.61767899296758;1;0.307;15.3673;15.3907;15.38
84;84;type;843;603;899;625;[];0.0;614.0;0.0;6;85.875;0;;;;
85;85;is;919;601;944;620;[1427];0.2749;610.5;3.5;6;102.08712264512111;1;0.2749;16.6338;15.777;16.21
86;86;not;963;603;1004;620;[1429];0.2103;611.5;1.0;6;128.2613636679417;1;0.2103;16.3158;9.7599;13.04
87;87;a;1023;606;1034;620;[];0.0;613.0;1.5;6;175.8198208677281;0;;;;
88;88;dict;1053;601;1109;620;[1428];0.291;610.5;2.5;6;202.09756408715074;1;0.291;16.0205;15.9752;16.0
89;89;-;1130;612;1137;614;[];0.0;613.0;2.5;6;275.13273125885985;0;;;;
90;90;Make;1157;601;1214;620;[];0.0;610.5;2.5;6;298.6741605997412;0;;;;
91;91;sure;56;705;112;719;[];0.0;712.0;101.5;7;760.4864;0;;;;
92;92;the;131;700;172;719;[];0.0;709.5;2.5;7;700.4864;0;;;;
93;93;top;191;702;232;724;[];0.0;713.0;3.5;7;640.4864;0;;;;
94;94;level;250;700;321;719;[];0.0;709.5;3.5;7;551.4864;0;;;;
95;95;structure;341;702;472;719;[];0.0;710.5;1.0;7;400.4864;0;;;;
96;96;in;491;700;516;719;[];0.0;709.5;1.0;7;356.4864;0;;;;
97;97;the;536;700;577;719;[1443, 1444];0.6633;709.5;0.0;7;295.4864;2;0.3317;15.9605;15.9515;15.96
98;98;input;596;700;666;724;[];0.0;712.0;2.5;7;206.4864;0;;;;
99;99;file;686;700;742;719;[1445];0.2267;709.5;2.5;7;130.4864;1;0.2267;16.3437;15.5127;15.93
100;100;is;761;700;786;719;[1442];0.2106;709.5;0.0;7;86.4864;1;0.2106;16.736;16.804;16.77
101;101;always;806;700;891;724;[1446];0.3071;712.0;2.5;7;0.0;1;0.3071;17.5637;17.7571;17.66
102;102;a;911;705;922;719;[];0.0;712.0;0.0;7;38.5136;0;;;;
103;103;dict;940;700;996;719;[];0.0;709.5;2.5;7;67.5136;0;;;;
104;104;-;1017;711;1025;713;[];0.0;712.0;2.5;7;144.51365406064576;0;;;;
105;105;process;1046;705;1146;724;[];0.0;714.5;2.5;7;173.5136;0;;;;
106;106;the;1166;700;1207;719;[];0.0;709.5;5.0;7;293.5136;0;;;;
107;107;output;26;801;112;823;[];0.0;812.0;102.5;8;765.8081223191355;0;;;;
108;108;within;130;799;217;818;[];0.0;808.5;3.5;8;661.3837284133622;0;;;;
109;109;the;237;799;278;818;[1430];0.2102;808.5;0.0;8;600.9826082425014;1;0.2102;15.1861;16.3864;15.79
110;110;""",load,""";298;799;381;818;[];0.0;808.5;0.0;8;499.3244406294969;0;;;;
111;111;function;402;799;517;818;[1431];0.3881;808.5;0.0;8;366.24663303566354;1;0.3881;14.5736;14.0556;14.31
112;112;so;537;804;563;818;[];0.0;811.0;2.5;8;323.1935912266207;0;;;;
113;113;that;582;799;637;818;[];0.0;808.5;2.5;8;251.43559853362055;0;;;;
114;114;the;657;799;698;818;[];0.0;808.5;0.0;8;195.47766984993453;0;;;;
115;115;function;717;799;832;818;[];0.0;808.5;0.0;8;96.98022587084441;0;;;;
116;116;always;852;799;937;823;[];0.0;811.0;2.5;8;88.125;0;;;;
117;117;returns;959;801;1057;818;[1434];0.372;809.5;1.5;8;124.92845396449921;1;0.372;19.0982;18.3959;18.75
118;118;a;1077;804;1088;818;[];0.0;811.0;1.5;8;224.71777457504334;0;;;;
119;119;dict,.;1106;799;1174;818;[1432, 1433, 1435];0.8735;808.5;2.5;8;249.58889600693377;3;0.2912;17.9045;17.4875;17.7
120;120;Let;1197;800;1237;818;[];0.0;809.0;0.5;8;336.5298533710791;0;;;;
121;121;me;303;903;331;917;[];0.0;910.0;101.0;9;574.560298845961;0;;;;
122;122;know;350;898;407;917;[1437];0.3074;907.5;2.5;9;501.69049643177414;1;0.3074;16.617;16.4842;16.55
123;123;if;425;898;451;917;[1436];0.2428;907.5;0.0;9;461.15783741573773;1;0.2428;16.7639;17.5432;17.15
124;124;you;469;903;510;922;[];0.0;912.5;5.0;9;410.25407470244585;0;;;;
125;125;want;528;900;585;917;[1438];0.2589;908.5;4.0;9;344.11727043256633;1;0.2589;15.4425;16.0581;15.75
126;126;me;603;903;631;917;[];0.0;910.0;1.5;9;308.5898524092456;0;;;;
127;127;to;650;900;676;917;[];0.0;908.5;1.5;9;272.71811639485924;0;;;;
128;128;help;695;898;751;922;[1439];0.3557;910.0;1.5;9;223.10246751203806;1;0.3557;16.3652;15.9643;16.16
129;129;you;769;903;810;922;[];0.0;912.5;2.5;9;202.03110109574712;0;;;;
130;130;with;828;898;885;917;[1440];0.2429;907.5;5.0;9;187.125;1;0.2429;16.9134;17.0171;16.97
131;131;that,!;905;898;972;917;[1441];0.2588;907.5;0.0;9;189.92867032114978;1;0.2588;16.4006;16.4606;16.43
