;number;text;x1;y1;x2;y2;fixations;fix_duration;y;diff_y;line;distance;fix_number;fix_duration_avg;pupil_l;pupil_r;pupil
0;0;Knitting;56;354;173;378;[996];0.3879;366.0;;1;906.3375375165575;1;0.3879;17.0967;16.8498;16.97
1;1;uses;191;359;247;373;[];0.0;366.0;0.0;1;838.0521544101998;0;;;;
2;2;a;266;359;277;373;[];0.0;366.0;0.0;1;809.9411666976666;0;;;;
3;3;pair;296;354;352;378;[997];0.2262;366.0;0.0;1;738.3837998707565;1;0.2262;17.8557;17.8372;17.85
4;4;of;371;355;397;373;[];0.0;364.0;2.0;1;699.0692480087916;0;;;;
5;5;long;416;354;473;378;[998];0.259;366.0;2.0;1;628.3156308031637;1;0.259;18.7624;17.8064;18.28
6;6;needles;491;354;592;373;[999];0.3235;363.5;2.5;1;527.4932544702136;1;0.3235;18.4262;17.8139;18.12
7;7;to;611;355;637;373;[];0.0;364.0;0.5;1;490.3917347504722;0;;;;
8;8;form;657;355;713;373;[];0.0;364.0;0.0;1;431.1600973090825;0;;;;
9;9;the;731;354;772;373;[1000];0.2747;363.5;0.5;1;389.2156388322257;1;0.2747;17.0797;16.1714;16.63
10;10;loops,,;791;354;873;378;[];0.0;366.0;2.5;1;325.4088688274761;0;;;;
11;11;moving;895;354;983;378;[1001];0.2428;366.0;0.0;1;287.3087049004565;1;0.2428;17.4985;16.5714;17.03
12;12;a;1001;359;1012;373;[];0.0;366.0;0.0;1;288.5741733273746;0;;;;
13;13;set;1032;355;1072;373;[1002, 1003];0.5018;364.0;2.0;1;287.72576000000004;2;0.2509;16.0564;14.9356;15.5
14;14;of;1091;355;1117;373;[];0.0;364.0;0.0;1;293.29568273600216;0;;;;
15;15;loops;1136;354;1207;378;[];0.0;366.0;2.0;1;300.5245745551895;0;;;;
16;16;from;41;454;97;472;[];0.0;463.0;97.0;2;955.9269391703413;0;;;;
17;17;one;115;458;156;472;[1004];0.3239;465.0;2.0;2;898.1637362038045;1;0.3239;17.1245;17.4778;17.3
18;18;needle;175;453;261;472;[];0.0;462.5;2.5;2;795.8137828861583;0;;;;
19;19;to;280;454;306;472;[1005];0.2585;463.0;0.5;2;752.1731828718553;1;0.2585;17.0827;16.4006;16.74
20;20;"another,;";325;453;437;475;[1006];0.2587;464.0;1.0;2;625.3293519990706;1;0.2587;17.2395;16.3139;16.78
21;21;the;460;453;501;472;[];0.0;462.5;1.5;2;565.5314465452627;0;;;;
22;22;stitches;521;453;636;472;[1007];0.2754;462.5;0.0;2;440.57981913789183;1;0.2754;17.6775;16.7056;17.19
23;23;are;655;458;696;472;[];0.0;465.0;2.5;2;387.2171703728768;0;;;;
24;24;held;715;453;771;472;[1008];0.3396;462.5;2.5;2;323.7982968324224;1;0.3396;17.547;16.5915;17.07
25;25;on;790;458;816;472;[];0.0;465.0;2.5;2;288.42721270985777;0;;;;
26;26;the;835;453;876;472;[];0.0;462.5;2.5;2;246.20482739292007;0;;;;
27;27;needle,.;895;453;992;472;[1009];0.2914;462.5;0.0;2;193.3670939730377;1;0.2914;16.5244;15.1329;15.83
28;28;Crochet;1014;453;1116;472;[1010];0.2749;462.5;0.0;2;188.72576000000004;1;0.2749;16.0531;15.9075;15.98
29;29;uses;1135;458;1191;472;[1011];0.2263;465.0;2.5;2;213.99953512000357;1;0.2263;13.55;9.8989;11.72
30;30;a;1210;458;1221;472;[];0.0;465.0;0.0;2;257.9806214264507;0;;;;
31;31;single;49;552;134;576;[];0.0;564.0;99.0;3;904.0907404412333;0;;;;
32;32;hook;153;552;209;571;[1012];0.2427;561.5;2.5;3;829.9762192687074;1;0.2427;16.9802;16.799;16.89
33;33;to;228;553;254;571;[];0.0;562.0;0.5;3;785.2550188006298;0;;;;
34;34;hook;273;552;329;571;[];0.0;561.5;0.5;3;710.79789290035;0;;;;
35;35;the;348;552;389;571;[1013];0.2752;561.5;0.0;3;651.3218901216029;1;0.2752;17.5205;16.9459;17.23
36;36;loops;408;552;479;576;[];0.0;564.0;2.5;3;561.5405479140196;0;;;;
37;37;together;498;552;614;576;[1014];0.2261;564.0;0.0;3;428.5703523945368;1;0.2261;16.869;16.2067;16.54
38;38;directly;632;552;749;576;[1015];0.2749;564.0;0.0;3;297.43454229725495;1;0.2749;16.6273;15.3193;15.97
39;39;on;768;557;794;571;[];0.0;564.0;0.0;3;256.32886016127316;0;;;;
40;40;the;813;552;854;571;[];0.0;561.5;2.5;3;201.2238667543628;0;;;;
41;41;piece,.;873;552;955;576;[1016];0.2587;564.0;2.5;3;115.9187773899362;1;0.2587;17.4077;16.0889;16.75
42;42;It;979;553;1004;571;[];0.0;562.0;2.0;3;94.64377714132925;0;;;;
43;43;is;1024;552;1049;571;[1019];0.5016;561.5;0.5;3;89.72576000000004;1;0.5016;18.9144;17.4523;18.18
44;44;this;1068;552;1124;571;[1017, 1020];0.518;561.5;0.0;3;95.91198335754305;2;0.259;13.9172;12.0491;12.98
45;45;major;1142;552;1214;576;[1018];0.2914;564.0;2.5;3;137.17971771212257;1;0.2914;17.2408;16.134;16.69
46;46;difference;123;651;270;670;[1021, 1043];0.6952;660.5;96.5;4;764.1119999999999;2;0.3476;16.8543;16.5424;16.7
47;47;that;289;651;345;670;[];0.0;660.5;0.0;4;689.1119999999999;0;;;;
48;48;makes;363;651;435;670;[1022];0.2427;660.5;0.0;4;599.1119999999999;1;0.2427;16.0027;16.0627;16.03
49;49;crochet;454;651;555;670;[1023, 1044];0.7112;660.5;0.0;4;479.11199999999985;2;0.3556;16.4049;16.7801;16.59
50;50;much;573;651;630;670;[1045];0.2264;660.5;0.0;4;404.11199999999985;1;0.2264;16.6734;16.4037;16.54
51;51;easier;649;651;735;670;[1024, 1046];0.7122;660.5;0.0;4;299.11199999999985;2;0.3561;17.414;17.2899;17.35
52;52;to;754;652;780;670;[1025, 1040];0.4204;661.0;0.5;4;254.11199999999985;2;0.2102;17.2522;16.847;17.05
53;53;work;797;651;855;670;[1031, 1032];0.5979;660.5;0.5;4;179.11199999999985;2;0.2989;17.1882;16.5699;16.88
54;54;with;872;651;930;670;[1041, 1047];0.5012;660.5;0.0;4;104.11199999999985;2;0.2506;18.49;17.9471;18.22
55;55;than;949;651;1005;670;[1026, 1030, 1033, 1039, 1048];1.4724;660.5;0.0;4;29.111999999999853;5;0.2945;17.4921;16.6827;17.09
56;56;knitting,.;1025;651;1151;675;[1027, 1028, 1029, 1034, 1035, 1036, 1037, 1038, 1042, 1049];3.4445;663.0;2.5;4;0.0;10;0.3444;17.1967;17.1227;17.16
