;number;text;x1;y1;x2;y2;fixations;fix_duration;y;diff_y;line;distance;fix_number;fix_duration_avg;pupil_l;pupil_r;pupil
0;0;Here,’s;86;355;172;373;[683];0.4368;364.0;;1;1367.3148270982767;1;0.4368;15.9083;16.1324;16.02
1;1;a;192;359;203;373;[692];0.2749;366.0;2.0;1;1358.1164749765721;1;0.2749;15.1523;15.256;15.2
2;2;new;222;359;264;373;[685, 714];0.7442;366.0;0.0;1;1341.9247738985932;2;0.3721;16.1852;16.2133;16.2
3;3;threat;282;354;367;373;[684];0.2752;363.5;2.5;1;1320.5433504443504;1;0.2752;16.2735;16.1397;16.21
4;4;with;385;354;442;373;[682, 686, 715];0.6802;363.5;0.0;1;1309.8598323495496;3;0.2267;16.1843;15.8372;16.01
5;5;potential;461;354;592;378;[687, 719];0.6149;366.0;2.5;1;1296.26048;2;0.3074;16.3062;15.3407;15.82
6;6;global;611;354;697;378;[688, 691, 713, 716, 720];1.0201;366.0;0.0;1;1296.4019794812064;5;0.204;16.0711;15.1322;15.6
7;7;effect;716;355;802;373;[717, 718];0.5661;364.0;2.0;1;1307.1698256931998;2;0.2831;16.1256;15.1159;15.62
8;8;on;821;359;847;373;[689, 690];0.5661;366.0;2.0;1;1321.2835461031027;2;0.2831;16.2762;15.2834;15.78
9;9;life,.;866;354;934;373;[];0.0;363.5;2.5;1;1329.8266929200927;0;;;;
10;10;A;955;355;969;373;[];0.0;364.0;0.5;1;1350.984594287733;0;;;;
11;11;supervolcanic;987;354;1178;378;[693, 694];0.7926;366.0;2.0;1;1355.1522422232824;2;0.3963;14.8314;13.3462;14.09
12;12;eruption;48;453;164;477;[695];0.5176;465.0;99.0;2;1271.410712147255;1;0.5176;17.0979;16.7377;16.92
13;13;can;184;458;224;472;[];0.0;465.0;0.0;2;1257.2753221799871;0;;;;
14;14;cause;244;458;315;472;[696];0.2422;465.0;0.0;2;1233.7237093299254;1;0.2422;16.1491;15.9586;16.05
15;15;the;334;453;375;472;[];0.0;462.5;2.5;2;1221.6597820026614;0;;;;
16;16;release;396;453;495;472;[697];0.307;462.5;0.0;2;1206.1548354016536;1;0.307;15.8547;15.4209;15.64
17;17;of;513;454;540;472;[];0.0;463.0;0.5;2;1203.377875383618;0;;;;
18;18;high;559;453;614;477;[698];0.2914;465.0;2.0;2;1197.26048;1;0.2914;17.0046;14.9596;15.98
19;19;volumes;633;453;734;472;[];0.0;462.5;2.5;2;1202.9646214925817;0;;;;
20;20;of;753;454;780;472;[699];0.2264;463.0;0.5;2;1213.0130850748437;1;0.2264;15.4714;14.6931;15.08
21;21;volcanic;798;453;915;472;[700];0.2589;462.5;0.5;2;1219.8071849939195;1;0.2589;15.2731;14.2514;14.76
22;22;ashes,,;934;453;1016;475;[];0.0;464.0;1.5;2;1247.1145837022316;0;;;;
23;23;resulting;1041;453;1170;477;[701, 702];0.5178;465.0;1.0;2;1278.7382896288004;2;0.2589;14.2157;12.8802;13.55
24;24;in;1189;453;1214;472;[];0.0;462.5;2.5;2;1342.39438458405;0;;;;
25;25;overnight;56;552;187;576;[704];0.4367;564.0;101.5;3;1170.502750754047;1;0.4367;16.6236;15.9186;16.27
26;26;and;206;552;247;571;[703];0.3882;561.5;2.5;3;1155.8990986772117;1;0.3882;16.4328;15.9264;16.18
27;27;long;266;552;323;576;[705];0.2908;564.0;2.5;3;1130.6876088127924;1;0.2908;15.5156;15.0994;15.31
28;28;lasting;341;552;443;576;[706];0.2754;564.0;0.0;3;1108.3011020128015;1;0.2754;16.1819;15.8494;16.02
29;29;climate;461;552;562;571;[];0.0;561.5;2.5;3;1103.6641220601448;0;;;;
30;30;effects;581;553;682;571;[707];0.2587;562.0;0.5;3;1103.26048;1;0.2587;16.7255;15.5156;16.12
31;31;that;701;552;757;571;[708];0.2264;561.5;0.5;3;1108.6470110557239;1;0.2264;16.7115;15.9934;16.35
32;32;would;774;552;847;571;[];0.0;561.5;0.0;3;1118.1965930563329;0;;;;
33;33;threaten;866;552;982;571;[709];0.2427;561.5;0.0;3;1136.8130378926828;1;0.2427;16.2723;16.1456;16.21
34;34;all;1001;552;1041;571;[710];0.3882;561.5;0.0;3;1176.6861752917769;1;0.3882;16.5132;15.337;15.93
35;35;aspects;1061;553;1162;576;[];0.0;564.5;3.0;3;1194.2701462913615;0;;;;
36;36;of;1181;553;1207;571;[];0.0;562.0;2.5;3;1250.714056498443;0;;;;
37;37;life;536;651;593;670;[721];0.2103;660.5;98.5;4;1004.2604799999999;1;0.2103;15.1165;10.9666;13.04
38;38;on;611;656;637;670;[711];0.3717;663.0;2.5;4;1004.4431154041479;1;0.3717;16.8789;16.3845;16.63
39;39;earth,.;656;651;739;670;[712];0.2915;660.5;2.5;4;1006.3075057271461;1;0.2915;17.3953;16.1694;16.78
