;number;text;x1;y1;x2;y2;fixations;fix_duration;y;diff_y;line;distance;fix_number;fix_duration_avg;pupil_l;pupil_r;pupil
0;0;You;48;206;90;224;[];0.0;215.0;;1;714.081748864695;0;;;;
1;1;can;109;210;150;224;[];0.0;217.0;2.0;1;659.6667583421657;0;;;;
2;2;use;169;210;210;224;[1774];0.2749;217.0;0.0;1;606.3066221489431;1;0.2749;17.6375;17.0601;17.35
3;3;a;229;210;240;224;[];0.0;217.0;0.0;1;580.1133200174439;0;;;;
4;4;combination;259;205;420;224;[1775];0.2749;214.5;2.5;1;433.4442617703703;1;0.2749;16.8201;16.0728;16.45
5;5;of;439;206;465;224;[];0.0;215.0;0.5;1;401.0418233322571;0;;;;
6;6;dd;484;205;510;224;[];0.0;214.5;0.5;1;371.2750463762159;0;;;;
7;7;and;529;205;570;224;[1776];0.2424;214.5;0.0;1;336.88669914625785;1;0.2424;18.0636;17.4517;17.76
8;8;gzip;588;205;646;229;[];0.0;217.0;2.5;1;300.1933073047268;0;;;;
9;9;or;664;210;690;224;[1777];0.2911;217.0;0.0;1;293.91771648143504;1;0.2911;17.346;17.2912;17.32
10;10;zip;709;205;751;229;[];0.0;217.0;0.0;1;284.1111111111111;0;;;;
11;11;to;769;207;795;224;[];0.0;215.5;1.5;1;290.28345330325186;0;;;;
12;12;peform;814;206;901;229;[1778];0.2588;217.5;2.0;1;292.8634291791143;1;0.2588;17.5374;17.1627;17.35
13;13;this;919;205;975;224;[1779];0.3557;214.5;3.0;1;338.5014080645178;1;0.3557;16.1458;15.9124;16.03
14;14;task,.;994;205;1061;224;[1780];0.3558;214.5;0.0;1;382.9067291934959;1;0.3558;15.6996;14.9189;15.31
15;15;1,.;1084;206;1106;224;[];0.0;215.0;0.5;1;447.111613874725;0;;;;
16;16;Backup;1129;205;1216;229;[];0.0;217.0;2.0;1;479.33631215520285;0;;;;
17;17;the;296;304;337;323;[];0.0;313.5;96.5;2;448.2494502636465;0;;;;
18;18;disk;356;304;413;323;[1781];0.291;313.5;0.0;2;380.79003986667146;1;0.291;16.4391;16.1402;16.29
19;19;partition;431;304;562;328;[1782];0.2428;316.0;2.5;2;258.8523489376717;1;0.2428;16.9841;15.4323;16.21
20;20;using;581;304;653;328;[];0.0;316.0;0.0;2;205.80304990585083;0;;;;
21;21;dd,:;671;304;708;323;[1783];0.2424;313.5;2.5;2;193.29477608476964;1;0.2424;16.6262;14.8458;15.74
22;22;$;731;304;743;325;[];0.0;314.5;1.0;2;188.1111111111111;0;;;;
23;23;dd;761;304;787;323;[1785];0.0809;313.5;1.0;2;190.9672350474322;1;0.0809;17.0812;16.5848;16.83
24;24;if=/dev,/,sdXx;807;304;968;323;[1784];0.3235;313.5;0.0;2;200.61461976052794;1;0.3235;16.7077;15.8819;16.29
