;number;text;x1;y1;x2;y2;fixations;fix_duration;y;diff_y;line;distance;fix_number;fix_duration_avg;pupil_l;pupil_r;pupil
0;0;To;25;404;52;422;[];0.0;413.0;;1;1442.167624152619;0;;;;
1;1;rotate;74;405;157;422;[];0.0;413.5;0.5;1;1409.155506022671;0;;;;
2;2;a;176;408;187;422;[2155];0.3718;415.0;1.5;1;1401.0265751062718;1;0.3718;18.8358;18.3577;18.6
3;3;point;206;403;277;427;[];0.0;415.0;0.0;1;1375.3707317498106;0;;;;
4;4;(,x,,;298;403;333;427;[2154, 2156];0.4852;415.0;0.0;1;1365.2468401552921;2;0.2426;17.592;17.9495;17.77
5;5;y,);356;403;380;427;[];0.0;415.0;0.0;1;1358.4746417044412;0;;;;
6;6;by;401;403;428;427;[];0.0;415.0;0.0;1;1353.2092634009011;0;;;;
7;7;an;446;408;472;422;[];0.0;415.0;0.0;1;1354.8559304051519;0;;;;
8;8;angle;491;403;562;427;[2157];0.3074;415.0;0.0;1;1347.44864;1;0.3074;17.6938;16.8414;17.27
9;9;',@,';585;403;618;422;[];0.0;412.5;2.5;1;1352.8335827270143;0;;;;
10;10;in;642;403;667;422;[2158];0.3236;412.5;0.0;1;1355.391651204186;1;0.3236;17.2768;16.5573;16.92
11;11;a;686;408;697;422;[];0.0;415.0;2.5;1;1358.9990152145106;0;;;;
12;12;2D;716;404;743;422;[];0.0;413.0;2.0;1;1362.2681627910158;0;;;;
13;13;plane,,;761;403;843;427;[2159];0.2913;415.0;2.0;1;1363.4494478909037;1;0.2913;16.8501;16.8617;16.86
14;14;the;866;403;907;422;[];0.0;412.5;2.5;1;1388.256340649669;0;;;;
15;15;transformation;926;403;1132;422;[2160, 2161];0.4527;412.5;0.0;1;1403.013939828828;2;0.2264;15.1211;13.6204;14.37
16;16;matrix;1150;403;1237;422;[];0.0;412.5;0.0;1;1478.4617866397527;0;;;;
17;17;is,:;26;502;63;521;[];0.0;511.5;99.0;2;1345.7223243425851;0;;;;
18;18;'',',shell;90;502;201;521;[2162, 2190];0.6467;511.5;0.0;2;1301.8629745998655;2;0.3234;16.9973;16.7636;16.88
19;19;[,cos(@,);224;502;319;526;[2163, 2181, 2187, 2189, 2191];1.5202;514.0;2.5;2;1270.1391784501452;5;0.304;16.4761;16.0322;16.25
20;20;-sin(@,),];342;502;454;526;[2164, 2170, 2186, 2188, 2192];1.601;514.0;0.0;2;1252.3464139901587;5;0.3202;16.3605;16.3046;16.33
21;21;[,sin,(,®,);479;502;574;526;[2165, 2169, 2180, 2182, 2185, 2193];1.6168;514.0;0.0;2;1248.44864;6;0.2695;17.0985;16.6421;16.87
22;22;cos(@,),];596;502;694;526;[2183, 2184, 2194];0.7606;514.0;0.0;2;1249.1982765894331;3;0.2535;16.487;15.4966;15.99
23;23;','';720;503;752;510;[2171];0.1941;506.5;7.5;2;1275.4645231891045;1;0.1941;17.0052;15.5041;16.25
24;24;This;774;502;831;521;[2166, 2173];0.4528;511.5;5.0;2;1272.829164905491;2;0.2264;17.1987;16.9667;17.08
25;25;rotation;853;502;966;521;[2167, 2168];0.5496;511.5;0.0;2;1288.9126449197438;2;0.2748;16.52;16.513;16.52
26;26;matrix;984;502;1072;521;[];0.0;511.5;0.0;2;1325.566916845019;0;;;;
27;27;represents;1093;504;1236;526;[2172];0.2264;515.0;3.5;2;1360.3367641264458;1;0.2264;16.9915;16.8119;16.9
28;28;a;229;606;240;620;[];0.0;613.0;98.0;3;1196.0566312319872;0;;;;
29;29;counter,-,clockwise;259;601;510;620;[2174, 2175];0.5821;610.5;2.5;3;1155.239144555797;2;0.2911;16.4562;16.5012;16.48
30;30;rotation;532;601;645;620;[2195];0.0973;610.5;0.0;3;1154.44864;1;0.0973;8.4001;16.3592;12.38
31;31;of;664;602;690;620;[2176];0.2264;611.0;0.5;3;1159.798587822045;1;0.2264;15.8894;15.6264;15.76
32;32;the;709;601;750;620;[];0.0;610.5;0.5;3;1164.9772960508758;0;;;;
33;33;point;769;601;840;625;[2177];0.3721;613.0;2.5;3;1169.6174852976549;1;0.3721;16.5275;16.2376;16.38
34;34;by;859;601;886;625;[2179];0.1941;613.0;0.0;3;1189.551904674197;1;0.1941;16.3981;16.7143;16.56
35;35;angle;904;601;975;625;[2178];0.3232;613.0;0.0;3;1201.924735544622;1;0.3232;16.9871;16.4103;16.7
36;36;',@,',.;998;601;1046;620;[];0.0;610.5;2.5;3;1237.3428754852107;0;;;;
