text;attention
The;0.025287714291680887
Boeing;0.03786557266650866
747;0.08489422480048521
has;0.018787975418690258
a;0.014852735459863943
unique;0.017033622836249897
nose;0.018383485267879834
door,;0.05611671925049051
allowing;0.017306565570107603
the;0.013386881865526624
nose;0.016746173988701152
to;0.014187809150270757
be;0.013740170339459647
pivoted;0.018344765629178673
up;0.01491926787491822
to;0.013397317243042595
allow;0.013958804429264546
for;0.0134433423491362
cargo;0.01629407534684206
loading.;0.0203553742837903
The;0.014351905612100918
hump;0.024262037166203263
in;0.01628918704649302
the;0.013138633400632543
body;0.01551271407282369
of;0.013584467811016776
the;0.012800963056232517
airplane;0.01926662889118379
near;0.015402194064376495
the;0.01259067905572671
cockpit;0.015436984066766893
provides;0.015114481085565004
more;0.013426502769187821
space;0.015497190376089138
for;0.014416078572518726
on-;0.014362321701702882
flight;0.018247238693308854
amenities;0.01971694766075294
such;0.013094333533862764
as;0.012734913546351341
bars;0.01514493218254395
and;0.01254772297141938
restaurants.;0.015271246395900757
The;0.013223428088806902
Boeing;0.01494298787320344
747;0.018481746604167723
also;0.013864028531453822
has;0.013427144510594988
four;0.014073026146373003
engines,;0.019186823562218614
making;0.013550409968484927
it;0.013516881832047474
faster;0.014421478991760696
than;0.013201780004578383
similar;0.01353016981172404
airplanes.;0.013067192279738349
