;number;text;x1;y1;x2;y2;fixations;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;y;diff_y;line;distance;pupil;fix_duration_avg;fix_distance
0;0;Blockbuster;70;106;231;125;[2059.0];0.2422;0.2422;1;17.2872;16.5886;115.5;;1;1136.4908529927627;16.94;0.2422;[6.952640000000002]
1;1;LLC;251;107;292;125;[2060.0, 2065.0];0.4531;0.2266;2;16.4245;15.9043;116.0;0.5;1;1094.030645885305;16.16;0.2266;[0.0, 29.255359999999996]
2;2;was;308;111;351;125;[];0.0;0.0;0;;;118.0;2.0;1;1054.694194037408;;;[]
3;3;an;370;111;396;125;[];0.0;0.0;0;;;118.0;0.0;1;1025.9595444929676;;;[]
4;4;American-based;413;106;621;125;[2061.0];0.2432;0.2432;1;16.7831;16.0688;115.5;2.5;1;902.4459579034179;16.43;0.2432;[30.224000000000004]
5;5;provider;640;106;756;130;[2062.0, 2066.0];0.4697;0.2432;2;16.7512;16.224;118.0;2.5;1;843.8713416962431;16.49;0.2349;[32.190079999999995, 0.0]
6;6;of;775;107;801;125;[];0.0;0.0;0;;;116.0;2.0;1;834.7222789264807;;;[]
7;7;home;820;106;876;125;[2063.0];0.21;0.21;1;15.3197;9.0105;115.5;0.5;1;816.6189582272858;12.17;0.21;[45.18464]
8;8;movie;894;106;966;125;[];0.0;0.0;0;;;115.5;0.0;1;803.6434600842699;;;[]
9;9;and;985;106;1026;125;[];0.0;0.0;0;;;115.5;0.0;1;800.5167099668923;;;[]
10;10;video;1044;106;1116;125;[2064.0];0.4209;0.4209;1;14.4633;13.1929;115.5;0.0;1;800.4537841351103;13.83;0.4209;[21.304959999999994]
11;11;game;1134;110;1191;130;[];0.0;0.0;0;;;120.0;4.5;1;801.2260922712251;;;[]
12;12;rental;65;205;147;224;[];0.0;0.0;0;;;214.5;94.5;2;1133.8101682628435;;;[]
13;13;services;168;205;283;224;[2067.0];0.3398;0.3398;1;16.7326;15.9185;214.5;0.0;2;1030.4000838782076;16.33;0.3398;[0.0]
14;14;through;302;205;403;229;[];0.0;0.0;0;;;217.0;2.5;2;942.3287214429037;;;[]
15;15;video;421;205;493;224;[2068.0];0.2754;0.2754;1;14.8185;14.4956;214.5;2.5;2;888.1492019116031;14.66;0.2754;[10.071359999999999]
16;16;rental;515;205;597;224;[];0.0;0.0;0;;;214.5;0.0;2;828.4364415308017;;;[]
17;17;shops,;618;205;699;229;[2069.0];0.291;0.291;1;16.6922;15.6069;217.0;2.5;2;774.4667626542907;16.15;0.291;[12.467520000000007]
18;18;DVD-by-mail,;722;205;894;229;[2070.0];0.2754;0.2754;1;16.5552;15.9035;217.0;0.0;2;711.1205175328705;16.23;0.2754;[41.09855999999999]
19;19;streaming,;918;205;1059;229;[2071.0, 2073.0];0.3242;0.2266;2;15.4777;15.5099;217.0;0.0;2;696.42976;15.49;0.1621;[31.411519999999996, 0.0]
20;20;video;1081;205;1153;224;[2072.0];0.2266;0.2266;1;16.0048;15.9935;214.5;2.5;2;702.7589106202906;16.0;0.2266;[24.581439999999986]
21;21;on;1172;210;1198;224;[];0.0;0.0;0;;;217.0;2.5;2;714.1524890779403;;;[]
22;22;demand,;34;304;132;326;[2074.0];0.4209;0.4209;1;17.12;16.4507;315.0;98.0;3;1086.1799015891509;16.79;0.4209;[7.238400000000013]
23;23;and;155;304;196;323;[];0.0;0.0;0;;;313.5;1.5;3;1035.1551390860295;;;[]
24;24;cinema;215;304;301;323;[2075.0];0.21;0.21;1;15.5728;15.6399;313.5;0.0;3;951.7318414218458;15.61;0.21;[0.37920000000002574]
25;25;theater.;320;304;432;323;[];0.0;0.0;0;;;313.5;0.0;3;854.3496457400901;;;[]
26;26;It;455;305;480;323;[];0.0;0.0;0;;;314.0;0.5;3;821.0119796788701;;;[]
27;27;was;498;309;540;323;[];0.0;0.0;0;;;316.0;2.0;3;781.4888756573682;;;[]
28;28;one;559;309;601;323;[];0.0;0.0;0;;;316.0;0.0;3;744.1199217708241;;;[]
29;29;of;619;305;646;323;[];0.0;0.0;0;;;314.0;2.0;3;718.628973794;;;[]
30;30;the;665;304;706;323;[2076.0];0.2744;0.2744;1;16.4201;16.1201;313.5;0.5;3;687.758528828409;16.27;0.2744;[32.22312553490738]
31;31;largest;724;304;825;328;[2077.0];0.2588;0.2588;1;15.568;16.1063;316.0;2.5;3;634.1967180427675;15.84;0.2588;[44.631039999999985]
