text;attention
There;3.5233220867442896e-07
is;2.8066666099681383e-07
a;2.831577389359714e-07
continuum;3.9036473314178027e-07
of;3.012017840555561e-07
sorts;3.1138321566476585e-07
between;3.360941968234204e-07
very;3.07674102106691e-07
small;3.2395969115050207e-07
stars;4.599596713967065e-07
(Red;5.09806637475327e-07
Dwarves);5.362159975159215e-07
and;3.1714749282485414e-07
very;2.669912791656589e-07
large;3.0618823298056283e-07
planets;4.3180567190496695e-07
(Gas;5.2740133533474e-07
Giants).;5.458770799752657e-07
In;2.7322494848382406e-07
between;2.7484422526365967e-07
these;2.733092958380499e-07
two,;3.05294898222929e-07
there;2.7246255509563817e-07
are;2.833596828876802e-07
the;2.865692242562573e-07
Brown;4.905632155012726e-07
Dwarves,;6.374972274378763e-07
also;2.8109952787950525e-07
known;2.809337206631614e-07
as;3.141559835266793e-07
"""failed";4.184997285213477e-07
"stars"".";5.506423990763982e-07
Different;3.255663847464389e-07
parts;2.786807731358025e-07
of;2.804736826522463e-07
the;2.6790542033323603e-07
fusion;4.3454752144213123e-07
chain,;4.1818426802093826e-07
starting;2.7358942825911653e-07
with;3.149447581193387e-07
hydrogen;4.483259210323155e-07
and;2.6744797711497514e-07
eventually;2.9422291774681735e-07
ending;2.694008140345587e-07
with;2.7897879903923913e-07
iron,;3.292236245025123e-07
take;2.646741053931501e-07
different;2.7266013799327205e-07
amounts;2.751913247528665e-07
of;2.584929268596077e-07
energy;2.9055766439810885e-07
to;2.625783936885657e-07
produce.;0.9999710802084074
Brown;3.5833363528250604e-07
dwarves;3.93633819195972e-07
are;2.7043343318247115e-07
not;2.597412617731368e-07
able;9.386699232909388e-07
to;2.7991432914413446e-07
complete;2.710126916903706e-07
the;2.605943688562321e-07
entire;2.679226707606968e-07
fusion;2.798005660641111e-07
chain,;2.829415614416602e-07
and;2.5735576133552097e-07
eventually;2.8801151950802373e-07
fizzle;3.0158636773745663e-07
out.;3.0024299029646856e-07
The;2.690659736977816e-07
precise;2.6099851878104706e-07
classification;2.756058124869627e-07
of;2.7310307074439187e-07
these;2.7009222616691587e-07
objects;2.7264633649237474e-07
can;2.558505548362675e-07
vary;2.762200259208784e-07
between;2.7292861998827677e-07
sources,;2.677527210601027e-07
but;2.6487453595378467e-07
arguably;2.934320924727798e-07
these;2.5427391144867024e-07
are;2.546181643999541e-07
the;2.4982851319871865e-07
sorts;2.623773117649396e-07
of;2.4807014652936253e-07
objects;2.585372576901014e-07
you;2.477912770505459e-07
describe;2.7803947243984156e-07
in;2.561301444118818e-07
your;2.516850995961398e-07
question.;2.593436999302641e-07
