text;attention
While;2.5551760027574986e-07
Single;2.621485443761893e-07
Ladies;2.6800702302533526e-07
by;2.5053623252799667e-07
Beyonce;4.258647783125278e-07
was;2.4844178057866243e-07
a;2.5754941069513877e-07
very;2.9269115364989197e-07
popular;2.5039413190933625e-07
song,;3.389734130958477e-07
it;2.6378202357770996e-07
would;2.667630005239063e-07
not;2.577316087248991e-07
be;2.6026352463428167e-07
deemed;3.317028287795031e-07
culturally;2.4374093794011784e-07
significant;2.986856686027629e-07
on;2.8140758177931414e-07
the;2.7987502645285166e-07
same;3.0023099628062916e-07
level;2.51734282844095e-07
of;2.659184118640921e-07
the;2.9602658366818737e-07
Renaissance,;3.452909223977e-07
which;2.677542106736271e-07
was;2.9057805169560005e-07
an;3.2879029041678697e-07
artistic;2.5078190571198186e-07
and;2.709337063781335e-07
cultural;2.403426707492069e-07
resurgence;2.7004837110260616e-07
creating;3.3642917443162774e-07
timeless;3.0039096794599267e-07
works;3.554984231637163e-07
of;3.1680001366100717e-07
art,;3.9295966885947703e-07
music,;3.1420774693914766e-07
science,;3.150922696495052e-07
literature,;3.016086524537188e-07
and;2.9523325524906584e-07
politics.;0.9999883592731544
