;number;text;x1;y1;x2;y2;fixations;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;y;diff_y;line;distance;pupil;fix_duration_avg;fix_distance
0;0;Here;50;404;106;422;[];0.0;0.0;0;;;413.0;;1;466.971943571774;;;[]
1;1;is;126;403;151;422;[];0.0;0.0;0;;;412.5;0.5;1;422.0885453115259;;;[]
2;2;a;170;408;181;422;[];0.0;0.0;0;;;415.0;2.5;1;392.18112662799064;;;[]
3;3;link;200;403;257;422;[];0.0;0.0;0;;;412.5;2.5;1;316.4941062376992;;;[]
4;4;to;275;405;301;422;[2822.0];0.2422;0.2422;1;18.9674;18.1548;413.5;1.0;1;272.7548717863716;18.56;0.2422;[39.87232]
5;5;a;320;408;331;422;[];0.0;0.0;0;;;415.0;1.5;1;242.98665824114713;;;[]
6;6;tutorial;350;403;465;422;[2800.0];0.291;0.291;1;16.1658;15.478;412.5;2.5;1;111.54866598574819;15.82;0.291;[5.83359999999999]
7;7;on;485;408;511;422;[];0.0;0.0;0;;;415.0;2.5;1;68.74803330423357;;;[]
8;8;how;530;403;573;422;[2801.0, 2823.0, 2824.0];1.1807;0.1934;3;16.1436;14.8578;412.5;2.5;1;31.939200000000028;15.5;0.3936;[16.011737294872187, 20.26976000000002, 31.939200000000028]
9;9;to;590;405;616;422;[];0.0;0.0;0;;;413.5;1.0;1;36.721994542780486;;;[]
10;10;make;634;403;691;422;[];0.0;0.0;0;;;412.5;1.0;1;69.85131124896651;;;[]
11;11;a;710;408;721;422;[];0.0;0.0;0;;;415.0;2.5;1;141.76631787275844;;;[]
12;12;3D;740;404;767;422;[];0.0;0.0;0;;;413.0;2.0;1;171.12856244122423;;;[]
13;13;object;785;403;871;427;[2802.0, 2812.0];0.7275;0.3066;2;17.013;16.4573;415.0;2.0;1;214.81745013662177;16.74;0.3638;[36.008640000000014, 9.492648164637762]
14;14;follow;891;403;978;422;[2803.0, 2805.0, 2809.0, 2813.0, 2815.0];0.9717;0.2754;5;15.9063;15.7567;412.5;2.5;1;320.71593051047523;15.83;0.1943;[33.30527999999998, 0.0, 0.0, 7.961279999999988, 0.0]
15;15;the;995;403;1036;422;[2810.0];0.3721;0.3721;1;16.8001;16.0816;412.5;0.0;1;424.3253479150167;16.44;0.3721;[1.8582400000000234]
16;16;cursor;1055;408;1141;422;[2804.0, 2814.0];0.7598;0.3398;2;17.0103;16.9601;415.0;2.5;1;484.1762002444977;16.99;0.3799;[7.554559999999981, 11.845120000000009]
17;17;ina;1161;403;1216;422;[2811.0];0.3066;0.3066;1;17.4153;13.5016;412.5;2.5;1;589.9867558540615;15.46;0.3066;[5.300799999999981]
18;18;webpage:;55;502;169;526;[2806.0, 2807.0];0.373;0.2754;2;15.6786;16.8841;514.0;101.5;2;405.7349451097354;16.28;0.1865;[0.0, 54.014080000000035]
19;19;https://stackoverflow.;192;502;514;526;[2816.0];0.2744;0.2744;1;18.5323;16.9098;514.0;0.0;2;75.23130786580812;17.72;0.2744;[19.501440000000002]
20;20;com/questions/63973759/how-;525;502;918;526;[2817.0];0.1934;0.1934;1;17.7623;17.9547;514.0;0.0;2;48.06079999999997;17.86;0.1934;[35.66016000000002]
21;21;to-make-a-3d-object-;928;502;1221;526;[2808.0, 2818.0];0.5166;0.3066;2;17.3373;17.9032;514.0;0.0;2;359.3500166734377;17.62;0.2583;[97.27424000000002, 0.0]
22;22;follow-cursor-in-a-webpage.;297;601;693;625;[2819.0];0.2266;0.2266;1;18.6317;17.997;613.0;99.0;3;147.06079999999997;18.31;0.2266;[18.44640000000004]
23;23;I;717;602;726;620;[];0.0;0.0;0;;;611.0;2.0;3;207.3216806877659;;;[]
24;24;hope;746;601;802;625;[];0.0;0.0;0;;;613.0;2.0;3;227.9149193958131;;;[]
25;25;this;821;601;877;620;[2820.0, 2821.0];0.3877;0.2266;2;13.0562;16.9481;610.5;2.5;3;289.28956165613715;15.0;0.1938;[0.0, 1.240319999999997]
26;26;helps!;896;601;978;625;[];0.0;0.0;0;;;613.0;2.5;3;355.92371441532237;;;[]
