;number;text;x1;y1;x2;y2;fixations;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;y;diff_y;line;distance;pupil;fix_duration_avg;fix_distance
0;0;There;210;398;261;418;[856, 866, 867];0.9864;0.3234;3;20.9565;20.337;408.0;;1;83.07797682597717;20.65;0.3288;[54.28853201036106, 8.311680000000024, 0.0]
1;1;are;269;403;296;418;[895];0.356;0.356;1;20.2195;18.3668;410.5;2.5;1;61.686353705642226;19.29;0.356;[12.325760000000002]
2;2;several;304;398;366;418;[857];0.2753;0.2753;1;16.3268;20.0704;408.0;2.5;1;55.58976000000001;18.2;0.2753;[50.6592]
3;3;recommended;376;398;502;418;[858, 868, 869, 877];1.3262;0.162;4;15.46;16.9681;408.0;0.0;1;76.98658476317549;16.21;0.3316;[38.54527999999999, 46.80896000000001, 42.14463999999998, 57.581439999999986]
4;4;formatting;511;398;603;422;[859, 870];0.7281;0.3398;2;19.7112;17.1981;410.0;2.0;1;195.20151678072997;18.45;0.3641;[42.139520000000005, 42.44544000000002]
5;5;styles;612;398;663;422;[855, 871, 878];1.9572;0.6149;3;17.7086;17.1151;410.0;0.0;1;293.8253116283511;17.41;0.6524;[47.913599999999974, 45.33312000000001, 50.94592]
6;6;for;670;398;695;418;[];0.0;0.0;0;;;408.0;2.0;1;351.6820789200064;;;[]
7;7;C++,;702;398;748;422;[872];0.5662;0.5662;1;19.3153;17.785;410.0;2.0;1;382.7535208897465;18.55;0.5662;[60.201599999999985]
8;8;but;758;398;785;418;[861];0.7116;0.7116;1;20.0691;18.196;408.0;2.0;1;438.7962914992532;19.13;0.7116;[85.38305440660693]
9;9;the;793;398;820;418;[873, 879];1.0349;0.7925;2;19.5782;17.737;408.0;0.0;1;473.535047735115;18.66;0.5175;[58.70272, 46.91909508583474]
10;10;most;829;400;872;418;[862];0.3074;0.3074;1;20.0583;17.9915;409.0;1.0;1;509.30366092685574;19.02;0.3074;[34.84160000000003]
11;11;widely;880;398;935;422;[893];0.2911;0.2911;1;20.4909;18.2879;410.0;1.0;1;559.6437282356495;19.39;0.2911;[42.3648]
12;12;accepted;943;398;1021;422;[863, 864, 865, 874, 875, 880, 881, 894];2.7172;0.2912;8;21.3218;18.9421;410.0;0.0;1;622.4025733827726;20.13;0.3397;[46.89252518112454, 57.23327999999998, 24.00448, 32.95296000000002, 37.98079999999999, 30.57855999999998, 41.20491121019437, 31.5616]
13;13;one;1030;403;1061;418;[];0.0;0.0;0;;;410.5;0.5;1;709.4420770108703;;;[]
