;number;text;x1;y1;x2;y2;fixations;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;y;diff_y;line;distance;pupil;fix_duration_avg;fix_distance
0;0;Here;236;294;276;313;[];0.0;0.0;0;;;303.5;;1;555.2761113228712;;;[]
1;1;are;284;298;312;313;[];0.0;0.0;0;;;305.5;2.0;1;532.1300906788205;;;[]
2;2;10;321;294;340;313;[];0.0;0.0;0;;;303.5;2.0;1;515.1489553574282;;;[]
3;3;things;348;293;402;318;[523.0];0.372;0.372;1;10.9871;10.7975;305.5;2.0;1;476.90943690165085;10.89;0.372;[36.12461094325586]
4;4;you;410;298;441;318;[];0.0;0.0;0;;;308.0;2.5;1;458.3896349241;;;[]
5;5;can;450;298;479;313;[];0.0;0.0;0;;;305.5;2.5;1;447.55631221763554;;;[]
6;6;do;487;293;508;313;[];0.0;0.0;0;;;303.0;2.5;1;437.72425453229073;;;[]
7;7;to;516;295;532;313;[];0.0;0.0;0;;;304.0;1.0;1;430.8957013081584;;;[]
8;8;make;541;293;588;313;[524.0];0.2426;0.2426;1;11.0769;12.2944;303.0;1.0;1;419.89419025017435;11.69;0.2426;[5.890880000000038]
9;9;your;596;298;636;318;[];0.0;0.0;0;;;308.0;5.0;1;411.2703361608391;;;[]
10;10;wife;643;293;678;313;[525.0];0.3237;0.3237;1;11.3916;13.133;303.0;5.0;1;416.20064;12.26;0.3237;[0.0]
11;11;happy;687;293;740;318;[];0.0;0.0;0;;;305.5;2.5;1;413.48763827453126;;;[]
12;12;on;748;298;768;313;[];0.0;0.0;0;;;305.5;0.0;1;429.1017909608973;;;[]
13;13;Valentine's;776;293;873;313;[526.0, 527.0];0.6468;0.2749;2;11.7964;12.5973;303.0;2.5;1;436.76121600463745;12.2;0.3234;[14.973760000000027, 12.37280000000004]
14;14;Day:;882;294;921;318;[];0.0;0.0;0;;;306.0;3.0;1;475.3254243209062;;;[]
15;15;1.;933;294;946;312;[];0.0;0.0;0;;;303.0;3.0;1;507.7651073930244;;;[]
16;16;Make;956;293;1001;313;[];0.0;0.0;0;;;303.0;0.0;1;520.4178396306659;;;[]
17;17;her;1010;293;1038;313;[528.0];0.3559;0.3559;1;11.4125;13.7912;303.0;0.0;1;554.520548046553;12.6;0.3559;[10.642240000000015]
18;18;breakfast;221;398;303;418;[];0.0;0.0;0;;;408.0;105.0;2;461.3399837493491;;;[]
19;19;in;311;399;325;417;[529.0];0.4855;0.4855;1;9.5119;9.0714;408.0;0.0;2;446.04579258844;9.29;0.4855;[5.362634681422941]
20;20;bed.;334;398;370;418;[];0.0;0.0;0;;;408.0;0.0;2;414.35134826117036;;;[]
21;21;2.;380;399;395;417;[];0.0;0.0;0;;;408.0;0.0;2;399.0700202794613;;;[]
22;22;Give;404;398;443;418;[];0.0;0.0;0;;;408.0;0.0;2;370.23593100325854;;;[]
23;23;her;451;398;480;418;[530.0];0.4525;0.4525;1;12.5562;13.5758;408.0;0.0;2;351.5698732909998;13.07;0.4525;[10.463032106918218]
24;24;a;491;403;495;418;[];0.0;0.0;0;;;410.5;2.5;2;344.8466902927294;;;[]
25;25;massage.;504;403;587;422;[531.0, 532.0, 533.0];0.9382;0.631;3;13.6347;12.7355;412.5;2.0;2;312.3660254986922;13.19;0.3127;[0.0, 36.70079999999996, 0.0]
26;26;3.;597;398;611;418;[];0.0;0.0;0;;;408.0;4.5;2;312.9004976120198;;;[]
27;27;Make;622;398;666;418;[];0.0;0.0;0;;;408.0;0.0;2;311.20064;;;[]
