;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg
0;0;To;211;451;232;470;460.5;;1;[];[];0.0;0.0;0;;;660.2506202175049;;
1;1;factor;240;450;292;470;460.0;0.5;1;[4002.0];[40.1952];0.2589;0.2589;1;6.9543;20.3062;600.4888407769123;13.63;0.2589
2;2;the;299;450;326;470;460.0;0.0;1;[4003.0];[49.626239999999996];0.2588;0.2588;1;6.9543;19.6202;566.7136531773343;13.29;0.2588
3;3;expression;334;451;429;475;463.0;3.0;1;[];[];0.0;0.0;0;;;464.7401165141653;;
4;4;(x2;438;450;481;475;462.5;0.5;1;[4008.0];[17.329279999999983];0.8413;0.8413;1;6.7899;18.0699;413.2060269376525;12.43;0.8413
5;5;-;489;460;495;463;461.5;1.0;1;[];[];0.0;0.0;0;;;401.1955751221591;;
6;6;y*2);503;450;546;475;462.5;1.0;1;[4004.0];[29.9865763315788];0.275;0.275;1;6.5199;17.9779;349.22443886074177;12.25;0.275
7;7;you;555;455;586;475;465.0;2.5;1;[];[];0.0;0.0;0;;;311.18008403109604;;
8;8;can;594;455;623;470;462.5;2.5;1;[4005.0, 4013.0];[33.03008, 29.876160000000027];0.8408;0.4207;2;6.6842;18.6562;275.316376370168;12.67;0.4204
9;9;use;633;456;662;470;463.0;0.5;1;[4009.0, 4010.0, 4011.0];[57.67744000000005, 13.744640000000004, 70.63103999999998];1.1323;0.34;3;6.5199;18.2952;238.19560343885442;12.41;0.3774
10;10;the;669;450;697;470;460.0;3.0;1;[4006.0];[19.067241621167984];0.3392;0.3392;1;6.6814;17.9802;203.1022006222483;12.33;0.3392
11;11;difference;705;450;793;470;460.0;0.0;1;[4014.0, 4020.0];[37.79903999999999, 37.461119999999994];0.7273;0.42;2;6.9264;18.7324;116.84161543559725;12.83;0.3636
12;12;of;801;450;818;470;460.0;0.0;1;[4012.0, 4021.0];[27.00036831701377, 34.22370056007387];0.6796;0.4045;2;6.8511;19.7366;97.4158257040405;13.29;0.3398
13;13;squares;824;455;893;475;465.0;5.0;1;[4015.0];[35.620799999999974];0.3879;0.3879;1;6.9543;19.4421;71.9728;13.2;0.3879
14;14;formula;901;450;968;470;460.0;5.0;1;[4016.0, 4022.0, 4023.0];[67.19808, 71.49887999999999, 68.08527518928011];0.7761;0.3075;3;7.643;21.6537;68.08527518928011;14.65;0.2587
15;15;and;977;450;1008;470;460.0;0.0;1;[4017.0];[44.01620930346455];0.3882;0.3882;1;7.0788;17.8214;110.79151545854043;12.45;0.3882
16;16;write;1017;451;1060;470;460.5;0.5;1;[];[];0.0;0.0;0;;;145.15616934047276;;
17;17;it;541;556;551;575;565.5;105.0;2;[];[];0.0;0.0;0;;;379.4595081133163;;
18;18;as;561;560;577;575;567.5;2.0;2;[];[];0.0;0.0;0;;;358.47272685324333;;
19;19;(x;586;555;602;580;567.5;0.0;2;[4018.0];[13.135210652045085];0.453;0.453;1;6.5199;17.4325;334.35886095271945;11.98;0.453
20;20;+;614;559;622;574;566.5;1.0;2;[];[];0.0;0.0;0;;;319.5589684199146;;
21;21;y);633;555;648;580;567.5;1.0;2;[];[];0.0;0.0;0;;;295.85730867700397;;
22;22;*;660;555;666;567;561.0;6.5;2;[4007.0, 4019.0];[30.701760000000036, 24.80352000000005];0.7444;0.4208;2;6.8193;18.7088;281.40508292779646;12.76;0.3722
23;23;(x-y).;675;555;737;580;567.5;6.5;2;[];[];0.0;0.0;0;;;229.34777064013505;;
