text;attention
This;1.00719850110189e-08
function;9.228289548969416e-09
resizes;1.6396134862592876e-08
a;9.490162430835207e-09
given;9.242492279268264e-09
set;9.124595234807235e-09
of;8.383180345710437e-09
images;9.935862870389857e-09
to;8.610689809100873e-09
a;8.509421179163349e-09
specified;9.349169604062381e-09
size.;0.24706666779600597
The;1.0276624427003018e-08
function;9.227209316118816e-09
takes;1.1709330676257755e-08
in;1.1020169396574661e-08
a;9.578123614482938e-09
list;1.0634558772522301e-08
of;8.572478503592979e-09
images,;1.1991383947265049e-08
along;1.0108838526179786e-08
with;1.0739473367102542e-08
a;1.1222270529542099e-08
desired;1.0603477505376794e-08
x-axis;1.6747341340072635e-08
and;9.438482056733835e-09
y-axis;1.4869740779702674e-08
resolutions;1.3498396505614654e-08
(resx;2.2009407006482846e-08
and;8.823923222952056e-09
resy).;1.913698677383094e-08
The;1.0276307139005105e-08
function;9.416269411488936e-09
then;8.741432528112885e-09
creates;1.0213425599563874e-08
a;8.558077721874988e-09
new;1.0095026148682104e-08
array;9.985270152592863e-09
of;9.597367143065356e-09
the;8.82576133549905e-09
specified;9.1874513126547e-09
size,;1.2437370368110827e-08
and;1.0092844582354715e-08
iterates;1.2113755637066163e-08
through;1.0088632593827753e-08
the;8.914065518907488e-09
images;9.11998575633174e-09
list;1.0089521999156494e-08
to;1.0315916570021224e-08
resize;1.191550108942716e-08
each;9.303305954195385e-09
one;8.575002504240227e-09
using;1.237753895371129e-08
the;9.302386743670683e-09
scikit-image;3.488754865718165e-08
library's;1.183530029403375e-08
resize);1.559039790131079e-08
function.;0.2566309510709094
The;1.1134297681099306e-08
anti-aliasing;1.742420872056222e-08
parameter;1.0882426973800143e-08
is;1.0079970557106714e-08
set;9.612043796512495e-09
to;8.687184403250217e-09
false,;1.2215265628843805e-08
which;8.99513355063944e-09
will;9.438309628344903e-09
prevent;1.0487397389492519e-08
the;8.656849564515076e-09
images;8.674970668808363e-09
from;9.519684255466077e-09
being;9.120588077831353e-09
blurred.;0.2398977952110025
The;9.066936161342433e-09
resized;1.206899414166439e-08
images;9.034299609755209e-09
are;9.07276645377718e-09
then;8.811039446326045e-09
returned.;0.2564037625340523
