text;attention
Hail;0.006905743610073255
mortals!;0.012640671474069855
I;0.003972983850761113
am;0.005215173008825147
Odin,;0.026774207686093204
All-Father,;0.03636227235779277
Lord;0.00661973063013229
of;0.006283140768560398
Asgard;0.008541759571632057
and;0.0056402958295186
Ruler;0.0059648100075353075
of;0.006019885146310917
the;0.005933014289380452
Aesir.;0.028876070982817727
I;0.004362677245019787
am;0.005650254762490794
the;0.00519539432627885
god;0.006102895684183606
of;0.004889049761928929
wisdom,;0.013708145681082614
war,;0.01342113497975714
death;0.004042455323550181
and;0.006335347033713957
magic.;0.02753529195691121
I;0.00553564164846723
possess;0.007365876387675801
the;0.005250843392615261
power;0.005640757434296251
to;0.005274031092155251
see;0.0062530068621960986
into;0.006289839726361796
the;0.004223846198543326
future,;0.01614257323714315
and;0.007461221710954874
J;0.00654799301071438
am;0.008457214083713327
the;0.005283544867798722
one;0.005884867714128342
who;0.005481623569750118
sacrifices;0.0065576856337915615
one;0.005112278110623336
of;0.004066686177573419
my;0.004817350348161683
eyes;0.005626990105921495
to;0.005585887405792532
gain;0.0052056957766019
wisdom.;0.023005097419237962
I;0.004929019459001523
gained;0.006671641470062474
my;0.0038680326386614935
powers;0.006718919874044246
though;0.005899787813763589
great;0.003982940003385218
sacrafices.;0.03682353219894578
1;0.019130031121109614
love;0.00431724536625296
and;0.005376480253508471
trust;0.004564339185620755
my;0.003739970323217674
wife;0.005034810551801089
Frigg.;0.044348551634389624
My;0.004761750707857387
weapon,;0.014469026750870539
Gungnir,;0.04047581157524221
never;0.00368832662662066
misses;0.005293526662383809
its;0.004364829572242871
target;0.004632452083397679
and;0.006876378263339609
I;0.005886520051322162
ride;0.005293137011036685
into;0.004454376263336827
battle;0.006167701975244742
on;0.004664913064807072
my;0.0046933413002029425
eight-legged;0.008981728060767386
horse;0.006453868573376246
Sleipnir.;0.059585774537964015
I;0.004292626760874853
am;0.004778391277539816
known;0.007254393995158254
to;0.0041071031251937755
be;0.004993628482850243
cunning;0.004307524700551409
and;0.005310163869574205
unpredictable,;0.012588639114351376
but;0.00451475569826998
always;0.004331991448411352
fair;0.00473647156621714
and;0.005481525224834398
just.;0.013525519477153764
Also,;0.00870993839552684
I;0.005824733858023861
died;0.0068106184793157954
in;0.005074566132336171
the;0.0049856051103828476
battle;0.005693999039850052
with;0.006138655160539405
the;0.004922824334713685
great;0.003982503564229151
wolf;0.007211375029062381
Fenrir.;0.038956580165004584
So,;0.007475648906674975
what;0.004250664075608764
is;0.004399651781360249
it;0.005131089510756924
your;0.006146233074074929
mortal;0.003995761177292027
heart;0.00494731812454446
desires;0.00574601677340976
to;0.00418096552479335
know?;0.010980794185103877
