text;attention
Computer;0.0014992866915413084
programming;0.0017200827163804898
is;0.0013112135454364745
all;0.0012114039496783206
about;0.0013895172302488214
efficiency,;0.0016019271452737936
and;0.0012119572769322292
even;0.0012772692273836993
small;0.0012530634980965965
improvements;0.001436678438449296
in;0.0012369590041035577
efficiency;0.001244212419533986
can;0.0012238488250860579
make;0.0011844486119605637
big;0.0011610246071128592
differences;0.0012243275974127548
at;0.0011065042224645777
scale.;0.9619665678626871
And;0.0012169019879262775
yes,;0.0013403873667800338
counting;0.0014608380746560714
from;0.0012719399265266498
zero;0.0012088985470546244
is;0.0012049715299921936
slightly;0.0011458113889263044
more;0.0011246479414857619
efficient;0.0011938529806059526
than;0.0011285288998447332
starting;0.0011846836934539706
at;0.0011319387041326418
1.;0.001126306088832098
