;number;text;x1;y1;x2;y2;fixations;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;y;diff_y;line;distance;pupil;fix_duration_avg;fix_distance
0;0;I'm;215;450;242;470;[];0.0;0.0;0;;;460.0;;1;467.2039432819891;;;[]
1;1;sorry,;251;455;301;475;[1012.0];0.2749;0.2749;1;13.228;13.8897;465.0;5.0;1;408.1840000000001;13.56;0.2749;[31.826890155740916]
2;2;but;311;450;339;470;[];0.0;0.0;0;;;460.0;5.0;1;370.2091687387551;;;[]
3;3;to;346;452;363;470;[];0.0;0.0;0;;;461.0;1.0;1;346.2109134880645;;;[]
4;4;find;371;450;402;470;[1013.0];0.307;0.307;1;14.0385;15.2776;460.0;1.0;1;307.2143300991021;14.66;0.307;[29.233187363296555]
5;5;out;411;452;439;470;[];0.0;0.0;0;;;461.0;1.0;1;270.2184831173472;;;[]
6;6;the;447;450;474;470;[];0.0;0.0;0;;;460.0;1.0;1;235.22361407443776;;;[]
7;7;time;482;451;521;470;[];0.0;0.0;0;;;460.5;0.5;1;188.2335055675265;;;[]
8;8;till;529;450;548;470;[1014.0];0.3231;0.3231;1;13.6208;14.4473;460.0;0.5;1;161.24179550674828;14.03;0.3231;[33.04000000000002]
9;9;the;557;450;585;470;[1022.0];0.2589;0.2589;1;14.7879;15.0128;460.0;0.0;1;124.25900618562834;14.9;0.2589;[21.571199999999976]
10;10;next;593;452;631;470;[];0.0;0.0;0;;;461.0;1.0;1;78.30308179273669;;;[]
11;11;bus,;639;450;674;475;[1015.0];0.2429;0.2429;1;14.9561;15.1536;462.5;1.5;1;35.18400000000008;15.05;0.2429;[0.0]
12;12;I;684;451;689;470;[];0.0;0.0;0;;;460.5;2.0;1;20.640460708036613;;;[]
13;13;also;698;450;732;470;[1023.0];0.275;0.275;1;15.0145;15.5969;460.0;0.5;1;4.316800000000001;15.31;0.275;[4.316800000000001]
14;14;need;741;450;781;470;[];0.0;0.0;0;;;460.0;0.0;1;32.107516538031945;;;[]
15;15;your;790;455;830;475;[1016.0];0.2913;0.2913;1;15.9827;15.8037;465.0;5.0;1;80.81599999999992;15.89;0.2913;[14.082879999999989]
16;16;location;838;450;905;470;[1018.0];0.2103;0.2103;1;14.227;15.0602;460.0;5.0;1;128.88831063459548;14.64;0.2103;[57.64671999999996]
17;17;and;914;450;945;470;[1017.0];0.2428;0.2428;1;16.9623;17.2176;460.0;0.0;1;204.86148642006862;17.09;0.2428;[10.880640000000028]
18;18;the;953;450;981;470;[];0.0;0.0;0;;;460.0;0.0;1;243.8542118115657;;;[]
19;19;bus;990;450;1019;470;[];0.0;0.0;0;;;460.0;0.0;1;280.84917770618443;;;[]
20;20;you;1027;455;1058;475;[];0.0;0.0;0;;;465.0;5.0;1;317.8159999999999;;;[]
21;21;are;571;560;599;575;[1020.0, 1021.0];0.5339;0.2914;2;14.7808;15.4435;567.5;102.5;2;139.57838162924807;15.11;0.2669;[50.15551441506712, 29.424639999999954]
22;22;waiting;607;556;669;580;[1019.0];0.3395;0.3395;1;14.2884;12.7175;568.0;0.5;2;91.03240641793452;13.5;0.3395;[13.029120000000034]
23;23;for.;678;555;706;575;[];0.0;0.0;0;;;565.0;3.0;2;80.74600063309637;;;[]
