text;attention
Sure;0.01373604661649721
here;0.012492016982533565
are;0.011499716031171413
some;0.010697157679969057
headings;0.02859263775649473
about;0.012752319984254764
the;0.0120707486738817
big;0.01086981416570085
changes;0.016252038511235422
of;0.010384705059955805
weapons;0.02335266029978546
and;0.013512376910035782
arms;0.014083431782575262
in;0.011521677110695953
wwil:;0.06501291270631591
-;0.01635670763338055
The;0.012517909822467902
growth;0.010606625613005778
of;0.010871040369355975
weapon;0.012911986572826682
mass;0.010146594066909225
production;0.014468923154821825
in;0.010167902543807596
ww1.;0.03057760500693498
-The;0.02033821615295174
first;0.010279541769465939
tanks.;0.025540454330274655
-Advancements;0.02207263638891955
in;0.009873624522528249
automatic;0.011130183319577918
fire.;0.016094485754809536
-Systematic;0.023439468703776868
use;0.010315239191111545
of;0.01022366780640251
chemical;0.014933164136502673
weapons;0.012709075895805328
and;0.010342609209741973
their;0.009266457949745573
effects;0.0100655019951253
on;0.009238984326922854
the;0.009279719891275979
war.;0.015101561978923502
And;0.013214452344223079
some;0.010639066418682511
for;0.011771171836710795
ww2:;0.0374027404426858
-Advancements;0.02130946743106268
in;0.010016352038194714
aerial;0.012181040673894684
combat;0.010457678564212527
and;0.00959193983927173
planes.;0.01222776184159509
-The;0.011800968550360945
rise;0.009298551500470391
of;0.009071697431007822
missiles.;0.014069554949610222
-The;0.01030786702064248
first;0.009026188300149307
nuclear;0.009723920361766959
bombs.;0.009712345365576289
These;0.011505900673500788
are;0.009128885494683757
just;0.00939913539609275
some;0.009184373446689638
examples.;0.011204200602936093
I;0.009638294683512525
hope;0.009332180073383016
they;0.008957106870327839
help;0.009352356421173151
you;0.009086283111195734
with;0.008481073803060221
your;0.00844899736011093
paper.;0.008758298774740427
