;number;text;x1;y1;x2;y2;fixations;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;y;diff_y;line;distance;pupil;fix_duration_avg;fix_distance
0;0;You;217;347;248;365;[];0.0;0.0;0;;;356.0;;1;327.913560557647;;;[]
1;1;are;257;351;284;365;[];0.0;0.0;0;;;358.0;2.0;1;292.5415375593586;;;[]
2;2;currently;292;346;371;370;[557, 558, 567, 598, 599];1.7469;0.469;5;12.7541;13.2044;358.0;0.0;1;206.6219291304619;12.98;0.3494;[23.09428382955398, 0.9132799999999861, 35.05344000000002, 6.883199999999988, 0.0]
3;3;living;380;346;425;370;[559];0.3398;0.3398;1;14.3144;14.2339;358.0;0.0;1;155.01126925999156;14.27;0.3398;[0.0]
4;4;on;434;351;454;365;[600];0.3235;0.3235;1;13.5301;14.2645;358.0;0.0;1;130.2425091803502;13.9;0.3235;[15.549120000000016]
5;5;the;462;346;490;365;[560];0.3557;0.3557;1;14.6824;15.7156;355.5;2.5;1;99.23889961901837;15.2;0.3557;[15.249507249744159]
6;6;cusp;498;351;537;370;[601];0.4041;0.4041;1;14.1186;14.2173;360.5;5.0;1;62.52767065542744;14.17;0.4041;[31.686080000000004]
7;7;of;545;346;562;365;[];0.0;0.0;0;;;355.5;5.0;1;58.265385930186724;;;[]
8;8;the;569;346;596;365;[562, 602];0.7766;0.3074;2;14.811;15.1212;355.5;0.0;1;57.59456;14.97;0.3883;[5.6633600000000115, 30.751359999999977]
9;9;singularity.;604;346;702;370;[561, 603, 604];1.1162;0.6633;3;14.1361;14.7494;358.0;2.5;1;62.18814676120843;14.44;0.3721;[3.6416000000000395, 21.228160000000003, 47.10464000000002]
10;10;In;712;347;728;365;[563];0.6305;0.6305;1;14.6568;15.456;356.0;2.0;1;152.47968781970138;15.06;0.6305;[13.053119999999979]
11;11;which;737;346;786;365;[597, 605];1.0187;0.2262;2;14.3659;13.5846;355.5;0.5;1;175.88136682887585;13.98;0.5093;[30.96640000000002, 20.603520000000003]
12;12;if;796;346;806;365;[];0.0;0.0;0;;;355.5;0.0;1;232.43271542016967;;;[]
13;13;all;813;346;831;365;[564, 606];1.4882;0.7765;2;13.404;13.6568;355.5;0.0;1;248.93819152069372;13.53;0.7441;[2.447999999999979, 25.784960000000012]
14;14;goes;840;351;880;370;[];0.0;0.0;0;;;360.5;5.0;1;274.27397542893783;;;[]
15;15;well;888;346;921;365;[565, 607];0.8251;0.5015;2;13.8413;14.3834;355.5;5.0;1;322.37063017215695;14.11;0.4125;[21.596799999999973, 7.557759999999973]
16;16;you;930;351;961;370;[];0.0;0.0;0;;;360.5;5.0;1;363.01423332645453;;;[]
17;17;may;970;351;1007;370;[566, 608];0.9216;0.4689;2;13.6563;14.6675;360.5;0.0;1;402.63389524181093;14.16;0.4608;[0.0, 0.0]
18;18;wind;1015;346;1054;365;[];0.0;0.0;0;;;355.5;5.0;1;447.9023991871372;;;[]
19;19;up;227;456;247;475;[];0.0;0.0;0;;;465.5;110.0;2;325.53452240521835;;;[]
20;20;living;256;450;301;475;[570, 609];0.744;0.097;2;11.662;13.0934;462.5;3.0;2;271.2042256263601;12.38;0.372;[35.74047999999999, 33.74367999999998]
21;21;in;311;451;324;470;[569];0.2102;0.2102;1;14.1172;14.4395;460.5;2.0;2;248.4451788173673;14.28;0.2102;[29.251765737445677]
22;22;material;333;450;404;470;[568, 571, 610];1.407;0.2264;3;14.4154;14.5178;460.0;0.5;2;169.0521694554483;14.47;0.469;[3.262080000000026, 0.0, 10.52224000000001]
23;23;abundance;413;450;510;470;[572, 611];0.793;0.3237;2;13.3572;13.453;460.0;0.0;2;66.70565191641263;13.41;0.3965;[8.259200000000021, 7.112320000000011]
24;24;and;518;450;548;470;[573, 612];1.0026;0.7274;2;13.7393;13.7347;460.0;0.0;2;35.65989340412561;13.74;0.5013;[0.0, 14.577279999999973]
25;25;enjoyment;557;451;653;475;[636];0.2106;0.2106;1;15.5168;16.0361;463.0;3.0;2;28.40544;15.78;0.2106;[28.40544]
26;26;far;660;450;684;470;[574, 613];1.1159;0.5176;2;13.4897;13.8591;460.0;3.0;2;93.29975347016516;13.67;0.5579;[0.0, 0.0]
27;27;beyond;692;450;755;475;[];0.0;0.0;0;;;462.5;2.5;2;124.2441950257379;;;[]
28;28;the;764;450;791;470;[575, 614];1.0515;0.5337;2;13.155;13.4319;460.0;2.5;2;195.11821031772917;13.29;0.5258;[0.0, 0.6800000000000637]
29;29;wildest;799;450;861;470;[];0.0;0.0;0;;;460.0;0.0;2;229.82383687858314;;;[]
30;30;dreams;869;450;934;470;[576, 615];0.9546;0.4691;2;13.9288;13.8363;460.0;0.0;2;299.44073870733354;13.88;0.4773;[0.0, 0.0]
31;31;of;942;450;959;470;[616];0.4044;0.4044;1;12.329;12.1241;460.0;0.0;2;372.1943309584303;12.23;0.4044;[11.617738518937315]
32;32;currently;966;450;1045;475;[577];0.6792;0.6792;1;13.7941;13.1853;462.5;2.5;2;396.13312408531755;13.49;0.6792;[3.5752490450876255]
33;33;living;218;555;263;580;[];0.0;0.0;0;;;567.5;105.0;3;335.0849002828889;;;[]
34;34;people.;273;555;336;580;[578, 579, 580, 617, 619, 620];1.8436;0.291;6;13.3678;14.2326;567.5;0.0;3;269.5732820544232;13.8;0.3073;[14.913279999999986, 17.64736000000005, 4.755199999999945, 47.22047999999995, 16.31456000000003, 20.75872000000004]
35;35;It;345;556;359;575;[618];0.4855;0.4855;1;14.1078;13.8004;565.5;2.0;3;250.3258462036903;13.95;0.4855;[2.9455999999999563]
36;36;is;367;556;379;575;[];0.0;0.0;0;;;565.5;0.0;3;233.6458629584389;;;[]
