;rejected;chosen;phi-1_5;roberta-base;bert-large-uncased;Meta-Llama-3-8B-Instruct;roberta-large;Mistral-7B-Instruct-v0.1;bert-base-cased;Eurus-RM-7b;UltraRM-13b;Llama-3.1-8B-Instruct;Llama-2-7b-hf;Mistral-7B-v0.1;Llama-3.1-8B;QRM-Llama3.1-8B;bert-base-uncased;Meta-Llama-3-8B;Llama-2-7b-chat-hf
1;0.2839621501480427;0.2930853090177219;0.1454817092789126;0.3379026806301044;0.3850247583278218;0.2247540809694718;0.3732590947355474;0.2835816173318397;0.3703161736352803;0.2591860126477413;0.2799095890102992;0.2254633323468456;0.3210015819833787;0.2616911488524261;0.2267810015698462;0.2260242535792512;0.4023756616245362;0.2167427130413743;0.3046304591744102
2;0.2826817209001062;0.241803307657568;0.1421318583617061;0.2202213720761634;0.2804168578944537;0.2069275761263396;0.2773045680169044;0.2050768694665707;0.2676831746212449;0.2494246390868749;0.2335613032795651;0.2008586547426854;0.24087269365056;0.2523729687628737;0.2135937645387392;0.2117140710240516;0.2721303109098218;0.2148405778466804;0.251531828347404
3;0.1478733725652882;0.2554030044873905;0.1455839310816154;0.2452180294413079;0.2995156053359717;0.2039412038068857;0.2848394690120165;0.2065283707690409;0.2994407821522775;0.2225774371057544;0.2162549403071415;0.2119135682324314;0.2500071539507728;0.2302566367579762;0.2221455124352951;0.2105002071172119;0.3052680860341216;0.2061030291758097;0.2459615298835831
4;0.2546288935814058;0.3159701436873669;0.237278742199566;0.2974835657851309;0.3628368672143732;0.2697871903439111;0.3244248021355052;0.3007754728511347;0.2999826975901264;0.2995471417729642;0.2785700320285767;0.2750923608391727;0.3041149083659865;0.2810180417108019;0.2773861228447631;0.279495050378321;0.3442198879327942;0.2708927780935953;0.3053921412884269
5;0.1173567214052486;0.3015678200535723;0.1476802817735585;0.2738681067916675;0.3204925978933423;0.2172189719280568;0.3078752605988599;0.2305186976918856;0.3074419225535931;0.2231798664298848;0.2079596727806065;0.2139975813283224;0.2284076633039678;0.2074686511333719;0.2128659595002372;0.2156216729762051;0.3385249651129581;0.2095013382570363;0.215050117084445
6;0.3059792215560417;0.2955719537692716;0.193738878121298;0.330080329772404;0.3581851286840918;0.275004175705846;0.3730953224179441;0.2856828150119444;0.37392129788401;0.2741366369363622;0.2643864217941042;0.2653709796643608;0.2956817240445951;0.2717313340220948;0.2585514216630387;0.2643031646562531;0.3774212637456904;0.2601375276856776;0.3045747621547622
7;0.2541276301567334;0.2042676635649389;0.1616899123571579;0.2984287495050039;0.3437731934336088;0.2148337873417321;0.3417408397052467;0.2284998595483969;0.3417507516072343;0.2266792218373581;0.228901842199494;0.2195838978842671;0.242583914502669;0.2501635319408528;0.2157479392551266;0.2191830223165981;0.3539453331089562;0.2373792747073939;0.2385836485896006
8;0.3762880316874311;0.1511815004711965;0.2811862846842697;0.1922642620062093;0.3031815150161769;0.2529504503486336;0.1930257676129104;0.2745120502956845;0.2165533382933873;0.2648500301026406;0.2587504413832925;0.2410806956139834;0.2720629088152774;0.2768818126123333;0.2352757566639034;0.2275415607229224;0.2969757233675766;0.2420274778050406;0.2481906066534209
mean;0.2528622177500372;0.2573563378386283;0.18184644973226052;0.2744333870009989;0.33167831547498;0.23317717957135958;0.30944564052936685;0.25189696912081216;0.3096362672921442;0.25244762323994757;0.24603678034788498;0.2316701338315086;0.2693415685771509;0.2539480157240913;0.2327934348088687;0.2317978753463518;0.33635765397955686;0.232203089576576;0.26423938664700664
std;0.08392247763573205;0.05664985407032445;0.051921366529803926;0.051791596065297124;0.03638084347144366;0.028502254826310636;0.05926376782351517;0.03836076308634539;0.052742507151706;0.02754212903219644;0.02800559612460565;0.026582446423878164;0.034132106186229604;0.024995324498428804;0.023494533614973938;0.025803707291148885;0.043199016340386844;0.02431225161067724;0.03542165808875308
