text;attention
To;0.0002889956395685312
the;0.08175270918191252
best;0.000277713578155813
of;0.11496053318830159
my;0.0003121433645102145
knowledge;0.00028855906682624
the;0.0003934889335394141
Tyrannosaurus;0.0006548222440484081
Rex;0.0003026332101231056
was;0.00028933480578602485
a;0.11394598006652751
theropod;0.00043130516946833367
dinosaur;0.00030000812745001614
that;0.0002743713221961849
lived;0.000280044352344297
from;0.00027898679139097885
the;0.00038610994151981284
Maastrichtian;0.0005965559275442087
age;0.00029346290059736174
of;0.11334463165849991
the;0.08891822965691583
Upper;0.11203133826498028
Cretaceous;0.00029654500612071917
period,;0.13587083236786635
68;0.00028688029679271615
to;0.0002916329927587738
66;0.00028995986048082495
million;0.0002887805045064786
years;0.00029036197638338456
ago.;0.10978145982914692
Although;0.0003133440096829185
some;0.0002869810598636969
soft;0.0002794093065276808
tissue;0.0002989657214250888
and;0.0002964445911633281
protein;0.000296660055905916
remains;0.0003025990113534558
have;0.00029085648367241097
been;0.00028819386118593366
found;0.00035579536733913844
there;0.0002879931839808755
are;0.0002847429439344697
no;0.0002850348973793326
reports;0.0003107074910099107
of;0.11429500974284496
any;0.0002878697201812479
poison;0.00033051717834812707
glands.;0.000413113536247506
So;0.0003045995087399306
I;0.000312540437739822
can;0.00029609622587178995
unfortunately;0.0002998219588903431
not;0.000281204502070491
answer;0.00030271342825380696
your;0.00029416264708701493
question.;0.0004062129030379955
