text;attention
Here;3.625491361440037e-05
is;3.5030288774306146e-05
a;3.453162603298034e-05
list;5.0892359391012305e-05
of;4.005411491055703e-05
the;4.356952009256437e-05
top;3.993851408999877e-05
5;3.6595026578119674e-05
cereal-producing;0.0003944596288569828
countries;5.5171875051931425e-05
for;3.993225619075499e-05
five;4.053451976081889e-05
different;3.0621355150875055e-05
types;3.784650597890637e-05
of;3.028154180380026e-05
cereal:;0.00015627440211696047
1.;5.155680160716941e-05
Wheat:;7.098502567993943e-05
-;2.9180292934719852e-05
China;3.2734592956128224e-05
-;2.5757518218254076e-05
India;3.266812102220251e-05
-;2.7628021646821285e-05
Russia;3.312007401266997e-05
-;3.1658755182662675e-05
United;2.608363882260488e-05
States;2.8597012524765656e-05
-;2.93843380185217e-05
Canada;3.244058881725416e-05
2.;4.877685811785795e-05
Rice:;7.432194933584482e-05
-;2.8747493854853196e-05
China;2.9376505295846565e-05
-;2.696961413280964e-05
India;3.188435265630128e-05
-;3.244466995736892e-05
Indonesia;3.7369305873761806e-05
-;3.619262561190477e-05
Bangladesh;3.5976237526169634e-05
-;3.913420863325856e-05
Vietnam;3.348496416670737e-05
3.;5.312625288513743e-05
Corn:;7.775421938616677e-05
-;2.9722891212793245e-05
United;2.6278671517031168e-05
States;2.7656608095899207e-05
-;2.8558964112515422e-05
China;3.0959370603855634e-05
-;2.9538865965417003e-05
Brazil;3.6611386213627166e-05
-;3.1180482399634917e-05
Argentina;3.414916331518424e-05
-;3.169681731271142e-05
Mexico;3.310353904588302e-05
4.;4.3454890044084516e-05
Barley:;6.925846398117575e-05
-;2.9305981096070882e-05
Russia;3.373639074351366e-05
-;3.0074592487857553e-05
Germany;3.427032615393682e-05
-;2.9127198869856232e-05
Canada;3.233901322841063e-05
-;2.8152381201585564e-05
France;2.8380993132279657e-05
-;3.0136739220383006e-05
Ukraine;3.6236405385252714e-05
5.;4.051366015972837e-05
Oats:;8.410879663956759e-05
-;2.9628353533449204e-05
Russia;3.057172327916599e-05
-;2.6855917071076687e-05
Canada;2.9819393673144478e-05
-;2.7094561388268698e-05
Australia;3.115026480616282e-05
-;2.949352303663083e-05
Poland;3.925955422656145e-05
-;3.112819274765736e-05
Finland;3.164896217813975e-05
Note;3.9966349694994285e-05
that;3.304633830968552e-05
these;3.72776580073228e-05
rankings;0.00012083395753318871
may;3.993013791526942e-05
vary;4.878379331328711e-05
depending;3.380791078486831e-05
on;3.172334536245796e-05
the;3.510692050733279e-05
year;4.8496153166008296e-05
and;2.927285918452176e-05
source;2.9061390746372994e-05
of;2.872030601507771e-05
data.;0.9961094273541085
