text;attention
The;5.224394669054689e-14
concept;4.845214201342217e-14
of;4.271345818986352e-14
"""consciousness""";1.4455565999773037e-13
is;4.177933710776594e-14
not;4.117626169271844e-14
yet;4.268624906025015e-14
well;4.0347881074594425e-14
understood.;0.9999999999967057
In;4.217597373187293e-14
fact,;4.374500656168158e-14
it;3.756737050876579e-14
has;3.8117626616117846e-14
not;3.8933361594343083e-14
even;3.834366741626504e-14
been;3.905936818845508e-14
agreed;4.145023044551846e-14
upon;4.094848736921407e-14
a;3.8680349479558856e-14
clear;4.0213836883252786e-14
definition.;5.1421808434179916e-14
Thus,;4.3017249096659795e-14
it;3.700953598705188e-14
is;3.659397636607144e-14
hard;4.056944110829026e-14
to;3.740244472288251e-14
say;3.803645978010153e-14
what;4.056894116358744e-14
leads;4.3807982233819434e-14
to;4.6161327482027716e-14
the;3.8470526469922314e-14
appearance;4.624300154751896e-14
of;3.986403393163144e-14
consciousness.;6.948837766848468e-14
However,;4.388297911845595e-14
consciousness;5.072742698085539e-14
is;3.98773600359896e-14
part;4.00688072373423e-14
of;3.9387191011219884e-14
cognition;7.672229049348443e-14
and;3.803322157803498e-14
therefore;3.7925360844795566e-14
likely;3.833426504129665e-14
has;4.0494952067164183e-14
its;3.820098654722153e-14
origin;4.140515122324183e-14
in;4.149065043868268e-14
the;3.846353224199277e-14
brain.;5.279945693507016e-14
Therefore,;4.2386096463989814e-14
if;3.8979114029737964e-14
there;3.812244978290428e-14
is;3.850603252060269e-14
a;3.8298891409028806e-14
molecular;5.231522527063845e-14
basis,;4.6533562332050223e-14
it;3.7476679608281304e-14
is;3.688370337689286e-14
probably;3.8172068484640714e-14
one;3.7335153453464837e-14
found;3.825033242439013e-14
in;3.855988597567794e-14
the;3.697438765665934e-14
brain.;4.3209821973733456e-14
Would;3.762627121898306e-14
you;3.8092492807349184e-14
like;3.9142202222159796e-14
to;3.6833989647381246e-14
know;3.796320399189088e-14
more;3.808107140345332e-14
about;3.947421232356815e-14
the;3.879289848568478e-14
basics;4.034647031240725e-14
of;3.669388280151735e-14
how;3.8116345520641856e-14
the;3.625579844026679e-14
brain;3.739624580605595e-14
works?;3.8008552766684507e-14
