;number;text;x1;y1;x2;y2;fixations;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;y;diff_y;line;distance;pupil;fix_duration_avg;fix_distance
0;0;I'm;35;404;76;422;[];0.0;0.0;0;;;413.0;;1;549.7968259092314;;;[]
1;1;sorry,;95;408;176;427;[911];0.4207;0.4207;1;18.7878;18.4674;417.5;4.5;1;464.2843001651743;18.63;0.4207;[0.0]
2;2;I;200;404;209;422;[];0.0;0.0;0;;;413.0;4.5;1;441.7085312509434;;;[]
3;3;don't;229;403;300;422;[];0.0;0.0;0;;;412.5;0.5;1;377.04575343035714;;;[]
4;4;have;319;403;375;422;[912];0.2266;0.2266;1;20.3093;20.1043;412.5;0.0;1;333.13543819273514;20.21;0.2266;[0.0]
5;5;the;394;403;435;422;[];0.0;0.0;0;;;412.5;0.0;1;306.8090549183085;;;[]
6;6;ability;454;403;556;427;[913];0.2429;0.2429;1;18.4924;18.9143;415.0;2.5;1;281.25984000000005;18.7;0.2429;[27.46848]
7;7;to;574;405;600;422;[];0.0;0.0;0;;;413.5;1.5;1;287.6854716176429;;;[]
8;8;recall;622;403;704;422;[914];0.3074;0.3074;1;19.3694;19.9606;412.5;1.0;1;296.3325688814269;19.66;0.3074;[12.364480000000015]
9;9;specific;725;403;840;427;[915, 918];0.4531;0.2588;2;19.3363;19.1262;415.0;2.5;1;333.7139220647913;19.23;0.2266;[4.987379697757081, 13.739840000000015]
10;10;events;859;405;945;422;[];0.0;0.0;0;;;413.5;1.5;1;424.6088394980321;;;[]
11;11;that;964;403;1020;422;[];0.0;0.0;0;;;412.5;1.0;1;507.1239242826802;;;[]
12;12;took;1039;403;1096;422;[916, 917];0.5334;0.2102;2;18.229;17.2305;412.5;0.0;1;570.6052879003712;17.73;0.2667;[8.638400000000047, 8.985599999999977]
13;13;place;1114;403;1185;427;[];0.0;0.0;0;;;415.0;2.5;1;634.3646555254048;;;[]
14;14;on;1204;408;1230;422;[];0.0;0.0;0;;;415.0;0.0;1;718.1260185927437;;;[]
15;15;a;41;507;52;521;[];0.0;0.0;0;;;514.0;99.0;2;527.735796644368;;;[]
16;16;certain;71;502;172;521;[919];0.3235;0.3235;1;19.7705;18.4154;511.5;2.5;2;417.7202689119426;19.09;0.3235;[0.0]
17;17;date;191;502;247;521;[];0.0;0.0;0;;;511.5;0.0;2;352.2867341525446;;;[]
18;18;as;266;507;292;521;[920];0.4045;0.4045;1;18.6704;18.3161;514.0;2.5;2;315.07995026638184;18.49;0.4045;[2.5092999705894297]
19;19;my;310;507;338;526;[];0.0;0.0;0;;;516.5;2.5;2;276.1003771454607;;;[]
20;20;training;356;502;473;526;[921];0.2427;0.2427;1;17.9393;17.5383;514.0;2.5;2;196.11148426307327;17.74;0.2427;[28.379520000000014]
21;21;data;491;502;547;521;[];0.0;0.0;0;;;511.5;2.5;2;187.25984000000005;;;[]
22;22;only;566;502;623;526;[922];0.2913;0.2913;1;17.9127;18.1398;514.0;2.5;2;183.4208468518931;18.03;0.2913;[44.323199999999986]
23;23;goes;640;506;697;526;[];0.0;0.0;0;;;516.0;2.0;2;205.3502312145414;;;[]
24;24;up;716;507;743;526;[];0.0;0.0;0;;;516.5;0.5;2;249.64904778481653;;;[]
25;25;until;761;502;831;521;[];0.0;0.0;0;;;511.5;5.0;2;285.57254325278825;;;[]
26;26;2021;851;503;907;521;[];0.0;0.0;0;;;512.0;0.5;2;358.41392475720806;;;[]
27;27;and;926;502;967;521;[923];0.2754;0.2754;1;18.4941;18.5477;511.5;0.5;2;424.1771581071588;18.52;0.2754;[34.15487999999999]
28;28;I;987;503;996;521;[];0.0;0.0;0;;;512.0;0.5;2;479.6676422898105;;;[]
29;29;don't;1016;502;1087;521;[924];0.2588;0.2588;1;15.8567;15.9428;511.5;0.5;2;506.4929668414613;15.9;0.2588;[1.5247999999999138]
30;30;have;1106;502;1162;521;[];0.0;0.0;0;;;511.5;0.0;2;591.0532881727887;;;[]
31;31;the;1181;502;1222;521;[];0.0;0.0;0;;;511.5;0.0;2;662.6158083383353;;;[]
32;32;ability;222;601;323;625;[];0.0;0.0;0;;;613.0;101.5;3;237.4696316160566;;;[]
33;33;to;342;603;368;620;[925, 930];0.5334;0.2588;2;18.4764;18.0573;611.5;1.5;3;198.13847768635355;18.27;0.2667;[0.2838400000000547, 10.769599999999969]
34;34;store;387;603;458;620;[929];0.2268;0.2268;1;19.7266;18.9183;611.5;0.0;3;124.20837467685348;19.32;0.2268;[0.0]
35;35;information;477;601;637;620;[926, 931, 934];0.469;0.0803;3;17.3102;15.0587;610.5;1.0;3;88.25984000000005;16.18;0.1563;[0.0, 27.37567999999999, 88.25984000000005]
36;36;from;657;602;714;620;[932];0.2104;0.2104;1;19.3325;18.331;611.0;0.5;3;142.28643905820962;18.83;0.2104;[8.03904]
37;37;previous;732;601;847;625;[927, 933];0.3233;0.2427;2;17.7739;16.5478;613.0;2.0;3;204.33685996379995;17.16;0.1616;[0.46496000000001914, 39.21312]
38;38;interactions.;867;601;1054;620;[928];0.2747;0.2747;1;16.1321;14.0913;610.5;2.5;3;333.4957971847105;15.11;0.2747;[0.0]
