number;fix_duration;first_fix_duration;fix_number;fix_duration_n;first_fix_duration_n;fix_number_n;text
0;0.09726666666666667;0.09726666666666667;0.3333333333333333;0.00830480158696277;0.010604392209878293;0.008547008547008546;Your
1;0.2156;0.2156;0.6666666666666666;0.02104420754267498;0.027292357006973456;0.018648018648018648;runny
2;0.0808;0.0808;0.3333333333333333;0.008779745735086386;0.011511283337132437;0.010101010101010102;nose
3;0.19416666666666668;0.19416666666666668;0.6666666666666666;0.018586449498726742;0.02405377931148403;0.018648018648018648;will
4;0.0;0.0;0.0;0.0;0.0;0.0;likely
5;0.35603333333333337;0.2858;1.3333333333333333;0.0348429917971222;0.03481078563636306;0.03800828800828801;stop
6;0.1562;0.1562;0.6666666666666666;0.015307826067590994;0.0194235268058492;0.01936026936026936;on
7;0.17253333333333332;0.17253333333333332;0.3333333333333333;0.015413845063460012;0.018914188199095947;0.009259259259259259;its
8;0.4528666666666667;0.3073666666666666;1.6666666666666667;0.0433557601199791;0.0368170017414948;0.046555296555296555;own.
9;0.33966666666666673;0.2587333333333333;1.3333333333333333;0.03302561744311191;0.030790301255770813;0.03800828800828801;Generally,
10;0.1726;0.1726;0.6666666666666666;0.017087921481347884;0.021756691394586344;0.01936026936026936;it
11;0.14543333333333333;0.14543333333333333;0.6666666666666666;0.013544809741864882;0.0174754407388026;0.018648018648018648;doesn’t
12;0.15636666666666665;0.15636666666666665;0.6666666666666666;0.015324003918234408;0.01944398719277797;0.01936026936026936;need
13;0.4529;0.29116666666666663;1.6666666666666667;0.04286634890065561;0.03433280458148925;0.04726754726754726;treatment.
14;0.3020333333333333;0.3020333333333333;1.0;0.028034320257724885;0.035689608244249604;0.02790727790727791;But,
15;0.0;0.0;0.0;0.0;0.0;0.0;there
16;0.17789999999999997;0.17789999999999997;0.3333333333333333;0.015189419489246162;0.019395353401000837;0.008547008547008546;are
17;0.3665;0.30716666666666664;1.3333333333333333;0.034041296014929334;0.03680815912831074;0.03645428645428645;exceptions.
18;0.0;0.0;0.0;0.0;0.0;0.0;If
19;0.44216666666666665;0.2912666666666667;1.6666666666666667;0.04253119348698745;0.03576474002916555;0.046555296555296555;treatment
20;0.0;0.0;0.0;0.0;0.0;0.0;is
21;0.31816666666666665;0.31816666666666665;1.0;0.02978930398482785;0.03799134981765819;0.02790727790727791;necessary,
22;0.10246666666666666;0.10246666666666666;0.3333333333333333;0.008748786867143097;0.011171316536383097;0.008547008547008546;your
23;0.3506;0.19410000000000002;1.0;0.03288516747737095;0.02393522532348269;0.028619528619528618;primary
24;0.10253333333333332;0.10253333333333332;0.3333333333333333;0.008754478986119767;0.011178584796979309;0.008547008547008546;healthcare
25;0.6739333333333333;0.3289666666666667;2.0;0.06819807047362568;0.03900773565346027;0.05821030821030821;provider
26;0.10246666666666666;0.10246666666666666;0.3333333333333333;0.00915420396543201;0.011233039900313166;0.009259259259259259;can
27;0.07006666666666667;0.07006666666666667;0.3333333333333333;0.006259641098028005;0.007681148298782783;0.009259259259259259;help.
28;0.10773333333333333;0.10773333333333333;0.3333333333333333;0.009624719328652004;0.011810404996035181;0.009259259259259259;If
29;0.0;0.0;0.0;0.0;0.0;0.0;it
30;0.1727;0.0971;0.6666666666666666;0.014745434209065838;0.010586221558387754;0.017094017094017092;turns
31;0.0;0.0;0.0;0.0;0.0;0.0;out
32;0.20483333333333334;0.20483333333333334;0.6666666666666666;0.020124154380114515;0.026117418171718282;0.018648018648018648;that
33;0.11856666666666667;0.11856666666666667;0.3333333333333333;0.010592551563123507;0.012998023072678574;0.009259259259259259;your
34;0.1565;0.09173333333333333;0.6666666666666666;0.01336224929773482;0.010001126580392414;0.017094017094017092;runny
35;0.13470000000000001;0.13470000000000001;0.3333333333333333;0.014636531565793766;0.019190221107818553;0.010101010101010102;nose
36;0.10246666666666666;0.10246666666666666;0.3333333333333333;0.00915420396543201;0.011233039900313166;0.009259259259259259;is
37;0.0;0.0;0.0;0.0;0.0;0.0;a
38;0.29109999999999997;0.18866666666666665;1.0;0.025324151132293166;0.020640659327104544;0.02635327635327635;symptom
39;0.0;0.0;0.0;0.0;0.0;0.0;of
40;0.0;0.0;0.0;0.0;0.0;0.0;a
41;0.13476666666666667;0.13476666666666667;0.3333333333333333;0.014643775580426672;0.01919971886634754;0.010101010101010102;more
