number;fix_duration;first_fix_duration;fix_number;fix_duration_n;first_fix_duration_n;fix_number_n;text
0;0.0;0.0;0.0;0.0;0.0;0.0;There
1;0.1859;0.1859;0.5;0.01572186091354245;0.02316828474931143;0.012195121951219513;are
2;0.15365;0.15365;0.5;0.01388876334415027;0.02322610877649122;0.014285714285714285;a
3;0.0;0.0;0.0;0.0;0.0;0.0;few
4;0.12135;0.12135;0.5;0.01026276396911445;0.015123568339585487;0.012195121951219513;alternatives
5;0.0;0.0;0.0;0.0;0.0;0.0;to
6;0.80035;0.21815;1.5;0.07234540671975703;0.03297608610212535;0.04285714285714286;OpenAI
7;0.6470499999999999;0.2508;2.0;0.057781949716070494;0.03469154608847445;0.05505226480836237;GPT-3:
8;0.46904999999999997;0.34785;1.5;0.04103353407668012;0.04957546566157473;0.03867595818815331;GPT-J,
9;0.40445;0.28315;1.5;0.035665375513521405;0.03872723158359937;0.04076655052264808;GPT-Neo,
10;0.6386000000000001;0.22644999999999998;2.5;0.05527806438810359;0.030797135842096653;0.06515679442508711;BigScience
11;0.4043;0.178;1.5;0.03654557123358252;0.026906914169967048;0.04285714285714286;BLOOM.
12;0.6548499999999999;0.3556;2.0;0.05825185635407208;0.04946136523298028;0.05505226480836237;However,
13;0.0;0.0;0.0;0.0;0.0;0.0;none
14;0.29905;0.1698;1.0;0.025291137741769065;0.021161779184685748;0.024390243902439025;of
15;0.08885;0.08885;0.5;0.008031348019054679;0.013430782719109956;0.014285714285714285;them
16;0.1376;0.1376;0.5;0.011637052510508021;0.017148768055434388;0.012195121951219513;is
17;0.0;0.0;0.0;0.0;0.0;0.0;fully
18;0.39635;0.12135;1.5;0.03351995466962103;0.015123568339585487;0.036585365853658534;chatbot
19;0.1942;0.09705;1.0;0.016423805214685012;0.012095115841423745;0.024390243902439025;application.
20;0.0;0.0;0.0;0.0;0.0;0.0;But
21;0.0;0.0;0.0;0.0;0.0;0.0;as
22;0.64695;0.33165;2.0;0.055796231590284115;0.04626823452097122;0.05087108013937282;they
23;0.49355;0.1537;2.0;0.04174031443721827;0.01915527362006007;0.04878048780487805;are
24;0.3477;0.3477;1.0;0.030253317944375316;0.04719783096091246;0.0264808362369338;open
25;0.05665;0.05665;0.5;0.00512071879886829;0.008563352178250749;0.014285714285714285;source
26;0.16175;0.16175;0.5;0.013679456712025235;0.02015852640237291;0.012195121951219513;models,
27;0.0;0.0;0.0;0.0;0.0;0.0;they
28;0.09705;0.09705;0.5;0.00877256415587233;0.014670314720198327;0.014285714285714285;can
29;0.12135;0.12135;0.5;0.01026276396911445;0.015123568339585487;0.012195121951219513;be
30;0.0;0.0;0.0;0.0;0.0;0.0;tuned
31;0.0727;0.0727;0.5;0.006571513798371133;0.010989509326722498;0.014285714285714285;for
32;0.26685;0.1051;1.0;0.022567932139746113;0.013098368623736586;0.024390243902439025;this
33;0.37195;0.20215;1.0;0.031456407567466996;0.02519348446516033;0.024390243902439025;task.
34;0.35585;0.35585;0.5;0.030094804766455516;0.044348758085220395;0.012195121951219513;I,
35;0.11355;0.11355;0.5;0.009603105469245535;0.014151472475978014;0.012195121951219513;Open
36;0.14565;0.14565;0.5;0.01231785391101376;0.018152020837747227;0.012195121951219513;Assistant,
37;0.0;0.0;0.0;0.0;0.0;0.0;am
38;0.0;0.0;0.0;0.0;0.0;0.0;also
39;0.1455;0.1455;0.5;0.013152066817922968;0.021994134897360705;0.014285714285714285;open
40;0.4854;0.17805;1.5;0.04387637961113271;0.026914472291924906;0.04285714285714286;source
41;0.49355000000000004;0.3237;1.5;0.04362328153274224;0.04441904487988234;0.04076655052264808;alternative
42;0.0;0.0;0.0;0.0;0.0;0.0;to
43;0.1133;0.1133;0.5;0.009581962568608712;0.014120315557272646;0.012195121951219513;ChatGPT,
44;0.2912;0.2912;1.0;0.02542845752637518;0.03994408921881418;0.0264808362369338;trained
45;0.20215;0.20215;0.5;0.01827278561679126;0.030557487075611456;0.014285714285714285;specifically
46;0.2183;0.2183;0.5;0.019732619837474805;0.03299876046799891;0.014285714285714285;to
47;0.09705;0.09705;0.5;0.008207674027215141;0.012095115841423745;0.012195121951219513;be
48;0.0;0.0;0.0;0.0;0.0;0.0;your
49;0.2912;0.2912;1.0;0.02538072853044536;0.03972650415126187;0.0264808362369338;personal
50;0.25880000000000003;0.25880000000000003;1.0;0.02282861428700236;0.036545640375087625;0.0264808362369338;assistant.
