text;attention
There;0.9997993505651835
are;6.79853700762384e-08
many;7.137835497487001e-08
types;6.74155038655299e-08
of;6.657863123526381e-08
machinery;1.0378868547701235e-07
that;6.894136869024816e-08
is;6.91490972722629e-08
useful;6.604103227300625e-08
for;7.126016983142395e-08
confectionary;1.0922454962229989e-07
businesses.;0.00019912399783272993
Can;7.86814769243335e-08
you;6.583333417072255e-08
tell;6.261904863093282e-08
me;6.206506530523749e-08
what;6.199224164681999e-08
types;6.10765095757776e-08
of;6.11876978890302e-08
confectionary;7.135709105344359e-08
products;6.323064787625962e-08
this;5.907375748925897e-08
business;5.918807387242704e-08
produces?;5.736927575956616e-08
