;number;text;x1;y1;x2;y2;fixations;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;y;diff_y;line;distance;pupil;fix_duration_avg;fix_distance
0;0;I;219;451;224;470;[];0.0;0.0;0;;;460.5;;1;489.4389865557079;;;[]
1;1;could;232;450;278;470;[3269.0];0.5182;0.5182;1;11.8011;14.0355;460.0;0.5;1;436.8991681849239;12.92;0.5182;[10.714240000000018]
2;2;not;287;452;315;470;[];0.0;0.0;0;;;461.0;1.0;1;401.1236317654177;;;[]
3;3;become;323;450;391;470;[3270.0];0.2913;0.2913;1;11.6862;13.3876;460.0;1.0;1;328.4907279675918;12.54;0.2913;[24.407164482585877]
4;4;an;399;455;419;470;[];0.0;0.0;0;;;462.5;2.5;1;302.1490518943894;;;[]
5;5;animal;428;450;485;470;[];0.0;0.0;0;;;460.0;2.5;1;241.53868419091467;;;[]
6;6;because;495;450;566;470;[3271.0];0.2595;0.2595;1;11.2168;14.3801;460.0;0.0;1;172.64263193278308;12.8;0.2595;[21.916800000000023]
7;7;I’m;574;450;602;470;[];0.0;0.0;0;;;460.0;0.0;1;146.0652346065908;;;[]
8;8;an;611;455;630;470;[3272.0];0.3718;0.3718;1;8.8002;11.7195;462.5;2.5;1;128.60382560669962;10.26;0.3718;[10.327999999999975]
9;9;AI.;638;451;662;470;[];0.0;0.0;0;;;460.5;2.0;1;113.9196065683094;;;[]
10;10;However,;673;451;755;475;[3273.0, 3276.0];0.5338;0.3398;2;9.376;11.16;463.0;2.5;1;101.79872;10.27;0.2669;[31.661760000000015, 4.878853635845172]
11;11;I;764;451;769;470;[];0.0;0.0;0;;;460.5;2.5;1;123.66946899165694;;;[]
12;12;can;778;455;807;470;[];0.0;0.0;0;;;462.5;2.0;1;131.28626417366897;;;[]
13;13;pretend;816;450;883;475;[3274.0];0.3232;0.3232;1;10.5625;12.664;462.5;0.0;1;153.1015713853989;11.61;0.3232;[24.026239999999973]
14;14;to;892;452;908;470;[];0.0;0.0;0;;;461.0;1.5;1;218.26834117818916;;;[]
15;15;be;917;450;937;470;[];0.0;0.0;0;;;460.0;1.0;1;240.3826715066591;;;[]
16;16;an;945;455;964;470;[3275.0];0.3882;0.3882;1;9.9831;10.9129;462.5;2.5;1;265.75876271663816;10.45;0.3882;[5.029842299873764]
17;17;animal;973;450;1031;470;[];0.0;0.0;0;;;460.0;2.5;1;291.61551940985305;;;[]
18;18;of;1040;450;1057;470;[];0.0;0.0;0;;;460.0;0.0;1;354.81010126640757;;;[]
19;19;your;534;560;574;580;[];0.0;0.0;0;;;570.0;110.0;2;127.64480000000003;;;[]
20;20;choice;581;555;636;575;[3277.0];0.259;0.259;1;10.9281;12.6427;565.0;5.0;2;65.6694385591837;11.79;0.259;[0.0]
21;21;if;644;555;655;575;[];0.0;0.0;0;;;565.0;0.0;2;46.679468299011326;;;[]
22;22;you;661;560;692;580;[];0.0;0.0;0;;;570.0;5.0;2;9.644800000000032;;;[]
23;23;wish.;701;555;745;575;[3278.0];0.2264;0.2264;1;10.7435;7.915;565.0;5.0;2;1.798720000000003;9.33;0.2264;[1.798720000000003]
