;number;text;x1;y1;x2;y2;fixations;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;y;diff_y;line;distance;pupil;fix_duration_avg;fix_distance
0;0;If;50;454;76;472;[];0.0;0.0;0;;;463.0;;1;294.81600000000003;;;[]
1;1;we;93;458;121;472;[];0.0;0.0;0;;;465.0;2.0;1;249.83921004837015;;;[]
2;2;assume;140;458;226;472;[2472, 2494];0.7119;0.3723;2;15.1564;15.4258;465.0;0.0;1;144.85603500577258;15.29;0.356;[17.564160000000015, 56.57152000000002]
3;3;that;245;453;300;472;[2473, 2511];0.5337;0.2749;2;16.6171;16.4031;462.5;2.5;1;70.81600000000003;16.51;0.2668;[23.411200000000008, 0.0]
4;4;Pluto;319;453;391;472;[2474, 2495, 2501, 2513];1.5046;0.2266;4;15.9694;15.2709;462.5;0.0;1;0.0;15.62;0.3762;[18.379743950164254, 1.3545599999999922, 22.04928000000001, 0.0]
5;5;is;410;453;435;472;[2512];0.5337;0.5337;1;17.8155;17.4958;462.5;0.0;1;39.18399999999997;17.66;0.5337;[0.0]
6;6;a;455;458;466;472;[2509];0.1455;0.1455;1;7.936;13.7466;465.0;2.5;1;84.25285085736621;10.84;0.1455;[34.82035778757018]
7;7;planet,;484;453;582;477;[2475, 2493, 2500];0.5823;0.259;3;18.1822;16.282;465.0;0.0;1;113.18399999999997;17.23;0.1941;[0.0, 79.16832, 37.467840000000024]
8;8;then;605;453;660;472;[2496, 2510];0.469;0.1941;2;17.3985;17.355;462.5;2.5;1;234.18399999999997;17.38;0.2345;[35.59679999999997, 64.27904000000001]
9;9;together;680;453;796;477;[2478];0.2588;0.2588;1;16.8609;16.3939;465.0;2.5;1;309.18399999999997;16.63;0.2588;[11.472738256859177]
10;10;with;813;453;870;472;[2477, 2479];0.5176;0.2913;2;16.885;16.6596;462.5;2.5;1;442.18399999999997;16.77;0.2588;[17.651006145418474, 28.84863999999999]
11;11;Mercury,;889;454;1002;477;[2481, 2497, 2507, 2508];0.8892;0.0972;4;17.1422;17.6063;465.5;3.0;1;518.184;17.37;0.2223;[0.0, 45.35263999999995, 7.904639999999972, 2.5081599999999753]
12;12;Venus,;1023;454;1107;475;[2480];0.0808;0.0808;1;21.0475;22.9747;464.5;1.0;1;652.184;22.01;0.0808;[1.391999999999996]
13;13;Earth,;1130;453;1212;475;[2506];0.3879;0.3879;1;17.9382;17.7503;464.0;0.5;1;759.184;17.84;0.3879;[28.879680000000008]
14;14;Mars,;101;553;169;574;[];0.0;0.0;0;;;563.5;99.5;2;224.5291261230792;;;[]
15;15;Jupiter,;192;552;304;576;[2482, 2483, 2484, 2502];1.2295;0.2752;4;16.4332;16.4952;564.0;0.5;2;118.11942091626425;16.46;0.3074;[3.27679999999998, 6.914560000000051, 34.53777300058592, 9.341440000000034]
16;16;Saturn,;327;553;424;574;[2503];0.291;0.291;1;16.1142;16.7635;563.5;0.5;2;98.40544;16.44;0.291;[16.59807999999998]
17;17;Uranus;447;553;533;571;[2485, 2504];0.6958;0.4368;2;16.8425;17.032;562.0;1.5;2;124.44931690288057;16.94;0.3479;[30.350400000000036, 0.0]
18;18;and;552;552;593;571;[2498];0.5178;0.5178;1;16.0493;16.2163;561.5;0.5;2;205.70722300783117;16.13;0.5178;[4.748800000000074]
19;19;Neptune,;612;553;724;576;[2486, 2499];0.5501;0.2588;2;12.2157;13.6132;564.5;3.0;2;260.4867606570314;12.91;0.275;[0.0, 2.805759999999964]
20;20;it;748;552;773;571;[2487, 2505];0.5659;0.3718;2;17.1799;17.1059;561.5;3.0;2;389.5581979596804;17.14;0.283;[6.156962991605427, 9.013760000000048]
21;21;would;790;552;863;571;[2488];0.3557;0.3557;1;18.2027;16.1625;561.5;0.0;2;430.35223433554233;17.18;0.3557;[0.0]
22;22;be;882;552;908;571;[];0.0;0.0;0;;;561.5;0.0;2;520.3814962098418;;;[]
23;23;the;927;552;968;571;[2489];0.3074;0.3074;1;16.5884;15.2536;561.5;0.0;2;564.6489720149976;15.92;0.3074;[0.0]
24;24;ninth;987;552;1058;571;[2490, 2491, 2492];1.019;0.3235;3;17.8012;17.1;561.5;0.0;2;623.8353481469237;17.45;0.3397;[2.060799999999972, 3.5251200000000154, 9.68992000000003]
25;25;planet.;1077;552;1174;576;[];0.0;0.0;0;;;564.0;2.5;2;712.8700173226488;;;[]
