;number;text;x1;y1;x2;y2;fixations;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;y;diff_y;line;distance;pupil;fix_duration_avg;fix_distance
0;0;The;41;453;83;472;[3313.0];0.2427;0.2427;1;17.4266;17.5752;462.5;;1;994.5357538110685;17.5;0.2427;[91.85568]
1;1;winner;100;453;188;472;[3314.0];0.2424;0.2424;1;16.7654;17.0581;462.5;0.0;1;889.8053796244155;16.91;0.2424;[98.15328]
2;2;of;207;454;233;472;[];0.0;0.0;0;;;463.0;0.5;1;844.9414214065672;;;[]
3;3;the;252;453;293;472;[];0.0;0.0;0;;;462.5;0.5;1;785.1470318408841;;;[]
4;4;Super;312;454;383;477;[3315.0];0.2104;0.2104;1;15.5508;15.4119;465.5;3.0;1;695.0553434141416;15.48;0.2104;[18.973575022119576]
5;5;Bowl;402;453;457;472;[];0.0;0.0;0;;;462.5;3.0;1;621.9111415697184;;;[]
6;6;in;478;453;503;472;[3312.0, 3316.0];0.5337;0.2102;2;16.0249;15.6175;462.5;0.0;1;576.2033995114489;15.82;0.2669;[12.884479999999996, 6.6784000000000106]
7;7;1987,;522;454;589;475;[];0.0;0.0;0;;;464.5;2.0;1;490.493549487198;;;[]
8;8;also;612;453;668;472;[3317.0];0.2266;0.2266;1;16.6274;14.7328;462.5;2.0;1;412.78621780353853;15.68;0.2266;[0.0]
9;9;known;688;453;758;472;[3318.0];0.3074;0.3074;1;16.2564;14.6378;462.5;0.0;1;324.32583247183743;15.45;0.3074;[9.945600000000013]
10;10;as;777;458;803;472;[];0.0;0.0;0;;;465.0;2.5;1;280.46325536253477;;;[]
11;11;Super;822;454;893;477;[3319.0];0.3235;0.3235;1;17.051;15.9263;465.5;0.5;1;192.62841537153955;16.49;0.3235;[14.41332361393447]
12;12;Bowl;912;453;967;472;[3320.0];0.2585;0.2585;1;16.8298;15.1502;462.5;3.0;1;127.50389801316032;15.99;0.2585;[7.897919999999999]
13;13;XXI,;986;454;1039;475;[3321.0];0.291;0.291;1;16.0849;7.2734;464.5;2.0;1;73.8772095341344;11.68;0.291;[45.00768000000005]
14;14;was;1060;458;1103;472;[3323.0];0.3235;0.3235;1;14.0215;13.9175;465.0;0.5;1;67.37152000000003;13.97;0.3235;[0.0]
15;15;the;1122;453;1163;472;[3322.0];0.259;0.259;1;16.2839;15.396;462.5;2.5;1;82.00226831344612;15.84;0.259;[8.522559999999999]
16;16;New;1182;454;1225;472;[];0.0;0.0;0;;;463.0;0.5;1;126.23085204715375;;;[]
17;17;York;131;552;188;571;[];0.0;0.0;0;;;561.5;98.5;2;887.3410676896175;;;[]
18;18;Giants.;206;552;304;571;[3324.0, 3325.0];0.6956;0.3882;2;14.9543;15.1684;561.5;0.0;2;771.3545825420047;15.06;0.3478;[0.6784000000000106, 5.696320000000014]
19;19;They;326;552;383;576;[];0.0;0.0;0;;;564.0;2.5;2;692.3663787392844;;;[]
20;20;defeated;401;552;518;571;[3326.0, 3327.0];0.6636;0.3879;2;14.2691;14.4188;561.5;2.5;2;557.3942755433987;14.34;0.3318;[0.0, 24.21024]
21;21;the;537;552;578;571;[];0.0;0.0;0;;;561.5;0.0;2;497.41153425363024;;;[]
22;22;Denver;597;553;683;571;[3328.0, 3331.0];0.501;0.145;2;15.4822;14.9223;562.0;0.5;2;392.487884358932;15.2;0.2505;[30.01631999999995, 0.0]
23;23;Broncos;702;553;803;571;[3329.0, 3330.0];0.5828;0.324;2;15.1612;14.8627;562.0;0.0;2;272.59209703979013;15.01;0.2914;[20.50976000000003, 0.0]
24;24;with;820;552;878;571;[];0.0;0.0;0;;;561.5;0.5;2;197.6550389151523;;;[]
25;25;a;897;557;908;571;[];0.0;0.0;0;;;564.0;2.5;2;168.17766560560406;;;[]
26;26;score;928;557;998;571;[3332.0];0.5498;0.5498;1;15.7565;15.73;564.0;0.0;2;79.23705704120003;15.74;0.5498;[0.0]
27;27;of;1017;553;1043;571;[];0.0;0.0;0;;;562.0;2.0;2;35.012503031779865;;;[]
28;28;39-20.;1062;553;1144;571;[3333.0];0.3721;0.3721;1;18.5632;17.6127;562.0;0.0;2;13.628479999999968;18.09;0.3721;[13.628479999999968]
