number;fix_duration;first_fix_duration;fix_number;fix_duration_n;first_fix_duration_n;fix_number_n;text
0;0.0;0.0;0.0;0.0;0.0;0.0;Sorry,
1;0.36405;0.36405;1.0;0.07725215206719419;0.09488900529797026;0.06944444444444445;but
2;0.0;0.0;0.0;0.0;0.0;0.0;from
3;0.2667;0.2667;1.0;0.07052344219317289;0.08922513847233883;0.06944444444444445;your
4;0.2427;0.2427;0.5;0.03298181719348789;0.03705343511450381;0.027777777777777776;message
5;0.0;0.0;0.0;0.0;0.0;0.0;I
6;0.0;0.0;0.0;0.0;0.0;0.0;do
7;0.28325;0.28325;1.0;0.06789697973553555;0.08485280958392881;0.06944444444444445;not
8;0.38844999999999996;0.267;1.5;0.10180634062897007;0.07542999588757314;0.1111111111111111;understand
9;0.3882;0.275;1.5;0.09522118666850787;0.06973803974765962;0.1111111111111111;exactly
10;0.1212;0.1212;0.5;0.04093903056916062;0.05312760268268093;0.041666666666666664;what
11;0.4043;0.29935;1.5;0.10062917442610513;0.08036892718528307;0.1111111111111111;is
12;0.12135;0.12135;0.5;0.04098969768620166;0.0531933546661991;0.041666666666666664;meant
13;0.1697;0.1697;0.5;0.023061451906612667;0.025908396946564882;0.027777777777777776;by
14;0.0;0.0;0.0;0.0;0.0;0.0;a
15;0.73585;0.33155;2.0;0.0999986410458511;0.050618320610687016;0.1111111111111111;magic
16;0.0;0.0;0.0;0.0;0.0;0.0;system.
17;0.0;0.0;0.0;0.0;0.0;0.0;Can
18;0.2345;0.2345;0.5;0.031867474791400535;0.03580152671755724;0.027777777777777776;you
19;0.0;0.0;0.0;0.0;0.0;0.0;provide
20;0.0;0.0;0.0;0.0;0.0;0.0;more
21;0.19395;0.19395;0.5;0.026356915717663684;0.02961068702290076;0.027777777777777776;information
22;0.0;0.0;0.0;0.0;0.0;0.0;on
23;0.22645;0.22645;0.5;0.03077351670154649;0.034572519083969466;0.027777777777777776;what
24;0.3557;0.3557;1.0;0.06957633951440274;0.0843583325832365;0.06944444444444445;constitutes
25;0.0;0.0;0.0;0.0;0.0;0.0;a
26;0.3801;0.3801;0.5;0.05165384719919549;0.05803053435114503;0.027777777777777776;magic
27;0.2831;0.2831;0.5;0.03847199195499144;0.04322137404580152;0.027777777777777776;system?
