;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg
0;0;Americans;224;242;316;260;251.0;;1;[3870.0, 3871.0];[4.636799999999994, 20.8374468676371];1.2618;0.6311;2;14.2481;15.4058;771.2362043336545;14.83;0.6309
1;1;go;324;246;345;265;255.5;4.5;1;[];[];0.0;0.0;0;;;743.4964401226024;;
2;2;to;353;242;369;260;251.0;4.5;1;[];[];0.0;0.0;0;;;725.2962261552052;;
3;3;school;377;241;432;260;250.5;0.5;1;[3872.0];[19.63167999999999];0.3396;0.3396;1;13.5677;15.4479;672.0417579845634;14.51;0.3396
4;4;for;440;241;465;260;250.5;0.0;1;[];[];0.0;0.0;0;;;644.8481257435602;;
5;5;12;474;241;493;260;250.5;0.0;1;[3873.0];[55.06208000000001];0.7765;0.7765;1;14.504;16.0786;622.2153952410551;15.29;0.7765
6;6;years;501;246;548;265;255.5;5.0;1;[];[];0.0;0.0;0;;;575.919203773396;;
7;7;(grades).;557;241;638;265;253.0;2.5;1;[3874.0, 3875.0, 3894.0];[72.9616, 77.12928, 0.0];1.5847;0.6466;3;15.8913;16.6162;509.92794910161814;16.25;0.5282
8;8;At;647;242;665;260;251.0;2.0;1;[3895.0];[18.337919999999997];0.2749;0.2749;1;14.2703;14.6367;495.37119948073536;14.45;0.2749
9;9;age;673;246;704;265;255.5;4.5;1;[];[];0.0;0.0;0;;;466.66312782882517;;
10;10;6,;712;241;727;265;253.0;2.5;1;[3876.0];[67.64204418436807];0.6146;0.6146;1;15.6082;15.3523;452.8766715950187;15.48;0.6146
11;11;they;736;241;774;265;253.0;0.0;1;[];[];0.0;0.0;0;;;427.17877624594416;;
12;12;start;782;242;823;260;251.0;2.0;1;[3877.0];[74.86272];0.7274;0.7274;1;15.0751;15.1595;409.03765850466925;15.12;0.7274
13;13;primary;831;242;899;265;253.5;2.5;1;[];[];0.0;0.0;0;;;379.2544091701274;;
14;14;(or;908;241;933;265;253.0;0.5;1;[3878.0, 3879.0];[43.265600000000006, 27.538193253269167];0.8247;0.3879;2;14.2779;14.1734;372.4616829621302;14.23;0.4124
15;15;elementary);940;241;1048;265;253.0;0.0;1;[];[];0.0;0.0;0;;;367.90368;;
16;16;school.;219;346;280;365;355.5;102.5;2;[3880.0];[33.54687999999999];0.7281;0.7281;1;13.2957;15.2176;759.8835940293635;14.26;0.7281
17;17;After;289;346;333;365;355.5;0.0;2;[3881.0];[40.30527999999998];0.3723;0.3723;1;14.4601;16.0072;710.5324829133307;15.23;0.3723
18;18;this,;339;346;376;370;358.0;2.5;2;[];[];0.0;0.0;0;;;668.9211682066748;;
19;19;they;385;346;424;370;358.0;0.0;2;[3882.0, 3896.0];[53.115520000000004, 39.08204047766186];0.7762;0.5012;2;14.3946;15.8346;625.0686154935172;15.11;0.3881
