;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg
0;0;Here;219;451;260;470;460.5;;1;[4753.0];[5.314239999999984];0.9541;0.9541;1;12.9517;14.8956;188.84178726820406;13.92;0.9541
1;1;are;268;455;295;470;462.5;2.0;1;[4754.0];[15.888319999999965];0.3721;0.3721;1;13.142;14.489;154.56161431173533;13.82;0.3721
2;2;5;304;451;312;470;460.5;2.0;1;[];[];0.0;0.0;0;;;138.04165682376325;;
3;3;options;321;451;385;475;463.0;2.5;1;[];[];0.0;0.0;0;;;67.44617868085346;;
4;4;for;393;450;417;470;460.0;3.0;1;[4755.0];[30.641279999999995];0.4529;0.4529;1;14.1588;15.0764;44.82984517762254;14.62;0.4529
5;5;activities;424;451;502;470;460.5;0.5;1;[4752.0, 4812.0];[26.951359999999966, 34.46336000000002];0.6792;0.2261;2;14.6606;15.8361;34.46336000000002;15.25;0.3396
6;6;at;510;452;527;470;461.0;0.5;1;[4756.0];[48.441599999999994];0.4368;0.4368;1;15.2022;16.1339;72.9795904253346;15.67;0.4368
7;7;a;534;455;543;470;462.5;1.5;1;[];[];0.0;0.0;0;;;94.81477426355866;;
8;8;kid's;552;450;591;470;460.0;2.5;1;[];[];0.0;0.0;0;;;111.7752522638602;;
9;9;crafting;599;450;665;475;462.5;2.5;1;[4757.0];[41.270399999999995];0.5339;0.5339;1;14.9066;14.654;156.13473610522922;14.78;0.5339
10;10;club:;674;450;715;470;460.0;2.5;1;[4787.0];[23.61663999999996];0.259;0.259;1;14.0783;15.5516;230.9158492149241;14.81;0.259
11;11;Paper;726;451;776;475;463.0;3.0;1;[4758.0, 4766.0, 4781.0];[37.37567999999999, 44.400319999999965, 31.450084204656797];1.3904;0.7278;3;14.8629;14.4894;281.8736848637161;14.68;0.4635
12;12;Mache;784;450;839;470;460.0;3.0;1;[4759.0, 4767.0, 4788.0, 4790.0, 4791.0, 4792.0, 4798.0];[45.704319999999996, 38.72255995372207, 34.07167999999996, 30.026880000000006, 55.002323108116066, 53.025919999999985, 38.07551999999998];3.7034;0.7437;7;14.8077;14.6435;340.0803455341833;14.73;0.5291
13;13;Paint;848;451;891;470;460.5;0.5;1;[4760.0, 4768.0, 4769.0, 4789.0, 4793.0, 4794.0, 4797.0];[39.853759999999966, 45.424319999999966, 60.92768000000001, 44.431039999999996, 44.49248, 29.879999999999995, 22.57887999999997];3.2837;0.4854;7;14.838;14.1533;403.8029596457281;14.5;0.4691
14;14;and;898;450;929;470;460.0;0.5;1;[4796.0, 4799.0];[13.446223857961028, 44.3424];0.9216;0.4365;2;15.0022;14.4379;453.6405958670912;14.72;0.4608
15;15;Draw;939;451;983;470;460.5;0.5;1;[4761.0, 4763.0, 4770.0, 4771.0, 4795.0, 4800.0];[18.16543999999999, 7.300799999999981, 30.83231999999998, 16.045759999999973, 27.59892427074649, 15.27776];3.6716;0.469;6;14.0935;13.4509;494.5319174923389;13.77;0.6119
16;16;Making;992;450;1053;475;462.5;2.0;1;[4762.0];[12.578641619761612];1.5852;1.5852;1;15.3828;14.0618;547.1234974104563;14.72;1.5852
17;17;Beaded;278;555;341;575;565.0;102.5;2;[4764.0, 4765.0, 4772.0, 4773.0, 4785.0, 4801.0];[12.454079999999976, 7.2521600000000035, 24.4144, 15.321279999999888, 20.789440000000013, 16.898239999999987];3.1379;0.3235;6;12.6529;14.2238;116.23185715908362;13.44;0.523
18;18;Jewelry;350;555;416;580;567.5;2.5;2;[4774.0, 4786.0, 4802.0];[47.966399999999965, 49.66623999999996, 26.237120000000004];1.0998;0.4368;3;13.5455;14.5176;58.60276971824457;14.03;0.3666
19;19;Craft;424;555;467;575;565.0;2.5;2;[4784.0];[27.558080000000018];0.4043;0.4043;1;13.6576;15.9176;50.53663999999998;14.79;0.4043
20;20;with;475;555;511;575;565.0;0.0;2;[4775.0, 4803.0, 4811.0];[38.85831959672983, 45.846720000000005, 35.84223999999995];1.6658;0.5015;3;14.3584;14.4151;58.43096284205483;14.39;0.5553
21;21;Recycled;520;555;596;580;567.5;2.5;2;[4783.0, 4804.0, 4810.0];[28.182720000000018, 46.25631999999996, 27.250880000000052];1.1001;0.3237;3;14.4847;14.8819;89.88237546176438;14.68;0.3667
22;22;Materials;606;555;685;575;565.0;2.5;2;[4776.0, 4782.0, 4805.0, 4807.0];[42.426559999999995, 26.820799999999963, 37.337279999999964, 29.892799999999966];1.3591;0.3718;4;14.7688;14.9748;168.1057185780709;14.87;0.3398
23;23;Modeling;694;555;771;580;567.5;2.5;2;[4777.0, 4806.0];[30.814399999999978, 49.144000000000005];0.7927;0.469;2;14.493;14.9305;253.41969579858934;14.71;0.3964
24;24;with;780;555;816;575;565.0;2.5;2;[4808.0];[32.08705815381644];0.3721;0.3721;1;14.425;13.6813;338.12754016591066;14.05;0.3721
25;25;Clay;825;555;862;580;567.5;2.5;2;[4778.0];[40.46047999999996];0.3562;0.3562;1;13.9665;13.8382;382.68119553833515;13.9;0.3562
26;26;or;870;560;888;575;567.5;0.0;2;[];[];0.0;0.0;0;;;427.9485107096992;;
27;27;Play-dough.;896;555;1000;580;567.5;0.0;2;[4779.0, 4780.0, 4809.0];[20.95327999999995, 20.533439999999928, 37.097183720255636];1.5041;0.6953;3;15.2553;14.9202;453.15637545846084;15.09;0.5014
