;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg
0;0;I'm;246;293;273;312;302.5;;1;[];[];0.0;0.0;0;;;622.142674013606;;
1;1;sorry,;282;298;333;318;308.0;5.5;1;[2482.0];[28.012159999999994];0.4856;0.4856;1;13.8498;14.9102;566.4322445172061;14.38;0.4856
2;2;I;342;294;347;312;303.0;5.0;1;[];[];0.0;0.0;0;;;557.3007314088148;;
3;3;don't;356;293;400;313;303.0;0.0;1;[];[];0.0;0.0;0;;;511.8344760064527;;
4;4;have;408;293;449;313;303.0;0.0;1;[2483.0];[43.021119999999996];0.4039;0.4039;1;14.9343;15.6466;471.75744745451556;15.29;0.4039
5;5;real-time;458;293;538;313;303.0;0.0;1;[2481.0, 2484.0];[60.06367999999998, 54.018879999999996];0.5501;0.2104;2;14.8972;15.8472;404.0278599661167;15.37;0.275
6;6;access;546;298;603;313;305.5;2.5;1;[];[];0.0;0.0;0;;;360.4544570799479;;
7;7;to;611;295;627;313;304.0;1.5;1;[];[];0.0;0.0;0;;;346.069261895361;;
8;8;the;635;293;663;313;303.0;1.0;1;[2485.0];[83.1824];0.3883;0.3883;1;15.9987;15.8874;326.61707185755;15.94;0.3883
9;9;current;671;295;735;313;304.0;1.0;1;[];[];0.0;0.0;0;;;297.12668481440704;;
10;10;weather;742;293;814;313;303.0;1.0;1;[2486.0];[55.667519999999996];0.2425;0.2425;1;14.6376;14.9136;282.8965769124823;14.78;0.2425
11;11;or;821;298;839;313;305.5;2.5;1;[];[];0.0;0.0;0;;;282.6096;;
12;12;events;846;295;904;313;304.0;1.5;1;[2487.0];[76.05856];0.6467;0.6467;1;15.1768;14.7604;283.26518393335954;14.97;0.6467
13;13;in;913;294;926;312;303.0;1.0;1;[2488.0];[59.703114773874255];0.275;0.275;1;15.7552;15.3788;296.43773516338973;15.57;0.275
14;14;your;935;298;975;318;308.0;5.0;1;[];[];0.0;0.0;0;;;297.97229876080763;;
15;15;area.;982;298;1025;313;305.5;2.5;1;[2489.0];[54.99456000000001];0.5663;0.5663;1;16.1228;13.8954;322.4501543321076;15.01;0.5663
16;16;However,;224;399;306;422;410.5;105.0;2;[2490.0];[41.255359999999996];0.7119;0.7119;1;13.28;14.8368;548.9167583785359;14.06;0.7119
17;17;there;315;398;361;418;408.0;2.5;2;[2498.0];[12.223360000000014];0.2263;0.2263;1;13.5967;15.0559;498.4557878375975;14.33;0.2263
18;18;are;369;403;396;418;410.5;2.5;2;[2491.0];[55.16975242321101];0.5011;0.5011;1;14.5765;16.5548;465.9199807142853;15.57;0.5011
19;19;many;405;403;453;422;412.5;2.0;2;[2492.0];[79.79487999999998];0.4209;0.4209;1;15.2248;17.0616;412.0937791678006;16.14;0.4209
20;20;websites;461;398;537;418;408.0;4.5;2;[];[];0.0;0.0;0;;;339.8440436859237;;
21;21;and;545;398;576;418;408.0;0.0;2;[2493.0];[68.42810481053525];0.4048;0.4048;1;15.7972;16.36;307.27075426860915;16.08;0.4048
22;22;apps;585;403;626;422;412.5;4.5;2;[];[];0.0;0.0;0;;;265.3987935707319;;
23;23;that;634;398;669;418;408.0;4.5;2;[];[];0.0;0.0;0;;;237.54331232177427;;
24;24;provide;677;398;742;422;410.0;2.0;2;[2494.0];[74.64128];0.4043;0.4043;1;15.1648;15.3693;193.18650374392098;15.27;0.4043
25;25;up-to-date;751;398;846;422;410.0;0.0;2;[2495.0];[65.17952000000002];0.4365;0.4365;1;15.2433;13.9447;173.6096;14.59;0.4365
26;26;information;854;398;955;418;408.0;2.0;2;[2496.0];[57.23327999999998];0.3245;0.3245;1;15.0803;13.3704;179.6895134079894;14.23;0.3245
27;27;about;964;398;1014;418;408.0;0.0;2;[2497.0];[37.93088];0.3397;0.3397;1;13.9261;14.2069;224.46758614285497;14.07;0.3397
28;28;the;1021;398;1049;418;408.0;0.0;2;[];[];0.0;0.0;0;;;263.2155550661853;;
29;29;weather;218;503;290;522;512.5;104.5;3;[2499.0];[27.6592];0.4205;0.4205;1;13.8516;15.63;541.7631789156587;14.74;0.4205
30;30;and;297;503;328;522;512.5;0.0;3;[];[];0.0;0.0;0;;;504.14200661004236;;
31;31;local;337;503;375;522;512.5;0.0;3;[];[];0.0;0.0;0;;;457.69714662514554;;
32;32;events.;384;504;447;522;513.0;0.5;3;[2500.0];[51.14623999999998];0.3234;0.3234;1;15.1976;15.9739;386.8077471157991;15.59;0.3234
33;33;You;456;504;488;522;513.0;0.0;3;[];[];0.0;0.0;0;;;346.6448021084407;;
34;34;can;496;508;525;522;515.0;2.0;3;[2501.0];[66.656];0.5659;0.5659;1;17.7557;17.3022;310.588019776681;17.53;0.5659
35;35;try;534;504;558;527;515.5;0.5;3;[];[];0.0;0.0;0;;;277.35903596025133;;
36;36;searching;566;503;650;527;515.0;0.5;3;[2502.0];[60.16095999999999];0.2752;0.2752;1;16.5863;17.4365;189.58908731464476;17.01;0.2752
37;37;for;658;503;683;522;512.5;2.5;3;[];[];0.0;0.0;0;;;161.4909620653738;;
38;38;"""weather";691;503;770;522;512.5;0.0;3;[2503.0];[50.65823999999998];0.4528;0.4528;1;16.5373;15.6111;92.93928140888544;16.07;0.4528
39;39;near;778;508;817;522;515.0;2.5;3;[];[];0.0;0.0;0;;;74.25109580874884;;
40;40;Times;823;504;876;522;513.0;2.0;3;[2504.0];[60.95616000000001];0.3397;0.3397;1;16.0134;16.0358;73.6096;16.02;0.3397
41;41;"Square""";884;503;954;527;515.0;2.0;3;[2506.0];[30.23968000000002];0.2263;0.2263;1;15.9597;16.8581;89.36485007428817;16.41;0.2263
42;42;or;963;508;981;522;515.0;0.0;3;[2505.0];[57.767679999999984];0.291;0.291;1;17.2754;15.7596;154.8721370318109;16.52;0.291
43;43;"""events";988;503;1054;522;512.5;2.5;3;[];[];0.0;0.0;0;;;177.26651919863494;;
44;44;near;216;604;252;636;620.0;107.5;4;[];[];0.0;0.0;0;;;574.8004408738741;;
45;45;Times;262;608;314;627;617.5;2.5;4;[2507.0, 2508.0];[30.801919999999996, 11.612160000000017];0.6475;0.2588;2;15.5093;15.9641;512.8888858503369;15.74;0.3237
46;46;"Square""";323;608;392;632;620.0;2.5;4;[];[];0.0;0.0;0;;;434.91573210082896;;
47;47;in;402;608;415;627;617.5;2.5;4;[];[];0.0;0.0;0;;;411.9255889463533;;
48;48;a;424;613;432;627;620.0;2.5;4;[2509.0];[69.27498657075009];0.4044;0.4044;1;15.5021;15.6314;395.12208496716556;15.57;0.4044
49;49;search;441;608;497;627;617.5;2.5;4;[];[];0.0;0.0;0;;;329.97191096940355;;
50;50;engine,;506;608;570;632;620.0;2.5;4;[2510.0];[55.95136000000002];0.3071;0.3071;1;15.7433;16.3336;257.0380104747156;16.04;0.3071
51;51;or;579;613;597;627;620.0;0.0;4;[];[];0.0;0.0;0;;;230.3964540282684;;
52;52;use;605;613;634;627;620.0;0.0;4;[];[];0.0;0.0;0;;;193.5221569453999;;
53;53;a;642;613;650;627;620.0;0.0;4;[];[];0.0;0.0;0;;;177.5927105170705;;
54;54;local;660;608;697;627;617.5;2.5;4;[2511.0];[50.33983999999998];0.4532;0.4532;1;15.4908;15.7228;130.3295132684842;15.61;0.4532
55;55;events;706;609;764;627;618.0;0.5;4;[];[];0.0;0.0;0;;;64.15224102710674;;
56;56;app;772;613;804;632;622.5;4.5;4;[];[];0.0;0.0;0;;;28.62686201454849;;
57;57;to;812;609;828;627;618.0;4.5;4;[2513.0];[13.3904];0.2102;0.2102;1;16.5937;17.0718;13.3904;16.83;0.2102
58;58;find;836;608;868;627;617.5;0.5;4;[];[];0.0;0.0;0;;;15.46882118327057;;
59;59;activities;877;608;955;627;617.5;0.0;4;[2512.0];[62.70975999999996];0.3234;0.3234;1;16.113;14.6693;51.76552934917214;15.39;0.3234
60;60;happening;963;608;1054;632;620.0;2.5;4;[];[];0.0;0.0;0;;;136.8229791694363;;
61;61;near;486;717;525;732;724.5;104.5;5;[];[];0.0;0.0;0;;;325.2417163108078;;
62;62;you;532;718;563;737;727.5;3.0;5;[];[];0.0;0.0;0;;;290.7538058715655;;
63;63;during;571;713;627;737;725.0;2.5;5;[];[];0.0;0.0;0;;;231.68136314516104;;
64;64;your;635;718;676;737;727.5;2.5;5;[];[];0.0;0.0;0;;;194.1692983682024;;
65;65;lunch;683;713;729;732;722.5;5.0;5;[];[];0.0;0.0;0;;;152.7529287077665;;
66;66;break.;738;713;792;732;722.5;0.0;5;[];[];0.0;0.0;0;;;122.42270226065098;;
