;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg
0;0;A;211;137;222;155;146.0;;1;[];[];0.0;0.0;0;;;362.88704523968664;;
1;1;real-world;230;136;319;156;146.0;0.0;1;[2674.0];[0.0];0.4204;0.4204;1;12.9746;14.7242;267.2722960630046;13.85;0.4204
2;2;situation;328;137;403;156;146.5;0.5;1;[2673.0, 2675.0, 2772.0];[62.3168, 34.589759999999984, 5.290240000000011];0.954;0.2264;3;13.7491;14.7511;185.89658265495467;14.25;0.318
3;3;that;412;136;447;156;146.0;0.5;1;[2771.0];[22.059519999999992];0.2587;0.2587;1;15.0004;15.6953;144.47507273848453;15.35;0.2587
4;4;can;454;141;483;156;148.5;2.5;1;[];[];0.0;0.0;0;;;112.05642972534147;;
5;5;be;493;136;512;156;146.0;2.5;1;[2676.0, 2773.0];[66.93119999999999, 43.106935538940824];0.5664;0.3237;2;14.9773;15.5177;87.99044631544038;15.25;0.2832
6;6;modeled;521;136;595;156;146.0;0.0;1;[2774.0, 2783.0, 2784.0, 2785.0];[50.78271999999998, 25.217280000000017, 38.18112000000002, 55.22048000000001];1.2773;0.323;4;16.0915;16.9834;55.22048000000001;16.54;0.3193
7;7;with;604;136;640;156;146.0;0.0;1;[2677.0];[64.61695999999999];0.2913;0.2913;1;9.5803;15.5049;60.01073439635948;12.54;0.2913
8;8;a;649;141;657;156;148.5;2.5;1;[];[];0.0;0.0;0;;;87.98172675499389;;
9;9;two-variable;665;136;777;156;146.0;2.5;1;[2678.0, 2775.0];[75.66592, 65.90719999999999];0.7115;0.2749;2;15.7767;15.7214;100.93862017478943;15.75;0.3558
10;10;linear;785;136;834;156;146.0;0.0;1;[];[];0.0;0.0;0;;;211.81893457099255;;
11;11;equation;841;137;917;161;149.0;3.0;1;[2679.0, 2681.0, 2776.0];[33.69887999999999, 0.0, 63.2208];0.8409;0.3397;3;14.5162;15.2618;265.29121554018786;14.89;0.2803
12;12;is;927;137;939;156;146.5;2.5;1;[2777.0];[13.362239999999986];0.3235;0.3235;1;13.3831;14.5541;350.867027009935;13.97;0.3235
13;13;a;947;141;955;156;148.5;2.0;1;[];[];0.0;0.0;0;;;370.6311463474035;;
14;14;situation;964;137;1039;156;146.5;2.0;1;[2680.0];[53.48790763641443];0.469;0.469;1;14.5215;14.6616;387.4496822076261;14.59;0.469
15;15;in;1048;137;1062;155;146.0;0.5;1;[];[];0.0;0.0;0;;;470.8627787400385;;
16;16;which;216;241;266;260;250.5;104.5;2;[];[];0.0;0.0;0;;;315.9123173331334;;
17;17;two;274;242;305;260;251.0;0.5;2;[2682.0];[10.735360000000014];0.6306;0.6306;1;13.6746;15.046;277.21961417401616;14.36;0.6306
18;18;variables,;313;241;398;265;253.0;2.0;2;[2701.0, 2778.0, 2779.0];[16.661440000000027, 0.0, 0.0];0.7931;0.2266;3;14.6146;16.2716;184.91920896107678;15.44;0.2644
19;19;such;407;241;446;260;250.5;2.5;2;[2683.0];[23.533119999999997];0.3718;0.3718;1;15.4211;16.8455;137.76275346693092;16.13;0.3718
20;20;as;455;246;473;260;253.0;2.5;2;[];[];0.0;0.0;0;;;112.991455618513;;
21;21;time;481;242;520;260;251.0;2.0;2;[2780.0];[40.99903999999998];0.4205;0.4205;1;15.5754;16.607;67.88450841532547;16.09;0.4205
22;22;and;528;241;559;260;250.5;0.5;2;[2684.0];[39.333439999999996];0.4044;0.4044;1;15.2123;15.9162;36.73296398046852;15.56;0.4044
23;23;cost,;568;242;608;265;253.5;3.0;2;[2781.0, 2782.0];[56.584892785265566, 63.342719999999986];0.8897;0.5501;2;15.757;16.2413;30.77951999999999;16.0;0.4448
24;24;are;617;246;645;260;253.0;0.5;2;[];[];0.0;0.0;0;;;50.412857911354344;;
25;25;related;653;241;713;260;250.5;2.5;2;[2685.0];[60.54048];0.6956;0.6956;1;16.8211;16.5024;78.37255797018753;16.66;0.6956
26;26;in;723;242;736;260;251.0;0.5;2;[];[];0.0;0.0;0;;;145.78076993482512;;
27;27;a;745;246;753;260;253.0;2.0;2;[];[];0.0;0.0;0;;;168.1309687201927;;
28;28;linear;762;241;811;260;250.5;2.5;2;[2686.0, 2721.0];[69.61311999999998, 10.79961125226276];1.1158;0.5337;2;17.162;16.3845;183.92127947247;16.77;0.5579
29;29;fashion.;818;241;887;260;250.5;0.0;2;[2687.0, 2720.0, 2724.0];[67.8928, 15.415040000000033, 41.71136000000001];0.9058;0.3879;3;15.7056;16.2095;239.3541515052338;15.96;0.3019
30;30;The;895;241;928;260;250.5;0.0;2;[2688.0, 2700.0, 2722.0, 2723.0, 2725.0];[51.18111999999999, 17.194559999999996, 19.060479999999984, 31.43040000000002, 51.603200000000015];1.5546;0.2593;5;16.4412;15.9242;315.9011672070719;16.18;0.3109
31;31;y-intercept;936;242;1034;265;253.5;3.0;2;[2689.0, 2690.0, 2697.0, 2698.0, 2699.0, 2718.0, 2719.0, 2726.0];[18.90111999999999, 0.0, 8.937600000000003, 17.948799999999977, 21.54303999999999, 18.552959999999985, 19.976319999999987, 37.120960000000025];5.1929;0.4694;8;15.7537;14.6784;356.82439277996457;15.22;0.6491
32;32;of;1041;241;1058;260;250.5;3.0;2;[];[];0.0;0.0;0;;;461.4562950516446;;
33;33;the;215;346;243;365;355.5;105.0;3;[];[];0.0;0.0;0;;;363.42199856749227;;
34;34;line;252;346;281;365;355.5;0.0;3;[2691.0, 2702.0, 2709.0, 2710.0];[9.257599999999968, 0.0, 0.0, 2.857599999999991];2.4591;0.3073;4;13.0469;15.4609;328.4343518007676;14.25;0.6148
35;35;represents;290;347;383;370;358.5;3.0;3;[2703.0, 2707.0, 2708.0, 2711.0];[3.6220799999999826, 0.0, 12.807360000000017, 11.906239999999968];2.1355;0.5985;4;14.4212;16.9046;239.67590634602882;15.66;0.5339
36;36;the;391;346;419;365;355.5;3.0;3;[2692.0];[42.39508203810434];0.4044;0.4044;1;14.4668;16.3373;210.35583624608657;15.4;0.4044
37;37;point;427;346;471;370;358.0;2.5;3;[2704.0, 2712.0, 2734.0];[25.959040000000016, 36.547199999999975, 35.39136000000002];1.0354;0.3722;3;15.1005;16.9744;173.657696180706;16.04;0.3451
38;38;where;478;346;532;365;355.5;2.5;3;[2693.0, 2706.0, 2738.0];[44.79039999999998, 42.353279999999984, 31.93335152304565];1.9078;0.3389;3;14.0632;17.0395;143.24214548375906;15.55;0.6359
39;39;the;540;346;567;365;355.5;0.0;3;[2705.0, 2713.0, 2733.0];[49.982079999999996, 50.739840000000015, 33.693256108604274];1.1967;0.307;3;15.8563;17.1484;135.4544950999796;16.5;0.3989
40;40;line;576;346;606;365;355.5;0.0;3;[2694.0];[58.071680000000015];0.7116;0.7116;1;15.9211;16.5531;134.77952;16.24;0.7116
41;41;crosses;614;351;679;365;358.0;2.5;3;[2695.0, 2714.0];[73.00448, 70.07583999999997];0.9218;0.5013;2;15.2048;16.3991;143.7365264739287;15.8;0.4609
42;42;the;686;346;714;365;355.5;2.5;3;[];[];0.0;0.0;0;;;171.15661670759448;;
43;43;y-axis,;722;346;780;370;358.0;2.5;3;[2696.0, 2715.0, 2727.0, 2739.0, 2740.0, 2741.0];[69.05919999999998, 70.41087999999996, 0.0, 40.481564534508756, 36.19903999999997, 14.378880000000038];2.4421;0.5339;6;15.5935;15.9524;195.4128558790092;15.77;0.407
44;44;or;790;351;807;365;358.0;0.0;3;[2716.0];[63.74104856942343];2.701;2.701;1;17.6553;18.5225;251.84562303679294;18.09;2.701
45;45;the;814;346;842;365;355.5;2.5;3;[2717.0];[72.82751999999999];0.2588;0.2588;1;17.3005;16.3277;269.6018431739487;16.81;0.2588
46;46;value;850;346;897;365;355.5;0.0;3;[2742.0];[39.52096];0.5001;0.5001;1;15.704;15.3189;301.318354307849;15.51;0.5001
47;47;of;905;346;922;365;355.5;0.0;3;[2737.0];[7.076480000000004];0.3883;0.3883;1;14.7081;16.1529;351.3717897651865;15.43;0.3883
48;48;the;928;346;956;365;355.5;0.0;3;[];[];0.0;0.0;0;;;372.7168859104594;;
49;49;dependent;964;346;1058;370;358.0;2.5;3;[2732.0, 2743.0];[20.1477341631857, 38.50432000000001];0.809;0.5013;2;15.2815;14.5409;406.4892050753506;14.91;0.4045
50;50;variable;206;450;277;470;460.0;102.0;4;[];[];0.0;0.0;0;;;386.1752301776881;;
51;51;when;285;450;330;470;460.0;0.0;4;[2728.0];[12.34610398141859];0.4691;0.4691;1;14.2906;15.5373;346.0761690766794;14.91;0.4691
52;52;the;339;450;366;470;460.0;0.0;4;[];[];0.0;0.0;0;;;320.9802355329536;;
53;53;independent;375;450;485;475;462.5;2.5;4;[2729.0, 2735.0];[26.913919999999962, 33.66208];1.1002;0.2914;2;15.6456;17.142;257.1711080249692;16.39;0.5501
54;54;variable;492;450;563;470;460.0;2.5;4;[2730.0, 2736.0, 2770.0];[58.02303999999998, 70.66944000000001, 2.9139200000000187];1.0992;0.5334;3;15.8873;16.5167;239.42035252415445;16.2;0.3664
55;55;is;571;451;583;470;460.5;0.5;4;[];[];0.0;0.0;0;;;239.77952;;
56;56;zero.;591;455;634;470;462.5;2.0;4;[2731.0];[52.02528000000001];0.3069;0.3069;1;15.9474;17.0312;244.005300767812;16.49;0.3069
57;57;The;642;450;674;470;460.0;2.5;4;[];[];0.0;0.0;0;;;246.57092367671902;;
58;58;x-intercept;682;451;780;475;463.0;3.0;4;[];[];0.0;0.0;0;;;260.3753664285283;;
59;59;of;788;450;805;470;460.0;3.0;4;[];[];0.0;0.0;0;;;316.337770749543;;
60;60;the;811;450;839;470;460.0;0.0;4;[];[];0.0;0.0;0;;;331.87848318743175;;
61;61;line;847;450;877;470;460.0;0.0;4;[];[];0.0;0.0;0;;;357.81968140781527;;
62;62;represents;886;452;979;475;463.5;3.5;4;[2744.0];[18.56128000000001];0.2589;0.2589;1;15.3429;15.8662;388.9750707729101;15.6;0.2589
63;63;the;987;450;1014;470;460.0;3.5;4;[];[];0.0;0.0;0;;;471.43754241976785;;
64;64;point;1023;451;1067;475;463.0;3.0;4;[];[];0.0;0.0;0;;;503.2847228386636;;
65;65;where;255;555;308;575;565.0;102.0;5;[];[];0.0;0.0;0;;;438.68400974139735;;
66;66;the;316;555;344;575;565.0;0.0;5;[2745.0, 2746.0];[36.18016, 10.212243987998];0.793;0.275;2;13.1665;15.5121;417.27599643735846;14.34;0.3965
67;67;line;352;555;382;575;565.0;0.0;5;[];[];0.0;0.0;0;;;396.97459818329736;;
68;68;crosses;390;560;455;575;567.5;2.5;5;[2747.0];[44.97919999999999];0.3075;0.3075;1;15.0365;16.2669;370.67345359870376;15.65;0.3075
69;69;the;463;555;490;575;565.0;2.5;5;[];[];0.0;0.0;0;;;355.4934908022795;;
70;70;x-axis,;498;556;557;579;567.5;2.5;5;[2748.0];[39.484159999999974];0.4039;0.4039;1;14.5095;15.0813;345.57984698588893;14.8;0.4039
71;71;or;566;560;584;575;567.5;0.0;5;[];[];0.0;0.0;0;;;348.77952;;
72;72;the;591;555;618;575;565.0;2.5;5;[];[];0.0;0.0;0;;;343.93966157276833;;
73;73;value;626;555;673;575;565.0;0.0;5;[2749.0];[40.76767999999993];0.3558;0.3558;1;15.2862;16.0127;346.7767275968651;15.65;0.3558
74;74;of;681;555;698;575;565.0;0.0;5;[];[];0.0;0.0;0;;;358.16683654798413;;
75;75;the;704;555;732;575;565.0;0.0;5;[];[];0.0;0.0;0;;;365.28786621347064;;
76;76;independent;741;555;851;580;567.5;2.5;5;[2750.0, 2751.0];[34.25109181091892, 30.025920000000042];0.7438;0.4203;2;14.8498;15.0898;379.3979583534819;14.97;0.3719
77;77;variable;858;555;928;575;565.0;2.5;5;[2752.0, 2753.0];[27.943963838968916, 23.503040000000055];0.5499;0.3235;2;14.9665;14.6966;441.80029470654546;14.83;0.275
78;78;when;936;555;982;575;565.0;0.0;5;[];[];0.0;0.0;0;;;494.5307137102714;;
79;79;the;990;555;1018;575;565.0;0.0;5;[];[];0.0;0.0;0;;;534.6681419373988;;
80;80;dependent;223;660;317;685;672.5;107.5;6;[2754.0];[6.257920000000013];0.5176;0.5176;1;14.2307;14.1229;520.4212320830026;14.18;0.5176
81;81;variable;325;660;395;680;670.0;2.5;6;[];[];0.0;0.0;0;;;485.608263112141;;
82;82;is;404;665;416;680;672.5;2.5;6;[2755.0];[15.988800000000083];0.2424;0.2424;1;14.4764;15.2378;482.6778896974569;14.86;0.2424
83;83;zero.;423;665;466;680;672.5;0.0;6;[];[];0.0;0.0;0;;;468.0036166556733;;
84;84;The;474;660;507;680;670.0;2.5;6;[];[];0.0;0.0;0;;;454.75942079608467;;
85;85;slope;515;660;560;685;672.5;2.5;6;[2756.0];[30.874880000000076];0.3396;0.3396;1;14.4879;15.3618;449.2477459073005;14.92;0.3396
86;86;of;568;660;585;680;670.0;2.5;6;[];[];0.0;0.0;0;;;448.77952;;
