;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg
0;0;Natural;215;450;277;470;460.0;;1;[3729.0, 3730.0];[14.391537869178533, 20.404927979524935];0.76;0.3556;2;14.2698;16.2588;386.29532993915416;15.26;0.38
1;1;resources;287;455;372;470;462.5;2.5;1;[];[];0.0;0.0;0;;;291.3744153710136;;
2;2;and;380;450;410;470;460.0;2.5;1;[];[];0.0;0.0;0;;;253.42264526438825;;
3;3;land;420;450;455;470;460.0;0.0;1;[3731.0];[32.62783999999999];0.4531;0.4531;1;14.9242;15.8689;208.50248231807691;15.4;0.4531
4;4;are;464;455;491;470;462.5;2.5;1;[];[];0.0;0.0;0;;;172.5963021990911;;
5;5;common;499;455;575;470;462.5;0.0;1;[3732.0];[49.88511999999997];0.3557;0.3557;1;15.9937;15.9763;89.11011801585714;15.98;0.3557
6;6;causes;584;455;643;470;462.5;0.0;1;[];[];0.0;0.0;0;;;24.27822754650753;;
7;7;for;650;450;675;470;460.0;2.5;1;[3733.0, 3734.0, 3744.0, 3745.0];[55.07391999999999, 63.34017558548446, 23.84977930752402, 13.686399999999992];1.4728;0.291;4;15.8364;15.935;13.686399999999992;15.89;0.3682
8;8;war,;682;455;719;475;465.0;5.0;1;[3742.0];[18.82922547173938];0.405;0.405;1;14.593;14.4574;20.843462591421858;14.53;0.405
9;9;for;728;450;752;470;460.0;5.0;1;[];[];0.0;0.0;0;;;66.37361172032156;;
10;10;example:;759;450;840;475;462.5;2.5;1;[3735.0, 3738.0, 3743.0];[52.94400000000002, 5.348479999999995, 19.5292417466731];1.5691;0.4043;3;15.1895;15.2661;96.3396010620763;15.23;0.523
11;11;*;851;450;860;462;456.0;6.5;1;[];[];0.0;0.0;0;;;189.19421220745636;;
12;12;drinking;868;450;939;475;462.5;6.5;1;[3736.0];[44.30881368605573];0.5337;0.5337;1;15.7807;14.4219;205.1311978534714;15.1;0.5337
13;13;water;948;452;998;470;461.0;1.5;1;[];[];0.0;0.0;0;;;285.2756988122193;;
14;14;*;1006;450;1014;462;456.0;5.0;1;[3737.0];[37.225599999999986];0.566;0.566;1;15.5608;15.1257;343.6321898961156;15.34;0.566
15;15;rare;1024;455;1058;470;462.5;6.5;1;[];[];0.0;0.0;0;;;361.2065873330663;;
16;16;minerals;474;555;549;575;565.0;102.5;2;[3739.0];[39.13951999999995];0.4207;0.4207;1;14.2939;14.2399;134.5127158777191;14.27;0.4207
17;17;*;557;555;566;567;561.0;4.0;2;[];[];0.0;0.0;0;;;120.43618863447975;;
18;18;establishing;574;555;679;580;567.5;6.5;2;[3740.0];[56.80351999999999];0.6312;0.6312;1;14.8774;15.6771;71.31360000000001;15.28;0.6312
19;19;a;688;560;696;575;567.5;0.0;2;[3741.0];[54.10304000000002];0.5177;0.5177;1;13.809;14.5741;80.28778445566925;14.19;0.5177
20;20;buffer;706;555;758;575;565.0;2.5;2;[];[];0.0;0.0;0;;;83.24717132011158;;
21;21;zone;765;560;806;575;567.5;2.5;2;[];[];0.0;0.0;0;;;127.34597415230688;;
