;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg
0;0;Here;219;451;260;470;460.5;;1;[];[];0.0;0.0;0;;;390.2628877655798;;
1;1;are;268;455;295;470;462.5;2.0;1;[];[];0.0;0.0;0;;;357.16045913164794;;
2;2;5;304;451;312;470;460.5;2.0;1;[];[];0.0;0.0;0;;;341.21881537677484;;
3;3;options;321;451;385;475;463.0;2.5;1;[1729, 1746];[51.21412311812438, 18.13792000000001];0.6791;0.4041;2;9.4594;8.1138;272.0386883645956;8.79;0.3396
4;4;for;393;450;417;470;460.0;3.0;1;[];[];0.0;0.0;0;;;245.91806758985717;;
5;5;activities;424;451;502;470;460.5;0.5;1;[1730, 1745];[20.434559999999976, 8.627839999999992];0.5664;0.2426;2;10.7084;10.4362;177.00036148869748;10.57;0.2832
6;6;at;510;452;527;470;461.0;0.5;1;[1731];[4.357759999999985];0.2591;0.2591;1;8.5651;8.2551;159.70788323413962;8.41;0.2591
7;7;a;534;455;543;470;462.5;1.5;1;[];[];0.0;0.0;0;;;149.78716622971936;;
8;8;kid's;552;450;591;470;460.0;2.5;1;[];[];0.0;0.0;0;;;127.65953457196052;;
9;9;crafting;599;450;665;475;462.5;2.5;1;[1732, 1733];[28.373316891022835, 3.9479953280621065];0.8412;0.4205;2;8.9103;8.1197;116.24735999999996;8.52;0.4206
10;10;club:;674;450;715;470;460.0;2.5;1;[];[];0.0;0.0;0;;;128.66308859626213;;
11;11;Paper;726;451;776;475;463.0;3.0;1;[1734, 1747, 1762];[50.88544000000002, 4.047680000000014, 33.528639999999996];1.116;0.4528;3;9.8372;8.862;150.15949909056567;9.35;0.372
12;12;Mache;784;450;839;470;460.0;3.0;1;[1740];[40.21823999999998];0.5179;0.5179;1;9.5704;8.7156;195.25650403284806;9.14;0.5179
13;13;Paint;848;451;891;470;460.5;0.5;1;[1735, 1748];[35.47712000000001, 20.301440000000014];0.6471;0.3883;2;9.9225;9.7294;248.61908850112377;9.83;0.3236
14;14;and;898;450;929;470;460.0;0.5;1;[1749];[64.60991999999999];0.5013;0.5013;1;10.6438;10.3952;293.28554544527015;10.52;0.5013
15;15;Draw;939;451;983;470;460.5;0.5;1;[1736, 1750, 1751, 1769];[25.16543999999999, 56.24383999999998, 67.856, 41.78496000000001];1.407;0.3557;4;9.8958;9.4086;331.0520780287138;9.65;0.3518
16;16;Making;992;450;1053;475;462.5;2.0;1;[1739];[13.306894594066659];0.2427;0.2427;1;9.2452;8.6188;379.30233635864886;8.93;0.2427
17;17;Beaded;278;555;341;575;565.0;102.5;2;[];[];0.0;0.0;0;;;290.40525333941457;;
18;18;Jewelry;350;555;416;580;567.5;2.5;2;[1742, 1752, 1753, 1754, 1764, 1770, 1771];[34.81984, 59.64160000000004, 45.152000000000044, 14.82111999999995, 0.0, 56.21119999999996, 52.73983999999996];2.1508;0.3234;7;10.9753;10.5121;215.24446001495502;10.74;0.3073
19;19;Craft;424;555;467;575;565.0;2.5;2;[1755, 1772];[20.660799999999995, 35.87743999999998];0.7117;0.2911;2;9.9797;8.7603;164.7534836266887;9.37;0.3558
20;20;with;475;555;511;575;565.0;0.0;2;[1763];[0.0];0.291;0.291;1;8.7091;8.3815;121.04575650195089;8.55;0.291
21;21;Recycled;520;555;596;580;567.5;2.5;2;[1756, 1773];[26.51520000000005, 34.09280000000001];0.8247;0.4365;2;9.2287;7.6376;36.71557662804161;8.43;0.4123
22;22;Materials;606;555;685;575;565.0;2.5;2;[1743, 1744, 1757, 1778];[43.593920000000026, 67.46336000000002, 16.92319999999995, 16.247359999999958];1.0679;0.2911;4;9.5153;9.0943;16.247359999999958;9.3;0.267
23;23;Modeling;694;555;771;580;567.5;2.5;2;[1765, 1774, 1775];[32.72928000000002, 23.240984964463063, 15.6096];0.7769;0.1941;3;10.3733;9.9175;64.0449464605101;10.15;0.259
24;24;with;780;555;816;575;565.0;2.5;2;[1741, 1758, 1761, 1766];[21.055680000000052, 47.151680000000056, 17.15423999999996, 34.32672000000002];1.2453;0.21;4;10.143;9.1619;149.93251804438427;9.65;0.3113
25;25;Clay;825;555;862;580;567.5;2.5;2;[1759, 1776];[35.33364748483241, 28.56320000000005];0.906;0.3882;2;9.8743;9.2543;194.3752822946622;9.56;0.453
26;26;or;870;560;888;575;567.5;0.0;2;[];[];0.0;0.0;0;;;239.60110176526655;;
27;27;Play-dough.;896;555;1000;580;567.5;0.0;2;[1737, 1738, 1760, 1767, 1768, 1777];[40.93151999999998, 71.06616948547034, 85.48735999999997, 59.72192000000001, 31.674560000000042, 43.380480000000034];2.5388;0.7115;6;10.6089;9.5141;265.2881331064954;10.06;0.4231
