;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg
0;0;That;222;450;262;470;460.0;;1;[];[];0.0;0.0;0;;;273.5307540715493;;
1;1;will;269;450;296;470;460.0;0.0;1;[];[];0.0;0.0;0;;;239.57497328174827;;
2;2;depend;305;450;369;475;462.5;2.5;1;[2841];[0.0];0.4205;0.4205;1;9.9547;9.084;166.41409021759665;9.52;0.4205
3;3;on;378;455;398;470;462.5;0.0;1;[];[];0.0;0.0;0;;;137.83849615746104;;
4;4;the;406;450;434;470;460.0;2.5;1;[];[];0.0;0.0;0;;;102.05718310315251;;
5;5;pressure;443;456;518;475;465.5;5.5;1;[];[];0.0;0.0;0;;;19.00862496211653;;
6;6;and;526;450;557;470;460.0;5.5;1;[2842, 2850];[75.06798495384304, 13.051519999999982];0.4202;0.307;2;7.6909;7.0955;13.051519999999982;7.39;0.2101
7;7;velocity;566;450;634;475;462.5;2.5;1;[2849];[36.28320000000002];0.2104;0.2104;1;9.8319;9.3302;31.81642064957024;9.58;0.2104
8;8;of;642;450;659;470;460.0;2.5;1;[];[];0.0;0.0;0;;;107.57546849979506;;
9;9;the;665;450;693;470;460.0;0.0;1;[];[];0.0;0.0;0;;;130.43541782411094;;
10;10;air;701;451;723;470;460.5;0.5;1;[];[];0.0;0.0;0;;;166.2937636321651;;
11;11;as;730;455;749;470;462.5;2.0;1;[];[];0.0;0.0;0;;;195.2175766240079;;
12;12;well;757;450;789;470;460.0;2.5;1;[];[];0.0;0.0;0;;;222.16450081628793;;
13;13;as;798;455;817;470;462.5;2.5;1;[2847];[63.790719999999965];0.194;0.194;1;10.3408;9.323;263.104714938654;9.83;0.194
14;14;the;824;450;852;470;460.0;2.5;1;[];[];0.0;0.0;0;;;289.07558288957995;;
15;15;shape;860;450;912;475;462.5;2.5;1;[];[];0.0;0.0;0;;;324.8805857895334;;
16;16;and;920;450;950;470;460.0;2.5;1;[];[];0.0;0.0;0;;;385.0020859981806;;
17;17;velocity;959;450;1027;475;462.5;2.5;1;[2846];[0.0];0.3076;0.3076;1;10.0468;7.7812;423.8572795446014;8.91;0.3076
18;18;of;1035;450;1052;470;460.0;2.5;1;[];[];0.0;0.0;0;;;499.9511878403235;;
19;19;the;592;555;619;575;565.0;105.0;2;[2843];[0.0];0.259;0.259;1;7.4592;6.2423;91.6550218097754;6.85;0.259
20;20;object.;627;555;686;580;567.5;2.5;2;[2848];[31.45344834248861];0.3074;0.3074;1;10.5694;9.6489;116.62031994018196;10.11;0.3074
