;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg
0;0;The;204;293;237;313;303.0;;1;[];[];0.0;0.0;0;;;415.64301622153414;;
1;1;concept;245;295;314;318;306.5;3.5;1;[576, 577];[49.05279999999999, 0.0];0.5016;0.2265;2;9.5096;7.4374;353.1053872907272;8.47;0.2508
2;2;of;321;293;338;313;303.0;3.5;1;[];[];0.0;0.0;0;;;339.5877667610164;;
3;3;"""consciousness""";345;293;487;313;303.0;0.0;1;[578];[26.456000000000017];0.2751;0.2751;1;8.3685;7.3859;260.44714806220173;7.88;0.2751
4;4;is;496;294;508;313;303.5;0.5;1;[];[];0.0;0.0;0;;;254.38140524365068;;
5;5;not;517;295;544;313;304.0;0.5;1;[];[];0.0;0.0;0;;;247.80738030521692;;
6;6;yet;552;295;579;318;306.5;2.5;1;[579];[2.839679999999987];0.3881;0.3881;1;7.0207;6.3129;241.23712;6.67;0.3881
7;7;well;586;293;619;313;303.0;3.5;1;[];[];0.0;0.0;0;;;246.64318870330555;;
8;8;understood.;629;293;734;313;303.0;0.0;1;[580];[34.23840000000001];0.4204;0.4204;1;6.8438;6.8109;252.78156921289653;6.83;0.4204
9;9;In;743;294;760;312;303.0;0.0;1;[];[];0.0;0.0;0;;;300.6951239606894;;
10;10;fact,;768;293;806;317;305.0;2.0;1;[581];[6.461119999999994];0.3074;0.3074;1;9.1374;8.1322;311.69303228294075;8.63;0.3074
11;11;it;815;294;826;313;303.5;1.5;1;[];[];0.0;0.0;0;;;346.05386883220126;;
12;12;has;834;293;863;313;303.0;0.5;1;[582];[17.476180745231506];0.2425;0.2425;1;9.4147;8.1471;359.6579955092537;8.78;0.2425
13;13;not;871;295;899;313;304.0;1.0;1;[];[];0.0;0.0;0;;;387.4555026499615;;
14;14;even;906;298;947;313;305.5;1.5;1;[583, 585];[0.0, 0.0];0.3884;0.3238;2;7.0318;6.1663;415.07477703870944;6.6;0.1942
15;15;been;957;293;998;313;303.0;2.5;1;[];[];0.0;0.0;0;;;457.1335526230101;;
16;16;agreed;1006;293;1066;318;305.5;2.5;1;[584];[10.652800000000013];0.3714;0.3714;1;9.2542;8.0137;496.6680373586912;8.63;0.3714
17;17;upon;212;403;254;422;412.5;107.0;2;[];[];0.0;0.0;0;;;346.21442716001087;;
18;18;a;258;394;267;426;410.0;2.5;2;[];[];0.0;0.0;0;;;332.697099196453;;
