;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg
0;0;Yes,;217;294;253;317;305.5;;1;[];[];0.0;0.0;0;;;696.5185555134669;;
1;1;finite;262;293;306;313;303.0;2.5;1;[3320.0, 3321.0];[4.9212799999999675, 0.0];0.5013;0.2424;2;9.9477;9.2651;652.7082591897903;9.61;0.2507
2;2;beings;314;293;371;318;305.5;2.5;1;[3322.0];[0.0];0.3558;0.3558;1;10.9181;9.7162;595.397946599219;10.32;0.3558
3;3;are;379;298;406;313;305.5;0.0;1;[3323.0];[7.122560000000021];0.2427;0.2427;1;9.4768;9.0311;569.8128040107264;9.25;0.2427
4;4;limited;415;293;473;313;303.0;2.5;1;[];[];0.0;0.0;0;;;517.6648209165526;;
5;5;to;482;295;498;313;304.0;1.0;1;[3324.0];[29.38463999999999];0.3075;0.3075;1;9.0582;8.4508;499.11572487206456;8.75;0.3075
6;6;what;507;293;549;313;303.0;1.0;1;[];[];0.0;0.0;0;;;463.16020167385545;;
7;7;they;556;293;595;318;305.5;2.5;1;[3325.0];[37.06175999999999];0.2588;0.2588;1;8.6464;8.0384;429.4064382546755;8.34;0.2588
8;8;can;603;298;632;313;305.5;0.0;1;[];[];0.0;0.0;0;;;411.49845347773356;;
9;9;know;641;293;686;313;303.0;2.5;1;[3326.0];[0.0];0.372;0.372;1;9.1622;9.1492;383.8366835186111;9.16;0.372
10;10;at;694;295;711;313;304.0;1.0;1;[];[];0.0;0.0;0;;;372.98825667112686;;
11;11;any;718;298;749;318;308.0;4.0;1;[];[];0.0;0.0;0;;;354.47435960103854;;
12;12;given;757;294;804;318;306.0;2.0;1;[3327.0];[0.0];0.4045;0.4045;1;10.2653;9.7631;340.8361477522101;10.01;0.4045
13;13;time,;812;294;857;317;305.5;0.5;1;[];[];0.0;0.0;0;;;336.79044014723223;;
14;14;how;867;293;901;313;303.0;2.5;1;[3328.0];[24.182720000000018];0.2749;0.2749;1;9.7727;8.8599;340.7691201012298;9.32;0.2749
15;15;they;909;293;947;318;305.5;2.5;1;[3329.0, 3330.0];[7.426879999999983, 0.0];0.3883;0.3397;2;9.6473;8.6906;338.9185265142146;9.17;0.1942
16;16;understand;956;293;1055;313;303.0;2.5;1;[];[];0.0;0.0;0;;;353.2827643893293;;
17;17;the;214;398;242;418;408.0;105.0;2;[];[];0.0;0.0;0;;;663.9666832112636;;
18;18;universe;250;399;325;418;408.5;0.5;2;[3331.0];[12.243839999999977];0.5178;0.5178;1;10.0469;9.6473;587.1144362171368;9.85;0.5178
19;19;and;333;398;363;418;408.0;0.5;2;[3332.0];[4.513599999999997];0.3074;0.3074;1;11.3826;10.2184;552.5229533825418;10.8;0.3074
20;20;by;373;398;393;422;410.0;2.0;2;[];[];0.0;0.0;0;;;523.7644941904391;;
21;21;various;401;399;465;418;408.5;1.5;2;[];[];0.0;0.0;0;;;462.3260161558794;;
22;22;epistemic;473;399;557;422;410.5;2.0;2;[3333.0, 3334.0];[42.14547793429801, 5.274239999999963];0.5662;0.2429;2;10.2341;9.1409;383.61606297777263;9.69;0.2831
23;23;limitations.;566;398;663;418;408.0;2.5;2;[3335.0];[2.101120000000037];0.3073;0.3073;1;9.8247;8.8024;308.9616384190219;9.31;0.3073
24;24;Questions;672;398;760;422;410.0;2.0;2;[3336.0];[0.0];0.3398;0.3398;1;9.2784;8.5813;253.4820715051982;8.93;0.3398
25;25;of;768;398;785;418;408.0;2.0;2;[];[];0.0;0.0;0;;;248.21913144350177;;
26;26;how;792;398;827;418;408.0;0.0;2;[3337.0, 3346.0];[1.7744000000000142, 33.62495999999999];0.5503;0.3557;2;10.3496;9.4119;238.43098040012836;9.88;0.2751
27;27;physics;835;398;899;422;410.0;2.0;2;[];[];0.0;0.0;0;;;231.74208;;
28;28;and;907;398;938;418;408.0;2.0;2;[];[];0.0;0.0;0;;;239.8670056814117;;
29;29;metaphysics;948;398;1058;422;410.0;2.0;2;[3338.0];[15.12639999999999];0.5338;0.5338;1;6.6609;7.5636;246.93977681727662;7.11;0.5338
30;30;relate,;233;503;288;527;515.0;105.0;3;[];[];0.0;0.0;0;;;588.5167122304739;;
31;31;for;297;503;321;522;512.5;2.5;3;[3339.0, 3340.0];[1.3663999999999987, 31.920758261068922];0.5011;0.2587;2;10.4328;9.3468;557.4967857975205;9.89;0.2505
32;32;example,;328;503;409;527;515.0;2.5;3;[];[];0.0;0.0;0;;;471.07725287320596;;
33;33;can;418;508;447;522;515.0;0.0;3;[];[];0.0;0.0;0;;;436.0830789821665;;
34;34;go;456;508;476;527;517.5;2.5;3;[];[];0.0;0.0;0;;;406.94718745135276;;
35;35;beyond;485;503;548;527;515.0;2.5;3;[3341.0];[0.0];0.3235;0.3235;1;7.5924;7.473;339.27006436549397;7.53;0.3235
36;36;what;557;503;600;522;512.5;2.5;3;[];[];0.0;0.0;0;;;293.8895176330153;;
37;37;is;608;504;620;522;513.0;0.5;3;[3342.0];[9.578880000000026];0.3396;0.3396;1;6.1687;6.3652;276.1571302258307;6.27;0.3396
38;38;normally;628;503;705;527;515.0;2.0;3;[];[];0.0;0.0;0;;;202.32428369962517;;
39;39;perceptible;714;503;811;527;515.0;0.0;3;[3343.0, 3344.0];[0.0, 46.736959999999954];0.6471;0.3073;2;7.2011;7.1586;136.88385359335265;7.18;0.3235
40;40;via;819;504;843;522;513.0;2.0;3;[];[];0.0;0.0;0;;;133.2079178373658;;
41;41;the;852;503;879;522;512.5;0.5;3;[];[];0.0;0.0;0;;;131.74208;;
42;42;scientific;887;503;964;522;512.5;0.0;3;[];[];0.0;0.0;0;;;133.96311348489328;;
43;43;method;973;503;1038;522;512.5;0.0;3;[3345.0];[59.608000000000004];0.2753;0.2753;1;9.6227;7.961;171.81524197394825;8.79;0.2753
44;44;alone.;206;608;258;627;617.5;105.0;4;[];[];0.0;0.0;0;;;605.298221188999;;
45;45;Furthermore,;269;608;385;632;620.0;2.5;4;[3347.0, 3348.0];[49.83039999999994, 27.578880000000026];0.5174;0.4207;2;8.573;7.7376;478.2017220531169;8.16;0.2587
46;46;material;394;608;465;627;617.5;2.5;4;[3349.0];[27.31007999999997];0.2427;0.2427;1;10.8015;6.1084;398.6052631044483;8.45;0.2427
