;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg
0;0;The;215;188;247;208;198.0;;1;[];[];0.0;0.0;0;;;780.4564322427742;;
1;1;Pangea;256;189;318;213;201.0;3.0;1;[];[];0.0;0.0;0;;;736.783995095659;;
2;2;theory;327;188;384;213;200.5;0.5;1;[];[];0.0;0.0;0;;;704.3790884382643;;
3;3;you're;392;188;446;213;200.5;0.0;1;[];[];0.0;0.0;0;;;678.391843869839;;
4;4;referring;455;188;530;213;200.5;0.0;1;[];[];0.0;0.0;0;;;650.9947534574453;;
5;5;to;539;190;555;208;199.0;1.5;1;[];[];0.0;0.0;0;;;649.5963246733467;;
6;6;is;564;189;576;208;198.5;0.5;1;[];[];0.0;0.0;0;;;645.0775564450526;;
7;7;likely;585;188;629;213;200.5;2.0;1;[];[];0.0;0.0;0;;;631.6534146421754;;
8;8;the;637;188;665;208;198.0;2.5;1;[];[];0.0;0.0;0;;;633.3409769066897;;
9;9;theory;672;188;729;213;200.5;2.5;1;[3074.0];[13.428480000000008];0.3555;0.3555;1;8.4281;6.4316;627.0896;7.43;0.3555
10;10;of;737;188;754;208;198.0;2.5;1;[];[];0.0;0.0;0;;;632.9095627568919;;
11;11;plate;762;188;804;213;200.5;2.5;1;[];[];0.0;0.0;0;;;629.6935275426611;;
12;12;tectonics,;812;189;896;212;200.5;0.0;1;[3075.0];[18.84031999999999];0.4526;0.4526;1;7.667;6.1753;637.1732557390651;6.92;0.4526
13;13;which;905;188;954;208;198.0;2.5;1;[3076.0];[78.78143999999998];0.291;0.291;1;6.5078;5.9882;663.0383586408255;6.25;0.291
14;14;states;963;190;1015;208;199.0;1.0;1;[3077.0];[78.35136];0.4203;0.4203;1;7.2406;6.0006;682.7941178928828;6.62;0.4203
15;15;that;1023;188;1058;208;198.0;1.0;1;[3078.0];[49.556231647275176];0.1941;0.1941;1;7.3006;5.8638;707.666994729244;6.58;0.1941
16;16;the;222;293;250;313;303.0;105.0;2;[];[];0.0;0.0;0;;;696.1757429192144;;
17;17;Earth's;259;293;319;313;303.0;0.0;2;[];[];0.0;0.0;0;;;653.1922750837765;;
18;18;outer;327;295;373;313;304.0;1.0;2;[3070.0];[28.87263999999999];0.453;0.453;1;7.8606;8.3979;622.8245655311936;8.13;0.453
19;19;shell;381;293;419;313;303.0;1.0;2;[3071.0];[40.889160685071545];0.3073;0.3073;1;7.0092;7.1609;599.5843795739845;7.09;0.3073
20;20;is;429;294;441;313;303.5;0.5;2;[];[];0.0;0.0;0;;;589.4153966678509;;
21;21;divided;449;293;512;313;303.0;0.5;2;[];[];0.0;0.0;0;;;561.2422103059605;;
22;22;into;521;294;553;313;303.5;0.5;2;[3072.0];[0.0];0.3882;0.3882;1;6.8677;6.3922;548.5113886047582;6.63;0.3882
23;23;several;561;293;623;313;303.0;0.5;2;[3073.0];[81.51328000000001];0.2425;0.2425;1;7.7438;6.9428;533.3981996868006;7.34;0.2425
24;24;plates;633;293;685;318;305.5;2.5;2;[];[];0.0;0.0;0;;;522.4646753887961;;
25;25;that;692;293;727;313;303.0;2.5;2;[];[];0.0;0.0;0;;;527.0896;;
26;26;move;736;298;783;313;305.5;2.5;2;[];[];0.0;0.0;0;;;528.0125811276849;;
