;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg
0;0;The;284;503;316;522;512.5;;1;[];[];0.0;0.0;0;;;65.95496238198918;;
1;1;three;324;503;370;522;512.5;0.0;1;[3687];[61.792640000000006];0.3397;0.3397;1;10.7423;9.0107;61.792640000000006;9.88;0.3397
2;2;largest;379;503;438;527;515.0;2.5;1;[3670, 3671];[0.0, 14.125025121903345];0.4686;0.2101;2;11.2283;10.3965;69.43105546374467;10.81;0.2343
3;3;countries;446;504;527;522;513.0;2.0;1;[];[];0.0;0.0;0;;;123.50977719520658;;
4;4;in;536;508;549;522;515.0;2.0;1;[];[];0.0;0.0;0;;;206.40738616340633;;
5;5;Europe;558;504;619;527;515.5;0.5;1;[3678, 3683, 3685, 3686];[32.58528000000001, 10.98912000000007, 45.11904000000004, 11.23488000000009];1.1645;0.3558;4;7.6629;7.196;226.18682070980515;7.43;0.2911
6;6;by;628;503;647;527;515.0;0.5;1;[3679];[79.0544000000001];0.3881;0.3881;1;9.3529;7.8218;294.469336031461;8.59;0.3881
7;7;area;656;508;693;522;515.0;0.0;1;[3680];[85.10912000000008];0.3075;0.3075;1;10.0036;8.8567;322.9083477750452;9.43;0.3075
8;8;are;702;508;729;522;515.0;0.0;1;[3682];[2.50641480493564];0.2264;0.2264;1;10.8836;10.4382;368.16348904095514;10.66;0.2264
9;9;Russia,;738;504;799;527;515.5;0.5;1;[3672, 3675, 3676, 3677, 3681];[9.248320000000035, 40.27504230574566, 4.097600000000057, 24.690240000000017, 42.5649940576715];2.3293;0.3558;5;8.763;7.9378;402.9629832414008;8.35;0.4659
10;10;Ukraine,;809;503;882;527;515.0;0.5;1;[3673];[11.460160000000087];0.3722;0.3722;1;9.8857;9.6292;473.3600737945792;9.76;0.3722
11;11;and;891;503;921;522;512.5;2.5;1;[3674];[20.310400000000072];0.3396;0.3396;1;10.2711;5.6019;555.3890321772743;7.94;0.3396
12;12;France.;931;504;994;522;513.0;0.5;1;[];[];0.0;0.0;0;;;595.1573246317392;;
