;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg
0;0;I'm;218;450;246;470;460.0;;1;[];[];0.0;0.0;0;;;511.2142966372924;;
1;1;sorry,;255;455;305;475;465.0;5.0;1;[];[];0.0;0.0;0;;;452.1935190671817;;
2;2;but;315;450;343;470;460.0;5.0;1;[];[];0.0;0.0;0;;;415.7412977878931;;
3;3;I;350;451;356;470;460.5;0.5;1;[893];[9.772979325139353];0.3072;0.3072;1;9.3339;8.6478;403.001371072558;8.99;0.3072
4;4;"don'tunderstandwhatyoumeanby""Melenia'swaterfowldance.""Can";364;450;940;475;462.5;2.0;1;[892, 894, 895, 896, 897, 898, 899, 900, 901, 902, 907];[0.044160000000033506, 12.956800000000044, 0.0, 7.836800000000039, 0.0, 0.0, 14.011520000000019, 34.90112000000005, 18.773120000000006, 0.06464000000005399, 97.50848000000002];4.2363;0.2102;11;9.8101;9.4189;76.46496000000002;9.61;0.3851
5;5;you;949;455;980;475;465.0;2.5;1;[];[];0.0;0.0;0;;;212.54900114176402;;
6;6;provide;989;450;1054;475;462.5;2.5;1;[903];[0.0];0.437;0.437;1;11.7788;10.6366;250.2849373940861;11.21;0.437
7;7;more;468;560;512;575;567.5;105.0;2;[];[];0.0;0.0;0;;;238.83415393607675;;
8;8;context;520;557;586;575;566.0;1.5;2;[];[];0.0;0.0;0;;;164.77459162856874;;
9;9;or;594;560;612;575;567.5;1.5;2;[];[];0.0;0.0;0;;;138.94399262422826;;
10;10;clarify;619;555;672;580;567.5;0.0;2;[904];[0.8111999999999853];0.259;0.259;1;10.2724;10.7162;78.7609718474931;10.49;0.259
11;11;your;680;560;720;580;570.0;2.5;2;[];[];0.0;0.0;0;;;31.846624410784887;;
12;12;question?;727;556;812;580;568.0;2.0;2;[905, 906, 909];[23.24351999999999, 53.937552346927966, 4.535039999999981];0.6459;0.2589;3;8.5296;8.2369;4.535039999999981;8.38;0.2153
