;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg
0;0;The;208;241;241;260;250.5;;1;[];[];0.0;0.0;0;;;491.81181691630957;;
1;1;37th;249;241;287;260;250.5;0.0;1;[1312, 1313];[39.03872000000001, 0.0];0.5178;0.2588;2;8.4833;8.1124;457.798700804755;8.3;0.2589
2;2;largest;297;241;356;265;253.0;2.5;1;[];[];0.0;0.0;0;;;407.30573388858846;;
3;3;city;364;242;394;265;253.5;0.5;1;[];[];0.0;0.0;0;;;384.2551267823523;;
4;4;in;403;242;416;260;251.0;2.5;1;[];[];0.0;0.0;0;;;376.2664258986199;;
5;5;Japan;424;242;475;265;253.5;2.5;1;[];[];0.0;0.0;0;;;344.0905428205222;;
6;6;has;484;241;513;260;250.5;3.0;1;[1314];[30.81600000000003];0.3398;0.3398;1;7.1088;6.8299;335.2077171822296;6.97;0.3398
7;7;36;522;241;542;260;250.5;0.0;1;[];[];0.0;0.0;0;;;327.54338103298875;;
8;8;other;550;241;597;260;250.5;0.0;1;[];[];0.0;0.0;0;;;319.79844036286613;;
9;9;Japanese;604;242;686;265;253.5;3.0;1;[1315];[89.29376000000002];0.3402;0.3402;1;6.6222;6.028;314.28704000000005;6.33;0.3402
10;10;cities;694;242;738;260;251.0;2.5;1;[1350];[21.91167999999999];0.1942;0.1942;1;6.1489;8.3087;328.8963862047159;7.23;0.1942
11;11;that;746;241;781;260;250.5;0.5;1;[];[];0.0;0.0;0;;;345.08648083997963;;
12;12;are;789;246;816;260;253.0;2.5;1;[];[];0.0;0.0;0;;;363.58346615120115;;
13;13;both;825;241;862;260;250.5;2.5;1;[];[];0.0;0.0;0;;;382.11423953906984;;
14;14;Japanese;870;242;952;265;253.5;3.0;1;[];[];0.0;0.0;0;;;404.6743946168594;;
15;15;and;960;241;991;260;250.5;3.0;1;[];[];0.0;0.0;0;;;470.0160891485755;;
