;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg
0;0;The;240;136;273;156;146.0;;1;[];[];0.0;0.0;0;;;805.2090747195896;;
1;1;Pythagorean;282;136;392;161;148.5;2.5;1;[];[];0.0;0.0;0;;;747.1212653985814;;
2;2;theorem;400;136;474;156;146.0;2.5;1;[];[];0.0;0.0;0;;;724.0214148841025;;
3;3;states;483;138;535;156;147.0;1.0;1;[];[];0.0;0.0;0;;;708.8795641085851;;
4;4;that;543;136;578;156;146.0;1.0;1;[];[];0.0;0.0;0;;;701.2045279451478;;
5;5;in;586;137;599;155;146.0;0.0;1;[];[];0.0;0.0;0;;;699.3813013877176;;
6;6;a;608;141;616;156;148.5;2.5;1;[];[];0.0;0.0;0;;;696.5642594985602;;
7;7;right;626;136;666;161;148.5;0.0;1;[];[];0.0;0.0;0;;;688.5917150320482;;
8;8;triangle,;673;136;746;161;148.5;0.0;1;[];[];0.0;0.0;0;;;688.39776;;
9;9;the;755;136;783;156;146.0;2.5;1;[];[];0.0;0.0;0;;;697.194076574649;;
10;10;square;791;141;850;161;151.0;5.0;1;[];[];0.0;0.0;0;;;696.9203326139778;;
11;11;of;858;136;875;156;146.0;5.0;1;[];[];0.0;0.0;0;;;715.3013672647198;;
12;12;the;881;136;909;156;146.0;0.0;1;[];[];0.0;0.0;0;;;721.2941810459707;;
13;13;length;918;136;971;161;148.5;2.5;1;[];[];0.0;0.0;0;;;727.6166438522263;;
14;14;of;980;136;997;156;146.0;2.5;1;[];[];0.0;0.0;0;;;754.5863107761613;;
15;15;the;1003;136;1031;156;146.0;0.0;1;[];[];0.0;0.0;0;;;763.9514055296826;;
16;16;hypotenuse;212;241;315;265;253.0;107.0;2;[];[];0.0;0.0;0;;;690.2616755483224;;
17;17;(the;323;241;358;265;253.0;0.0;2;[];[];0.0;0.0;0;;;668.3702075427791;;
18;18;side;366;241;401;260;250.5;2.5;2;[3832.0];[3.9359999999999786];0.2266;0.2266;1;7.6209;7.192;653.1027985935885;7.41;0.2266
19;19;opposite;409;242;484;265;253.5;3.0;2;[3833.0];[16.55903999999998];0.2263;0.2263;1;7.2744;6.8256;617.1389223916909;7.05;0.2263
20;20;the;492;241;519;260;250.5;3.0;2;[];[];0.0;0.0;0;;;611.6129978432256;;
21;21;right;528;241;568;265;253.0;2.5;2;[3834.0];[0.0];0.2427;0.2427;1;7.0653;6.1628;595.4787370937585;6.61;0.2427
22;22;angle);576;241;631;265;253.0;0.0;2;[3835.0];[0.0];0.2257;0.2257;1;7.0653;7.0813;586.6487739105721;7.07;0.2257
23;23;is;640;242;652;260;251.0;2.0;2;[];[];0.0;0.0;0;;;590.1782618249994;;
24;24;equal;660;241;707;265;253.0;2.0;2;[3836.0, 3839.0, 3840.0];[7.76352, 19.78150454395214, 1.9062399999999968];0.7927;0.2589;3;7.6113;7.4122;584.39776;7.51;0.2642
25;25;to;715;242;732;260;251.0;2.0;2;[];[];0.0;0.0;0;;;590.3018196912301;;
26;26;the;740;241;767;260;250.5;0.5;2;[];[];0.0;0.0;0;;;592.2112109127769;;
27;27;sum;775;246;811;260;253.0;2.5;2;[3837.0, 3838.0];[0.0, 4.6937599999999975];0.6306;0.2587;2;7.6475;6.4599;596.6365311735257;7.05;0.3153
28;28;of;820;241;837;260;250.5;2.5;2;[];[];0.0;0.0;0;;;605.2597246891432;;
29;29;the;843;241;871;260;250.5;0.0;2;[3841.0];[14.020160000000004];0.2908;0.2908;1;9.0348;8.7254;610.9014518977488;8.88;0.2908
30;30;squares;879;246;948;265;255.5;5.0;2;[3850.0];[26.31776000000002];0.2104;0.2104;1;10.3183;10.5598;616.599508214836;10.44;0.2104
31;31;of;956;241;973;260;250.5;5.0;2;[3842.0];[3.270399999999995];0.3073;0.3073;1;8.26;7.953;649.8293633953282;8.11;0.3073
32;32;the;979;241;1007;260;250.5;0.0;2;[];[];0.0;0.0;0;;;659.8450205395033;;
33;33;other;1015;241;1061;260;250.5;0.0;2;[3843.0];[29.14464000000001];0.1942;0.1942;1;5.8764;7.4288;676.7945022905975;6.65;0.1942
34;34;two;214;347;245;365;356.0;105.5;3;[];[];0.0;0.0;0;;;652.6174719778636;;
35;35;sides.;254;346;303;365;355.5;0.5;3;[];[];0.0;0.0;0;;;615.2575447166638;;
36;36;It;313;347;326;365;356.0;0.5;3;[];[];0.0;0.0;0;;;601.3493958846035;;
37;37;can;333;351;362;365;358.0;2.0;3;[];[];0.0;0.0;0;;;580.7412876064328;;
38;38;be;372;346;391;365;355.5;2.5;3;[3844.0];[18.90784000000002];0.2429;0.2429;1;9.1186;8.397;565.2624027217603;8.76;0.2429
39;39;written;399;346;460;365;355.5;0.0;3;[3845.0];[17.973401813835878];0.2911;0.2911;1;8.2822;6.3173;532.9890549821615;7.3;0.2911
40;40;as;469;351;487;365;358.0;2.5;3;[];[];0.0;0.0;0;;;522.3024441171777;;
41;41;an;495;351;515;365;358.0;0.0;3;[];[];0.0;0.0;0;;;512.4887010762068;;
42;42;equation:;524;346;606;370;358.0;0.0;3;[];[];0.0;0.0;0;;;485.4383321605099;;
43;43;a2;617;346;651;365;355.5;2.5;3;[3846.0];[33.403520000000015];0.2589;0.2589;1;9.419;9.0522;485.4106879033233;9.24;0.2589
44;44;+;661;349;672;365;357.0;1.5;3;[];[];0.0;0.0;0;;;484.50815796101676;;
45;45;b*2;681;346;716;365;355.5;1.5;3;[];[];0.0;0.0;0;;;484.39775999999995;;
46;46;=;726;354;736;361;357.5;2.0;3;[];[];0.0;0.0;0;;;490.34514172241734;;
47;47;c42,;745;346;785;370;358.0;0.5;3;[3847.0];[20.444110305474286];0.3236;0.3236;1;9.6673;7.3097;483.4751153169908;8.49;0.3236
48;48;where;794;346;847;365;355.5;2.5;3;[3848.0];[4.62912];0.3075;0.3075;1;9.7592;8.6018;497.1002006947669;9.18;0.3075
49;49;"""c""";856;346;879;365;355.5;0.0;3;[];[];0.0;0.0;0;;;514.5854175263593;;
50;50;is;888;346;900;365;355.5;0.0;3;[];[];0.0;0.0;0;;;526.2473166969856;;
51;51;the;908;346;935;365;355.5;0.0;3;[];[];0.0;0.0;0;;;534.3805220353541;;
52;52;length;944;346;998;370;358.0;2.5;3;[3849.0];[31.21728493347237];0.3395;0.3395;1;10.5664;8.3115;546.1564903310932;9.44;0.3395
53;53;of;1006;346;1023;365;355.5;2.5;3;[];[];0.0;0.0;0;;;582.5765459841115;;
