;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg
0;0;Most;222;242;262;260;251.0;;1;[];[];0.0;0.0;0;;;384.7484131323303;;
1;1;systems;270;242;342;265;253.5;2.5;1;[4512.0];[12.759999999999934];0.3883;0.3883;1;9.1311;7.5764;319.7463529234482;8.35;0.3883
2;2;that;350;241;385;260;250.5;3.0;1;[];[];0.0;0.0;0;;;293.8176887252473;;
3;3;need;393;241;434;260;250.5;0.0;1;[];[];0.0;0.0;0;;;264.9078341760514;;
4;4;to;442;242;459;260;251.0;0.5;1;[];[];0.0;0.0;0;;;252.55692547987346;;
5;5;detect;467;241;522;260;250.5;0.5;1;[4513.0];[70.59871114064332];0.3557;0.3557;1;7.9316;7.555;230.7017065559905;7.74;0.3557
6;6;hardware;530;241;612;260;250.5;0.0;1;[4514.0];[0.0];0.3558;0.3558;1;7.0339;5.2456;224.68991999999992;6.14;0.3558
7;7;changes;620;241;693;265;253.0;2.5;1;[4515.0];[45.149119999999925];0.3234;0.3234;1;7.0659;5.6709;224.3881258174023;6.37;0.3234
8;8;after;701;241;742;260;250.5;2.5;1;[];[];0.0;0.0;0;;;257.9390854598162;;
9;9;startup;749;242;812;265;253.5;3.0;1;[4516.0, 4517.0];[31.883655138017037, 67.16511999999994];0.631;0.356;2;7.3299;6.5316;280.66999377889755;6.93;0.3155
10;10;have;821;241;862;260;250.5;3.0;1;[];[];0.0;0.0;0;;;333.6690033668791;;
11;11;an;870;246;889;260;253.0;2.5;1;[4518.0];[67.78239999999994];0.3396;0.3396;1;9.8368;7.8674;371.36280132485865;8.85;0.3396
12;12;elaborate;898;241;981;260;250.5;2.5;1;[4519.0, 4520.0];[21.936273900551154, 9.486079999999959];0.3239;0.2592;2;7.726;6.4338;394.02059718731255;7.08;0.1619
13;13;startup;989;242;1051;265;253.5;3.0;1;[];[];0.0;0.0;0;;;469.2765809283971;;
14;14;process,;214;351;285;370;360.5;107.0;2;[4521.0];[1.5407999999999902];0.2584;0.2584;1;10.7011;9.464;311.22611042109935;10.08;0.2584
15;15;but;295;346;323;365;355.5;5.0;2;[];[];0.0;0.0;0;;;278.36851080509507;;
16;16;embedded;331;346;423;365;355.5;0.0;2;[4522.0];[0.0];0.3717;0.3717;1;8.7991;8.0026;192.93622730800547;8.4;0.3717
17;17;systems;432;347;504;370;358.5;3.0;2;[4523.0];[21.173440000000028];0.3394;0.3394;1;7.0898;4.6815;134.53300787481996;5.89;0.3394
18;18;often;512;346;556;365;355.5;3.0;2;[];[];0.0;0.0;0;;;121.0843367568505;;
19;19;have;566;346;607;365;355.5;0.0;2;[];[];0.0;0.0;0;;;119.68991999999992;;
20;20;very;614;351;653;370;360.5;5.0;2;[4524.0];[15.544835222027903];0.3886;0.3886;1;7.3212;5.5716;121.35907962672749;6.45;0.3886
21;21;few;660;346;691;365;355.5;5.0;2;[4525.0, 4535.0];[2.8576000000000477, 13.77344000000005];0.5825;0.2425;2;7.9872;6.9322;147.19439869725474;7.46;0.2913
22;22;configuration;699;346;815;370;358.0;2.5;2;[4526.0];[0.0];0.2434;0.2434;1;8.0058;7.2157;169.40508318184078;7.61;0.2434
23;23;files;823;346;858;365;355.5;2.5;2;[];[];0.0;0.0;0;;;275.981571500429;;
24;24;or;866;351;884;365;358.0;2.5;2;[4527.0];[12.445120000000031];0.4203;0.4203;1;8.2087;7.5973;315.2792930210394;7.9;0.4203
25;25;have;892;346;933;365;355.5;2.5;2;[4528.0];[26.331839999999943];0.3396;0.3396;1;7.6821;7.5081;339.4764000749484;7.6;0.3396
26;26;the;940;346;968;365;355.5;0.0;2;[];[];0.0;0.0;0;;;384.7664213621641;;
27;27;hardware;977;346;1059;365;355.5;0.0;2;[];[];0.0;0.0;0;;;420.0884218921612;;
28;28;configuration;212;450;328;475;462.5;107.0;3;[4531.0];[4.669303342298495];0.3234;0.3234;1;8.7708;8.1603;246.51371849827416;8.47;0.3234
29;29;hard-coded;338;450;437;470;460.0;2.5;3;[4532.0];[10.960000000000036];0.3396;0.3396;1;8.165;6.7731;138.10667980893024;7.47;0.3396
30;30;and;446;450;477;470;460.0;0.0;3;[];[];0.0;0.0;0;;;98.42560138422515;;
31;31;directly;486;450;551;475;462.5;2.5;3;[4533.0];[22.049920000000043];0.3237;0.3237;1;7.9024;7.1323;25.25601330072494;7.52;0.3237
32;32;start;559;452;600;470;461.0;1.5;3;[4557.0];[14.689919999999915];0.2261;0.2261;1;9.0685;7.0591;14.689919999999915;8.06;0.2261
33;33;the;607;450;634;470;460.0;1.0;3;[4534.0];[31.849600000000066];0.3074;0.3074;1;8.1833;7.8729;35.82690340856159;8.03;0.3074
34;34;main;643;451;685;470;460.5;0.5;3;[];[];0.0;0.0;0;;;70.23031117577658;;
35;35;program;694;455;768;475;465.0;4.5;3;[4530.0];[33.81856000000005];0.194;0.194;1;8.9513;5.9196;120.06844301416761;7.44;0.194
36;36;without;777;450;843;470;460.0;5.0;3;[];[];0.0;0.0;0;;;203.20846194941396;;
37;37;using;851;451;896;475;463.0;3.0;3;[4529.0, 4536.0];[27.127302094708988, 6.105919999999969];0.5338;0.2749;2;8.5212;7.5149;276.84643072982976;8.02;0.2669
38;38;a;905;455;914;470;462.5;0.5;3;[];[];0.0;0.0;0;;;331.002930210363;;
39;39;startup;922;452;985;475;463.5;1.0;3;[4537.0];[21.920000000000073];0.2748;0.2748;1;10.4092;7.4574;347.81180515883364;8.93;0.2748
40;40;process;994;455;1060;475;465.0;1.5;3;[4538.0];[17.27072000000004];0.3232;0.3232;1;9.4121;6.2898;419.78865040380316;7.85;0.3232
41;41;or;226;560;244;575;567.5;102.5;4;[];[];0.0;0.0;0;;;338.79938696498016;;
42;42;configuration;251;555;367;580;567.5;0.0;4;[4539.0];[0.0];0.2911;0.2911;1;9.7302;8.8968;218.9210282449961;9.31;0.2911
43;43;files,;375;555;416;579;567.0;0.5;4;[];[];0.0;0.0;0;;;173.2332041147031;;
44;44;or;425;560;443;575;567.5;0.5;4;[4540.0];[74.91072000000008];0.2428;0.2428;1;11.0486;9.0194;151.38491010614763;10.03;0.2428
45;45;even;450;560;491;575;567.5;0.0;4;[];[];0.0;0.0;0;;;112.31368486451863;;
46;46;having;500;555;557;580;567.5;0.0;4;[4541.0];[32.10464000000002];0.34;0.34;1;9.5757;8.8236;72.41271026447228;9.2;0.34
47;47;a;566;560;575;575;567.5;0.0;4;[4542.0];[46.31040000000007];0.4042;0.4042;1;10.1134;8.255;75.31008000000008;9.18;0.4042
48;48;filesystem;583;555;672;580;567.5;0.0;4;[4543.0, 4556.0];[45.91840000000002, 4.509343092912807];0.5979;0.2908;2;9.3568;8.2173;70.84344858804103;8.79;0.2989
49;49;at;681;557;698;575;566.0;1.5;4;[];[];0.0;0.0;0;;;128.87469622795015;;
50;50;all.;705;555;730;575;565.0;1.0;4;[];[];0.0;0.0;0;;;148.39115003209062;;
51;51;Since;739;556;786;575;565.5;0.5;4;[4544.0];[1.8089599999999564];0.2427;0.2427;1;9.5828;8.3403;179.4535482174884;8.96;0.2427
52;52;configuration;794;555;910;580;567.5;2.0;4;[4545.0];[0.0];0.3881;0.3881;1;10.1214;8.6672;230.65429501278845;9.39;0.3881
53;53;files;918;555;953;575;565.0;2.5;4;[4546.0];[3.058239999999955];0.485;0.485;1;10.6009;10.5873;350.79516844997517;10.59;0.485
54;54;vary;961;560;999;580;570.0;5.0;4;[4547.0];[12.50687999999991];0.2752;0.2752;1;9.1934;6.6766;393.9423254841329;7.94;0.2752
55;55;a;1007;560;1016;575;567.5;2.5;4;[];[];0.0;0.0;0;;;439.1819912153121;;
56;56;lot;1025;555;1046;575;565.0;2.5;4;[];[];0.0;0.0;0;;;456.12836505510865;;
57;57;between;224;660;298;680;670.0;105.0;5;[4548.0];[9.360640000000103];0.3396;0.3396;1;10.7981;10.2882;327.24323523618693;10.54;0.3396
58;58;different;306;660;382;680;670.0;0.0;5;[];[];0.0;0.0;0;;;260.23419722981527;;
59;59;operating;389;661;472;685;673.0;3.0;5;[4549.0];[43.27200000000005];0.3234;0.3234;1;7.1294;6.389;203.85112599111739;6.76;0.3234
60;60;systems;481;662;554;685;673.5;0.5;5;[];[];0.0;0.0;0;;;178.4709974417312;;
61;61;and;562;660;592;680;670.0;3.5;5;[];[];0.0;0.0;0;;;175.31008000000008;;
62;62;versions,;601;661;680;684;672.5;2.5;5;[4550.0, 4554.0, 4555.0];[0.0, 22.740800000000036, 22.549759999999992];0.5336;0.2423;3;8.9358;8.88;178.31684151489011;8.91;0.1779
63;63;can;689;665;718;680;672.5;0.0;5;[];[];0.0;0.0;0;;;213.68784103885378;;
64;64;you;727;665;758;685;675.0;2.5;5;[];[];0.0;0.0;0;;;236.2666506467776;;
65;65;tell;766;660;791;680;670.0;5.0;5;[4551.0];[24.32128];0.3075;0.3075;1;7.377;6.4205;259.75684747056516;6.9;0.3075
66;66;me;801;665;827;680;672.5;2.5;5;[];[];0.0;0.0;0;;;289.6447765934101;;
67;67;which;835;660;884;680;670.0;2.5;5;[4552.0];[26.416566256317303];0.2589;0.2589;1;9.036;9.1588;314.14330839259725;9.1;0.2589
68;68;operating;893;661;976;685;673.0;3.0;5;[4553.0];[0.0];0.3071;0.3071;1;7.4163;8.0302;364.19795052669707;7.72;0.3071
69;69;system;985;662;1047;685;673.5;0.5;5;[];[];0.0;0.0;0;;;447.31901203486365;;
70;70;you;557;770;588;789;779.5;106.0;6;[];[];0.0;0.0;0;;;285.3100800000001;;
71;71;have;597;765;638;784;774.5;5.0;6;[];[];0.0;0.0;0;;;281.2258491103662;;
72;72;in;647;766;660;784;775.0;0.5;6;[];[];0.0;0.0;0;;;290.5465167023113;;
73;73;mind?;670;765;722;784;774.5;0.5;6;[];[];0.0;0.0;0;;;296.18877596534014;;
