;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg
0;0;To;221;347;242;365;356.0;;1;[];[];0.0;0.0;0;;;571.9215350870433;;
1;1;use;251;351;280;365;358.0;2.0;1;[];[];0.0;0.0;0;;;539.3242964083114;;
2;2;ChatGPT;288;346;365;365;355.5;2.5;1;[];[];0.0;0.0;0;;;469.360570027266;;
3;3;you;372;351;403;370;360.5;5.0;1;[];[];0.0;0.0;0;;;436.5717158684471;;
4;4;can;412;351;441;365;358.0;2.5;1;[];[];0.0;0.0;0;;;411.6263518001733;;
5;5;follow;449;346;501;365;355.5;2.5;1;[];[];0.0;0.0;0;;;370.7306050170663;;
6;6;these;508;346;556;365;355.5;0.0;1;[4828];[95.16512];0.2102;0.2102;1;9.1313;9.9744;338.2859226990092;9.55;0.2102
7;7;steps:;564;347;616;370;358.5;3.0;1;[];[];0.0;0.0;0;;;305.63598854899277;;
8;8;1.;628;347;641;365;356.0;2.5;1;[];[];0.0;0.0;0;;;301.3071746512519;;
9;9;Go;651;346;674;365;355.5;0.5;1;[4832];[3.5743999999999687];0.3394;0.3394;1;7.7567;7.5885;292.39993826319454;7.67;0.3394
10;10;to;682;347;698;365;356.0;0.5;1;[];[];0.0;0.0;0;;;288.1313851289373;;
11;11;the;706;346;734;365;355.5;0.5;1;[];[];0.0;0.0;0;;;285.41662862615414;;
12;12;website;741;346;809;365;355.5;0.0;1;[4833];[4.141760000000033];0.5012;0.5012;1;7.391;6.5642;285.41354820036133;6.98;0.5012
13;13;for;816;346;841;365;355.5;0.0;1;[];[];0.0;0.0;0;;;295.9595470606076;;
14;14;ChatGPT.;848;346;929;365;355.5;0.0;1;[4834];[28.98399999999998];0.3403;0.3403;1;8.7303;8.0675;305.9934886501998;8.4;0.3403
15;15;2.;939;346;953;365;355.5;0.0;1;[];[];0.0;0.0;0;;;349.28663858830896;;
16;16;Click;963;346;1004;365;355.5;0.0;1;[];[];0.0;0.0;0;;;363.6524812184291;;
17;17;Sign;1012;346;1050;370;358.0;2.5;1;[4835, 4836];[50.93917695762269, 50.627200000000016];0.4688;0.2424;2;7.0541;6.1853;392.3033039579452;6.62;0.2344
18;18;Up.;214;451;242;475;463.0;105.0;2;[];[];0.0;0.0;0;;;525.7448528481473;;
19;19;3.;252;451;266;470;460.5;2.5;2;[];[];0.0;0.0;0;;;504.94807405942254;;
20;20;Enter;277;451;323;470;460.5;0.0;2;[4829, 4837];[42.75168000000002, 25.011840000000007];0.9866;0.4529;2;8.8929;8.2078;452.16837471932956;8.55;0.4933
21;21;your;330;455;370;475;465.0;4.5;2;[4838];[22.76357266075778];0.2749;0.2749;1;9.1011;8.4989;407.3223498610407;8.8;0.2749
22;22;Email;378;450;424;470;460.0;5.0;2;[4830];[84.6368];0.3396;0.3396;1;10.0798;9.3729;361.80501364176814;9.73;0.3396
23;23;Address.;432;450;509;470;460.0;0.0;2;[4839];[0.12864000000001852];0.2429;0.2429;1;9.2209;8.2483;291.2241677751351;8.73;0.2429
24;24;4.;518;451;533;470;460.5;0.5;2;[];[];0.0;0.0;0;;;272.7883558664483;;
25;25;Confirm;543;450;611;470;460.0;0.5;2;[4831, 4840];[78.32937522641171, 20.87506315031408];0.582;0.291;2;8.4497;7.1554;220.3993954082452;7.8;0.291
26;26;your;620;455;660;475;465.0;5.0;2;[];[];0.0;0.0;0;;;191.80367227016276;;
27;27;account;667;452;736;470;461.0;4.0;2;[];[];0.0;0.0;0;;;180.40092432224398;;
28;28;by;744;450;764;475;462.5;1.5;2;[4841];[20.286659107738757];0.3076;0.3076;1;8.3211;7.6254;175.50939546451636;7.97;0.3076
29;29;clicking;772;450;836;475;462.5;0.0;2;[4842];[10.83680000000004];0.2588;0.2588;1;7.8636;7.1537;178.73028365758276;7.51;0.2588
30;30;the;845;450;873;470;460.0;2.5;2;[];[];0.0;0.0;0;;;209.93120943852054;;
31;31;prompt;881;452;946;475;463.5;3.5;2;[4843];[0.6070399999999836];0.3721;0.3721;1;10.383;6.071;226.53726734539723;8.23;0.3721
32;32;in;954;451;967;470;460.5;3.0;2;[];[];0.0;0.0;0;;;281.70859393408637;;
33;33;the;975;450;1003;470;460.0;0.5;2;[4844];[19.408000000000015];0.3391;0.3391;1;8.9768;7.3866;298.1416721901183;8.18;0.3391
34;34;email;1011;450;1057;470;460.0;0.0;2;[];[];0.0;0.0;0;;;327.5292559395572;;
35;35;you;219;560;250;580;570.0;110.0;3;[];[];0.0;0.0;0;;;492.6804082732741;;
36;36;are;258;560;286;575;567.5;2.5;3;[];[];0.0;0.0;0;;;457.8753951637061;;
37;37;sent.;294;557;336;575;566.0;1.5;3;[4845];[25.32000000000005];0.3887;0.3887;1;10.1522;9.1759;408.6408172176637;9.66;0.3887
38;38;5.;346;556;360;575;565.5;0.5;3;[];[];0.0;0.0;0;;;385.07828904824026;;
39;39;Enter;370;556;417;575;565.5;0.0;3;[];[];0.0;0.0;0;;;329.37056683365023;;
40;40;a;424;560;432;575;567.5;2.0;3;[];[];0.0;0.0;0;;;314.7875510504188;;
41;41;phone;441;555;495;580;567.5;0.0;3;[4846];[41.77279999999996];0.3232;0.3232;1;10.2337;9.154;252.63103668456898;9.69;0.3232
42;42;number.;503;555;576;575;565.0;2.5;3;[4847];[0.0];0.3718;0.3718;1;8.9294;6.6867;178.3452536411329;7.81;0.3718
43;43;6.;586;556;601;575;565.5;0.5;3;[];[];0.0;0.0;0;;;156.04726686590834;;
44;44;Type;609;556;652;580;568.0;2.5;3;[4848];[30.759680000000003];0.291;0.291;1;8.7052;5.5755;110.8467514017439;7.14;0.291
45;45;the;660;555;687;575;565.0;3.0;3;[];[];0.0;0.0;0;;;90.8138001424894;;
46;46;code;695;555;736;575;565.0;0.0;3;[4849];[8.194240000000036];0.2744;0.2744;1;9.3441;8.2693;75.4111231604463;8.81;0.2744
47;47;that;744;555;779;575;565.0;0.0;3;[];[];0.0;0.0;0;;;75.66259245043086;;
48;48;is;787;556;799;575;565.5;0.5;3;[];[];0.0;0.0;0;;;90.12228523689349;;
49;49;sent;807;557;844;575;566.0;0.5;3;[4850];[8.187199999999962];0.3237;0.3237;1;9.186;8.8531;102.45487931923978;9.02;0.3237
50;50;to;851;557;868;575;566.0;0.0;3;[];[];0.0;0.0;0;;;136.15413874106062;;
51;51;your;876;560;916;580;570.0;4.0;3;[];[];0.0;0.0;0;;;155.25055071180898;;
52;52;phone;924;555;977;580;567.5;2.5;3;[4851];[0.0];0.3879;0.3879;1;7.5982;8.4614;199.22518891023788;8.03;0.3879
53;53;into;986;556;1017;575;565.5;2.0;3;[];[];0.0;0.0;0;;;259.5650929850159;;
54;54;the;1025;555;1053;575;565.0;0.5;3;[];[];0.0;0.0;0;;;297.09971507276805;;
55;55;prompt.;460;662;528;685;673.5;108.5;4;[];[];0.0;0.0;0;;;209.9466615507854;;
56;56;7.;538;661;553;679;670.0;3.5;4;[];[];0.0;0.0;0;;;184.9300081012274;;
57;57;Enter;563;661;609;680;670.5;0.5;4;[4852];[9.203200000000038];0.3555;0.3555;1;9.5305;7.1796;129.06215826616267;8.36;0.3555
58;58;a;621;665;625;680;672.5;2.0;4;[];[];0.0;0.0;0;;;113.56880159762196;;
59;59;prompt;634;662;698;685;673.5;1.0;4;[4853];[31.22623999999996];0.2747;0.2747;1;8.7484;8.149;41.290394722259634;8.45;0.2747
60;60;for;706;660;730;680;670.0;3.5;4;[];[];0.0;0.0;0;;;12.265100746426885;;
61;61;ChatGPT.;737;660;818;680;670.0;0.0;4;[4854];[9.606400000000008];0.2424;0.2424;1;9.5466;8.0895;9.606400000000008;8.82;0.2424
