;number;text;x1;y1;x2;y2;fixations;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;y;diff_y;line;distance;pupil;fix_duration_avg;fix_distance
0;0;The;225;346;257;365;[];0.0;0.0;0;;;355.5;;1;65.07693020044509;;;[]
1;1;total;265;346;303;365;[1944];0.4207;0.4207;1;16.3476;18.771;355.5;0.0;1;44.93065372675541;17.56;0.4207;[19.11264]
2;2;volume;312;346;377;365;[1976];0.2752;0.2752;1;17.6118;20.5892;355.5;0.0;1;45.608670714170124;19.1;0.2752;[7.244501258858351]
3;3;of;385;346;402;365;[];0.0;0.0;0;;;355.5;0.0;1;92.54225653350795;;;[]
4;4;the;408;346;436;365;[];0.0;0.0;0;;;355.5;0.0;1;113.20312559427676;;;[]
5;5;sun;444;351;474;365;[1943, 1946];0.7925;0.2102;2;17.1794;19.0149;358.0;2.5;1;146.94385473477138;18.1;0.3962;[30.980799999999988, 0.0]
6;6;is;483;346;495;365;[1945];0.3236;0.3236;1;16.6912;18.1379;355.5;2.5;1;184.46275408416082;17.41;0.3236;[0.09440000000000737]
7;7;1.4;504;347;531;365;[1975];0.5983;0.5983;1;16.9951;19.8072;356.0;0.5;1;204.89447148303827;18.4;0.5983;[0.0]
8;8;x;538;351;548;365;[];0.0;0.0;0;;;358.0;2.0;1;238.18407092900566;;;[]
9;9;10°27;557;346;614;365;[1947];0.2423;0.2423;1;17.5476;18.8517;355.5;2.5;1;256.8681507005366;18.2;0.2423;[0.0]
10;10;cubic;622;346;667;365;[1948];0.3723;0.3723;1;17.3269;7.0179;355.5;0.0;1;321.0679037903253;12.17;0.3723;[0.0]
11;11;meters.;675;347;741;365;[];0.0;0.0;0;;;356.0;0.5;1;373.6202634284088;;;[]
12;12;About;750;346;802;365;[];0.0;0.0;0;;;355.5;0.5;1;448.1670015120631;;;[]
13;13;1.3;811;346;837;365;[1949];0.3396;0.3396;1;17.2186;16.4939;355.5;0.0;1;508.89658089273263;16.86;0.3396;[7.715520000000026]
14;14;million;846;346;903;365;[];0.0;0.0;0;;;355.5;0.0;1;543.7687542000859;;;[]
